ANY,TRIMESTRE,"ANY_TRIMESTRE","DISTRICTE","SECCIO","DISTRICTE_SECCIO",CONSUM,"CODI_ENS","NOM_ENS"
"2022","1","2022-Q1","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut","329554.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 01","Secció 1","Districte 01 / Secció 1","16179.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 01","Secció 2","Districte 01 / Secció 2","18951.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 01","Secció 3","Districte 01 / Secció 3","40066.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 02","Secció 1","Districte 02 / Secció 1","25650.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 02","Secció 3","Districte 02 / Secció 3","22762.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 03","Secció 1","Districte 03 / Secció 1","11405.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 03","Secció 3","Districte 03 / Secció 3","19432.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 03","Secció 4","Districte 03 / Secció 4","16219.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 03","Secció 5","Districte 03 / Secció 5","18711.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 03","Secció 6","Districte 03 / Secció 6","18626.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 03","Secció 7","Districte 03 / Secció 7","18464.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 03","Secció 8","Districte 03 / Secció 8","10171.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 04","Secció 1","Districte 04 / Secció 1","20164.00","818460009","Ajuntament de Rubí"
"2022","1","2022-Q1","Districte 04","Secció 2","Districte 04 / Secció 2","15157.00","818460009","Ajuntament de Rubí"
