"ADREÇA","TIPUS_VIA","CARRER","NUM",NUM_1,NUM_2,"DUPLI_1","DUPLI_2",KM,"BLOC",LONGITUD,LATITUD,"CODI_POSTAL","MUNICIPI","PARCELA_CATASTRAL","CODI_AREA_SALUT","AREA_SALUT","CODI_POLIGON","POLIGON","CODI_ZONA_ESCOLAR","ZONA_ESCOLAR","DISTRICTE_CENSAL","SECCIO_CENSAL","CODI_DISTRICTE_ADMINISTRATIU","DISTRICTE_ADMINISTRATIU","CODI_ENS","NOM_ENS"
"C DANT, 53","C","DANT","53","53","0",,,"0",,,,"08191","RUBI",,"2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"PL DEMOCRACIA, 0","PL","DEMOCRACIA","0","0","0",,,"0",,,,"08191","RUBI",,"1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte Desconegut","Secció Censal Desconeguda","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 0","C","DESMOND TUTU","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 1","C","DESMOND TUTU","1","1","0",,,"0",,"1.988849232914142","41.52690208290708","08191","RUBI","5781116DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 4","C","DESMOND TUTU","4","4","0",,,"0",,"1.9888477412653647","41.52731917624989","08191","RUBI","5782415DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 5","C","DESMOND TUTU","5","5","0",,,"0",,"1.9886689144008045","41.52747013822557","08191","RUBI","5781114DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 5(A)","C","DESMOND TUTU","5(A)","5","0","A",,"0",,"1.9886848829093888","41.52756387661189","08191","RUBI","5781111DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 6","C","DESMOND TUTU","6","6","0",,,"0",,"1.988813976020632","41.52753254621954","08191","RUBI","5782414DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 7","C","DESMOND TUTU","7","7","0",,,"0",,"1.9887057119284555","41.527704688004434","08191","RUBI","5781110DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 8","C","DESMOND TUTU","8","8","0",,,"0",,"1.9888382391157293","41.527717847445146","08191","RUBI","5782413DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 9","C","DESMOND TUTU","9","9","0",,,"0",,"1.9887208702859103","41.52788629284106","08191","RUBI","5781109DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 10","C","DESMOND TUTU","10","10","0",,,"0",,"1.9888532835096433","41.52791395108955","08191","RUBI","5782412DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 16","C","DESMOND TUTU","16","16","0",,,"0",,"1.9887405322453453","41.52841805176004","08191","RUBI","5782409DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 18","C","DESMOND TUTU","18","18","0",,,"0",,"1.9886164742521377","41.52861075798773","08191","RUBI","5782408DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 20","C","DESMOND TUTU","20","20","0",,,"0",,"1.9885605954154224","41.52876574201988","08191","RUBI","5782407DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 22","C","DESMOND TUTU","22","22","0",,,"0",,"1.9885338276647802","41.528919046262","08191","RUBI","5782406DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 24","C","DESMOND TUTU","24","24","0",,,"0",,"1.9884990144006167","41.5291021091322","08191","RUBI","5782405DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 26","C","DESMOND TUTU","26","26","0",,,"0",,"1.9884760417843366","41.529252583205526","08191","RUBI","5782404DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 28","C","DESMOND TUTU","28","28","0",,,"0",,"1.9884300946400286","41.52947776054774","08191","RUBI","5782403DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 36","C","DESMOND TUTU","36","36","0",,,"0",,"1.987874882381626","41.530966870341835","08191","RUBI","5785606DF1958N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 40-42","C","DESMOND TUTU","40-42","40","42",,,"0",,"1.9877153062403266","41.53133360298975","08191","RUBI","5785608DF1958N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 44","C","DESMOND TUTU","44","44","0",,,"0",,"1.9875719631908464","41.53160298243269","08191","RUBI","5785602DF1958N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 45-47","C","DESMOND TUTU","45-47","45","47",,,"0",,"1.9877272428707884","41.53100452722629","08191","RUBI","5784607DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DESMOND TUTU, 78","C","DESMOND TUTU","78","78","0",,,"0",,,,"08191","RUBI","5782402DF1958S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 006 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 0","C","DIAMANT","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte Desconegut","Secció Censal Desconeguda","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 2","C","DIAMANT","2","2","0",,,"0",,"2.026973127603008","41.48611208068585","08191","RUBI","8935028DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 4","C","DIAMANT","4","4","0",,,"0",,"2.026876051508774","41.486193848084206","08191","RUBI","8935029DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 6","C","DIAMANT","6","6","0",,,"0",,"2.026815701000663","41.48623594486009","08191","RUBI","8935030DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C EDUARD FONTSERE, 41","C","EDUARD FONTSERE","41","41","0",,,"0",,,,"08191","RUBI",,"2","Àrea Bàsica de Salut Rubí 2 - CAP ANTON DE BORJA","ECIT","Entorn CIT","ZE4 B","ZONA ESCOLAR B","Districte 04","S. 022 del D. 04","DA6","Districte Administratiu 6 - EST","818460009","Ajuntament de Rubí"
"C DIAMANT, 8","C","DIAMANT","8","8","0",,,"0",,"2.026752953548647","41.486293876777005","08191","RUBI","8935031DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 10","C","DIAMANT","10","10","0",,,"0",,"2.026672915739399","41.48634873282068","08191","RUBI","8935032DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 12-14","C","DIAMANT","12-14","12","14",,,"0",,"2.0265946335676923","41.48641065110487","08191","RUBI","8935033DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 16","C","DIAMANT","16","16","0",,,"0",,"2.026507823048722","41.486481220043295","08191","RUBI","8935034DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 18","C","DIAMANT","18","18","0",,,"0",,"2.026445757050018","41.48653032589516","08191","RUBI","8935035DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 20","C","DIAMANT","20","20","0",,,"0",,"2.026386644312282","41.48656390185393","08191","RUBI","8335036DF1983S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 21","C","DIAMANT","21","21","0",,,"0",,"2.026043874886765","41.48674899692563","08191","RUBI","8735007DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 22-24","C","DIAMANT","22-24","22","24",,,"0",,"2.0261757822021265","41.48676752896886","08191","RUBI","8835012DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 23","C","DIAMANT","23","23","0",,,"0",,"2.0259803382437314","41.486839521782834","08191","RUBI","8735006DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 25","C","DIAMANT","25","25","0",,,"0",,"2.025925816088283","41.48691987094171","08191","RUBI","8735021DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 26","C","DIAMANT","26","26","0",,,"0",,"2.02609714951466","41.48688229558599","08191","RUBI","8835013DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 27","C","DIAMANT","27","27","0",,,"0",,"2.0258700280965605","41.4869818018783","08191","RUBI","8735005DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 28","C","DIAMANT","28","28","0",,,"0",,"2.026049908415802","41.486949271149776","08191","RUBI","8835014DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 29","C","DIAMANT","29","29","0",,,"0",,"2.0257833141347747","41.48703240597527","08191","RUBI","8735004DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 30","C","DIAMANT","30","30","0",,,"0",,"2.026001636054993","41.4870080999049","08191","RUBI","8835015DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 31","C","DIAMANT","31","31","0",,,"0",,"2.0257075944358616","41.48707305394251","08191","RUBI","8735010DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 32","C","DIAMANT","32","32","0",,,"0",,"2.0259529659540143","41.48703955019335","08191","RUBI","8835016DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 33","C","DIAMANT","33","33","0",,,"0",,"2.0255702811468517","41.48714351604349","08191","RUBI","8735003DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 34","C","DIAMANT","34","34","0",,,"0",,"2.0256795217306385","41.487225599316304","08191","RUBI","8736407DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 35","C","DIAMANT","35","35","0",,,"0",,"2.025371581355078","41.487250705594384","08191","RUBI","8735002DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 36","C","DIAMANT","36","36","0",,,"0",,"2.025547681735934","41.48729441048464","08191","RUBI","8736408DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 38","C","DIAMANT","38","38","0",,,"0",,"2.025472991648538","41.487334124244335","08191","RUBI","8736409DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 39","C","DIAMANT","39","39","0",,,"0",,"2.0251828804255947","41.48734314000033","08191","RUBI","8735018DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 40","C","DIAMANT","40","40","0",,,"0",,"2.025401241794012","41.48737442027342","08191","RUBI","8736414DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 41","C","DIAMANT","41","41","0",,,"0",,"2.025030857818741","41.48742655003386","08191","RUBI","8735017DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 45","C","DIAMANT","45","45","0",,,"0",,"2.0248152679157854","41.48753561217076","08191","RUBI","8735016DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 46-48","C","DIAMANT","46-48","46","48",,,"0",,"2.025221844075599","41.48746791432128","08191","RUBI","8736403DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 49","C","DIAMANT","49","49","0",,,"0",,"2.024647683148049","41.487616998813415","08191","RUBI","8735001DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 50","C","DIAMANT","50","50","0",,,"0",,"2.0250399925859393","41.487563423237255","08191","RUBI","8736402DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 52","C","DIAMANT","52","52","0",,,"0",,"2.024921514365011","41.48762363890241","08191","RUBI","876402DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 55","C","DIAMANT","55","55","0",,,"0",,"2.024191097806103","41.48786023807637","08191","RUBI","8636503DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 57","C","DIAMANT","57","57","0",,,"0",,"2.024060933605266","41.48792903126852","08191","RUBI","8636502DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 59","C","DIAMANT","59","59","0",,,"0",,"2.0239783344795557","41.48797456756805","08191","RUBI","8636501DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C DIAMANT, 60","C","DIAMANT","60","60","0",,,"0",,"2.0246620659893586","41.48776348962272","08191","RUBI","8736402DF1983N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 003 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
