ANY,TRIMESTRE,"ANY_TRIMESTRE","DISTRICTE","SECCIO","DISTRICTE_SECCIO",CONSUM,"CODI_ENS","NOM_ENS"
"2016","1","2016-Q1","Districte 04","Secció 8","Districte 04 / Secció 8","9085.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 9","Districte 04 / Secció 9","34626.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 10","Districte 04 / Secció 10","25507.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 11","Districte 04 / Secció 11","23035.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 12","Districte 04 / Secció 12","15235.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 13","Districte 04 / Secció 13","19576.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 14","Districte 04 / Secció 14","15918.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 15","Districte 04 / Secció 15","13220.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 16","Districte 04 / Secció 16","17276.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 18","Districte 04 / Secció 18","11969.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 19","Districte 04 / Secció 19","11658.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 20","Districte 04 / Secció 20","11385.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 21","Districte 04 / Secció 21","42190.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 22","Districte 04 / Secció 22","18403.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 01","Secció 4","Districte 01 / Secció 4","14957.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 02","Secció 4","Districte 02 / Secció 4","9820.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 02","Secció 5","Districte 02 / Secció 5","8312.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 02","Secció 6","Districte 02 / Secció 6","15464.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 03","Secció 9","Districte 03 / Secció 9","27663.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 23","Districte 04 / Secció 23","11311.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 24","Districte 04 / Secció 24","11056.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 25","Districte 04 / Secció 25","9567.00","818460009","Ajuntament de Rubí"
"2016","1","2016-Q1","Districte 04","Secció 26","Districte 04 / Secció 26","20682.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut","382115.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 01","Secció 1","Districte 01 / Secció 1","15487.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 01","Secció 2","Districte 01 / Secció 2","19102.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 01","Secció 3","Districte 01 / Secció 3","46559.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 02","Secció 1","Districte 02 / Secció 1","19585.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 02","Secció 3","Districte 02 / Secció 3","20572.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 1","Districte 03 / Secció 1","11375.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 3","Districte 03 / Secció 3","18775.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 4","Districte 03 / Secció 4","15566.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 5","Districte 03 / Secció 5","17852.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 6","Districte 03 / Secció 6","18017.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 7","Districte 03 / Secció 7","18572.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 8","Districte 03 / Secció 8","10329.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 1","Districte 04 / Secció 1","16350.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 2","Districte 04 / Secció 2","17114.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 3","Districte 04 / Secció 3","14645.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 4","Districte 04 / Secció 4","21410.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 5","Districte 04 / Secció 5","18165.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 6","Districte 04 / Secció 6","15195.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 7","Districte 04 / Secció 7","15075.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 8","Districte 04 / Secció 8","9277.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 9","Districte 04 / Secció 9","38854.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 10","Districte 04 / Secció 10","25556.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 11","Districte 04 / Secció 11","22998.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 12","Districte 04 / Secció 12","14913.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 13","Districte 04 / Secció 13","19188.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 14","Districte 04 / Secció 14","16246.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 15","Districte 04 / Secció 15","13126.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 16","Districte 04 / Secció 16","16997.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 18","Districte 04 / Secció 18","12265.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 19","Districte 04 / Secció 19","11591.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 20","Districte 04 / Secció 20","11407.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 21","Districte 04 / Secció 21","44194.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 22","Districte 04 / Secció 22","18729.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 01","Secció 4","Districte 01 / Secció 4","15842.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 02","Secció 4","Districte 02 / Secció 4","10424.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 02","Secció 5","Districte 02 / Secció 5","8968.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 02","Secció 6","Districte 02 / Secció 6","16502.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 03","Secció 9","Districte 03 / Secció 9","30006.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 23","Districte 04 / Secció 23","13371.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 24","Districte 04 / Secció 24","10870.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 25","Districte 04 / Secció 25","9674.00","818460009","Ajuntament de Rubí"
"2016","2","2016-Q2","Districte 04","Secció 26","Districte 04 / Secció 26","20145.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut","443186.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 01","Secció 1","Districte 01 / Secció 1","19075.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 01","Secció 2","Districte 01 / Secció 2","18708.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 01","Secció 3","Districte 01 / Secció 3","41042.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 02","Secció 1","Districte 02 / Secció 1","23104.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 02","Secció 3","Districte 02 / Secció 3","31156.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 1","Districte 03 / Secció 1","13809.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 3","Districte 03 / Secció 3","21774.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 4","Districte 03 / Secció 4","17501.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 5","Districte 03 / Secció 5","18354.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 6","Districte 03 / Secció 6","18211.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 7","Districte 03 / Secció 7","19893.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 8","Districte 03 / Secció 8","10565.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 1","Districte 04 / Secció 1","16922.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 2","Districte 04 / Secció 2","17900.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 3","Districte 04 / Secció 3","15831.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 4","Districte 04 / Secció 4","21148.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 5","Districte 04 / Secció 5","18300.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 6","Districte 04 / Secció 6","15305.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 7","Districte 04 / Secció 7","14651.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 8","Districte 04 / Secció 8","9137.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 9","Districte 04 / Secció 9","35772.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 10","Districte 04 / Secció 10","24594.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 11","Districte 04 / Secció 11","22065.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 12","Districte 04 / Secció 12","14565.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 13","Districte 04 / Secció 13","18799.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 14","Districte 04 / Secció 14","16687.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 15","Districte 04 / Secció 15","12475.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 16","Districte 04 / Secció 16","17228.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 18","Districte 04 / Secció 18","11833.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 19","Districte 04 / Secció 19","11559.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 20","Districte 04 / Secció 20","11067.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 21","Districte 04 / Secció 21","45029.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 22","Districte 04 / Secció 22","18869.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 01","Secció 4","Districte 01 / Secció 4","24523.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 02","Secció 4","Districte 02 / Secció 4","11112.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 02","Secció 5","Districte 02 / Secció 5","14100.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 02","Secció 6","Districte 02 / Secció 6","22693.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 03","Secció 9","Districte 03 / Secció 9","36691.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 23","Districte 04 / Secció 23","12687.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 24","Districte 04 / Secció 24","10884.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 25","Districte 04 / Secció 25","9163.00","818460009","Ajuntament de Rubí"
"2016","3","2016-Q3","Districte 04","Secció 26","Districte 04 / Secció 26","20004.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut","394448.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 01","Secció 1","Districte 01 / Secció 1","17399.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 01","Secció 2","Districte 01 / Secció 2","17800.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 01","Secció 3","Districte 01 / Secció 3","37480.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 02","Secció 1","Districte 02 / Secció 1","17618.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 02","Secció 3","Districte 02 / Secció 3","23359.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 1","Districte 03 / Secció 1","12052.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 3","Districte 03 / Secció 3","18667.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 4","Districte 03 / Secció 4","15486.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 5","Districte 03 / Secció 5","17095.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 6","Districte 03 / Secció 6","17464.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 7","Districte 03 / Secció 7","18004.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 8","Districte 03 / Secció 8","10202.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 1","Districte 04 / Secció 1","16246.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 2","Districte 04 / Secció 2","15216.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 3","Districte 04 / Secció 3","14487.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 4","Districte 04 / Secció 4","21069.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 5","Districte 04 / Secció 5","18256.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 6","Districte 04 / Secció 6","15226.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 7","Districte 04 / Secció 7","15296.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 8","Districte 04 / Secció 8","9204.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 9","Districte 04 / Secció 9","33374.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 10","Districte 04 / Secció 10","24528.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 11","Districte 04 / Secció 11","22587.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 12","Districte 04 / Secció 12","15308.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 13","Districte 04 / Secció 13","19232.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 14","Districte 04 / Secció 14","16188.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 15","Districte 04 / Secció 15","13122.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 16","Districte 04 / Secció 16","17449.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 18","Districte 04 / Secció 18","12407.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 19","Districte 04 / Secció 19","11772.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 20","Districte 04 / Secció 20","11390.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 21","Districte 04 / Secció 21","40245.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 22","Districte 04 / Secció 22","18983.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 01","Secció 4","Districte 01 / Secció 4","19332.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 02","Secció 4","Districte 02 / Secció 4","10246.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 02","Secció 5","Districte 02 / Secció 5","9546.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 02","Secció 6","Districte 02 / Secció 6","17410.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 03","Secció 9","Districte 03 / Secció 9","33560.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 23","Districte 04 / Secció 23","11629.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 24","Districte 04 / Secció 24","11029.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 25","Districte 04 / Secció 25","9154.00","818460009","Ajuntament de Rubí"
"2016","4","2016-Q4","Districte 04","Secció 26","Districte 04 / Secció 26","21257.00","818460009","Ajuntament de Rubí"
