ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,"CODI_ENS","NOM_ENS"
"2012","2012/07/09","G08310070","OMNIUM CULTURAL","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","3670.00","875.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G64315658","ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO","CONTRACTACIÓ MONITORS","Educació","CONCESSIÓ VALIDADA O APROVADA","992.08","992.08","818460009","Ajuntament de Rubí"
"2012","2012/07/31","S0800117D","ESCOLA CA N'ALZAMORA","AJUTS 2012 MANTENIMENT CORRECTIU DELS CENTRES D'EDUCACIÓ INFANTIL I PRIMÀRIA","Educació","CONCESSIÓ VALIDADA O APROVADA","2941.18","2941.18","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G60319944","ASSOCIACIO ANIMACIO CULTURAL DEL CARRER  SANT JAUME","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","2600.00","2500.00","818460009","Ajuntament de Rubí"
"2012","2012/08/01","G58203183","ESBART DANSAIRE DE RUBI","PROGRAMA DE DANSES TRADICIONALS CURS 2011-2012 A LES ESCOLES PÚBLIQUES","Educació","JUSTIFICADA PARCIALMENTE","23700.00","23700.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G62943576","AMICS DEL COL.LECCIONISME DE RUBI","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","300.00","300.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","Q5855639J","ESCOLA JOAN MARAGALL","AJUTS 2012 MANTENIMENT CORRECTIU DELS CENTRES D'EDUCACIÓ INFANTIL I PRIMÀRIA","Educació","CONCESSIÓ VALIDADA O APROVADA","2861.69","2861.69","818460009","Ajuntament de Rubí"
"2012","2012/05/22","G59511048","ASOC DE VECINOS LAS TORRES RUBI 2000","DINAMITZACIÓ INSTAL·LACIONS ESPORTIVES CEIP MONTESSORI I FRANCESC CALVO","Esports","JUSTIFICADA PARCIALMENTE","5825.00","5825.00","818460009","Ajuntament de Rubí"
"2012","2012/07/19","G61471033","CLUB DE PATINATGE ARTISTIC RUBI","ACTIVITATS ESPORTIVES PER A ASSOCIACIONS I/O CLUBS ESPORTIUS, TEMPORADA 2011-2012","Esports","JUSTIFICADA PARCIALMENTE","800.00","650.00","818460009","Ajuntament de Rubí"
"2012","2012/07/19","G58978651","GIMNAS ARTISTIC I ESPORTIU RUBI","ACTIVITATS ESPORTIVES PER A ASSOCIACIONS I/O CLUBS ESPORTIUS, TEMPORADA 2011-2012","Esports","JUSTIFICADA","2000.00","1800.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G58202953","CASA DE ANDALUCIA EN RUBI","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","2300.00","600.00","818460009","Ajuntament de Rubí"
"2012","2012/03/27","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","JOCS ESPORTIUS ESCOLARS","Esports","JUSTIFICADA PARCIALMENTE","13000.00","13000.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G61220703","APA IES RUBI IV LA SERRETA","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","147.60","147.60","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G58376740","APA COL.LEGI PUBLIC RAMON LLULL DE CAN FATJO","BONIFICACIONS PER GERMANS MATRICULATS, FAMILIES NOMBROSES I MONOPARENTALS","Educació","CONCESSIÓ VALIDADA O APROVADA","330.00","330.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G64315658","ASSOCIACIO DE PARES I MARES CEIP RIVO RUBEO","BONIFICACIONS PER GERMANS MATRICULATS, FAMILIES NOMBROSES I MONOPARENTALS","Educació","CONCESSIÓ VALIDADA O APROVADA","282.00","282.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G62017488","COMPANYIA DE DANSA METRONOMO","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","REINTEGRADA","919.36","450.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G60593944","APA 1993 CP 25 DE SETEMBRE  DE RUBI","MINORACIÓ DE QUOTA","Educació","CONCESSIÓ VALIDADA O APROVADA","2630.00","2630.00","818460009","Ajuntament de Rubí"
"2012","2012/07/19","G61139432","CLUB PETANCA UNION LAS TORRES RUBI","ACTIVITATS ESPORTIVES PER A ASSOCIACIONS I/O CLUBS ESPORTIUS, TEMPORADA 2011-2012","Esports","JUSTIFICADA PARCIALMENTE","6000.00","3500.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","S0800121F","CEE CA'N ORIOL","AJUTS 2012 MANTENIMENT CORRECTIU DELS CENTRES D'EDUCACIÓ INFANTIL I PRIMÀRIA","Educació","CONCESSIÓ VALIDADA O APROVADA","1828.30","1828.30","818460009","Ajuntament de Rubí"
"2012","2012/12/04","G60845922","RUBI SOLIDARI","ENTITATS DE CARÀCTER SOLIDARI, PER A ACTIVITATS DE SENSIBILITZACIÓ DE COOPERACIÓ INTERNACIONAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","5705.00","5705.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","Q5855553C","ESCOLA RAMON LLULL","AJUTS A LES ESCOLES I IES PÚBLICS PER A LA REALITZACIÓ D'ACTIVITATS O PROJECTES PEDAGÒGICS","Educació","CONCESSIÓ VALIDADA O APROVADA","5770.00","1162.00","818460009","Ajuntament de Rubí"
"2012","2012/06/05","G60423308","C E B  SANT JORDI","DINAMITZACIÓ DEL BASQUET A RUBÍ","Esports","JUSTIFICADA PARCIALMENTE","5400.00","5400.00","818460009","Ajuntament de Rubí"
"2012","2012/07/19","G63248041","CLUB ESPORTIU MAGICS","ACTIVITATS ESPORTIVES PER A ASSOCIACIONS I/O CLUBS ESPORTIUS, TEMPORADA 2011-2012","Esports","JUSTIFICADA PARCIALMENTE","465.00","200.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","Q5855634A","ESCOLA MONTESSORI","AJUTS A LES ESCOLES I IES PÚBLICS PER A LA REALITZACIÓ D'ACTIVITATS O PROJECTES PEDAGÒGICS","Educació","CONCESSIÓ VALIDADA O APROVADA","1200.00","1200.00","818460009","Ajuntament de Rubí"
"2012","2012/11/16","J65202723","LA CASSOLA DE RUBI SCP","SUBVENCIÓ 2012 PER A LA MILLORA DEL COMERÇ","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","800.00","800.00","818460009","Ajuntament de Rubí"
"2012","2012/11/16","A58269465","VILA ELECTROLLAR S A","SUBVENCIÓ 2012 PER A LA MILLORA DEL COMERÇ","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","800.00","800.00","818460009","Ajuntament de Rubí"
"2012","2012/05/29","G60871761","CLUB VOLEIBOL RUBI","ORGANITZACIÓ 24 HORES DE VOLEIBOL","Esports","JUSTIFICADA PARCIALMENTE","3250.00","3250.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","Q5855469B","INSTITUT DUC DE MONTBLANC","AJUTS A LES ESCOLES I IES PÚBLICS PER A LA REALITZACIÓ D'ACTIVITATS O PROJECTES PEDAGÒGICS","Educació","CONCESSIÓ VALIDADA O APROVADA","1000.00","904.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G63876734","CORAL CONTURBAT ME","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","6510.00","4600.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G59849760","FOMENT DE LA SARDANA DE RUBI","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","2100.00","2100.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","309.12","309.12","818460009","Ajuntament de Rubí"
"2012","2012/11/28","G61004412","HOQUEI CLUB RUBI CENT PATINS","2a CONVOCATÒRIA D¿ATORGAMENT DE SUBVENCIONS PER A ENTITATS ESPORTIVES ANY 2012","Esports","JUSTIFICADA PARCIALMENTE","9000.00","3550.00","818460009","Ajuntament de Rubí"
"2012","2012/07/03","Q0818002H","UNIVERSITAT AUTONOMA DE BARCELONA","PROJECTE CAMPUS ITACA 2012","Educació","JUSTIFICADA","2480.00","2480.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G59719278","APA CP JOAN MARAGALL DE RUBI LAS CABAÑAS","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","50.12","50.12","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G63505960","APA DEL COLEGIO PUBLICO MOSEN CINTO VERDAGUER","MINORACIÓ DE QUOTA","Educació","CONCESSIÓ VALIDADA O APROVADA","2250.00","2250.00","818460009","Ajuntament de Rubí"
"2012","2012/12/04","G61368957","CASAL AMISTAT CATALANO CUBANO JOSE MARTI","ENTITATS DE CARÀCTER SOLIDARI, PER A ACTIVITATS DE SENSIBILITZACIÓ DE COOPERACIÓ INTERNACIONAL","Sanitat i serveis socials","PAGADA","4030.00","4030.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G58061011","IRMANDADE GALEGA DE RUBI","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","6900.00","2100.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","V58640731","CENTRE D'ESPLAI L'EIXAM","MINORACIÓ DE QUOTA","Educació","CONCESSIÓ VALIDADA O APROVADA","2160.00","2160.00","818460009","Ajuntament de Rubí"
"2012","2012/05/29","G60871761","CLUB VOLEIBOL RUBI","ESCOLA DE VOLEIBOL","Esports","JUSTIFICADA PARCIALMENTE","1500.00","1500.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G65321739","ASSOCIACIO ESPORTIVA ESCOLAR REGINA CARMELI DE RUBI","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","1454.49","1454.49","818460009","Ajuntament de Rubí"
"2012","2012/11/16","B61202883","DIGITAL SIS SL","SUBVENCIÓ 2012 PER A LA MILLORA DEL COMERÇ","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","483.00","483.00","818460009","Ajuntament de Rubí"
"2012","2012/03/27","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","ESCOLA ESPORTIVA DE FUTBOL SALA","Esports","JUSTIFICADA PARCIALMENTE","3100.00","3100.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G63505960","APA DEL COLEGIO PUBLICO MOSEN CINTO VERDAGUER","CONTRACTACIÓ MONITORS","Educació","CONCESSIÓ VALIDADA O APROVADA","1140.00","1140.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G60313459","COLLA DE GEGANTERS DE RUBI","Conveni Colla de Geganters de Rubí","Cultura","JUSTIFICADA","9600.00","9600.00","818460009","Ajuntament de Rubí"
"2012","2012/11/16","B65556276","COS D'PR SENSACIONS INFINITES SL","SUBVENCIÓ 2012 PER A LA MILLORA DEL COMERÇ","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","800.00","800.00","818460009","Ajuntament de Rubí"
"2012","2012/07/19","G59382408","PENYA BLAU GRANA RAMON LLORENS","ACTIVITATS ESPORTIVES PER A ASSOCIACIONS I/O CLUBS ESPORTIUS, TEMPORADA 2011-2012","Esports","JUSTIFICADA","1000.00","800.00","818460009","Ajuntament de Rubí"
"2012","2012/06/15","G63487607","FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA","PROJECTES D'ACTIVITAT DE LES ENTITATS SOCIO-SANITÀRIES","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","6000.00","2000.00","818460009","Ajuntament de Rubí"
"2012","2012/11/16","B61076907","LAURA PAGES SL","SUBVENCIÓ 2012 PER A LA MILLORA DEL COMERÇ","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","800.00","800.00","818460009","Ajuntament de Rubí"
"2012","2012/06/14","G63171698","ASSOC DE VEINS EL PORTAL DE CA N ORIOL","PROJECTES D'ACTIVITAT DE LES ASSOCIACIONS DE VEÏNS","Infrastructures","CONCESSIÓ VALIDADA O APROVADA","4700.00","1080.00","818460009","Ajuntament de Rubí"
"2012","2012/12/04","J64895915","ACSPROSC  ASSOCIACIO CATALANA-SENEGALESA PER LA COOPERACIO I LA PROMOCIO SOCIAL I CULTURAL DE RUBI","ENTITATS DE CARÀCTER SOLIDARI, PER A ACTIVITATS DE SENSIBILITZACIÓ DE COOPERACIÓ INTERNACIONAL","Sanitat i serveis socials","PAGADA","7750.00","7750.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","Q5855635H","ESCOLA PAU CASALS","AJUTS A LES ESCOLES I IES PÚBLICS PER A LA REALITZACIÓ D'ACTIVITATS O PROJECTES PEDAGÒGICS","Educació","CONCESSIÓ VALIDADA O APROVADA","4200.00","1435.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G58221086","ASSOC PARES ALUMNES TORRE LLEBRE","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","77.28","77.28","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G63450522","CENTRE DE LLEURE ALTERNATIU MOLI 21","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","1860.00","700.00","818460009","Ajuntament de Rubí"
"2012","2012/02/21","G59466011","CF JUVENTUT 25 DE SETEMBRE","SUBVENCIÓ 2012 QUOTES PRÈSTEC REMODELACIÓ CAMP FUTBOL 25 DE SETEMBRE","Esports","RECONOCIDA LA OBLIGACIÓN","38372.17","38372.17","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G58085010","CENTRO ARAGONES DE RUBI","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","6900.00","700.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","Q5856151E","INSTITUT L'ESTATUT","AJUTS A LES ESCOLES I IES PÚBLICS PER A LA REALITZACIÓ D'ACTIVITATS O PROJECTES PEDAGÒGICS","Educació","CONCESSIÓ VALIDADA O APROVADA","1600.00","1128.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G61183034","ASSOCIACION ROCIERA ANDALUZA DE RUBI","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","2000.00","600.00","818460009","Ajuntament de Rubí"
"2012","2012/11/23","G60858826","AGRUPACION DE PERSONAS MAYORES","2a convocatòria subvencions entitats culturals","Cultura","JUSTIFICADA","5450.55","2000.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G58376740","APA COL.LEGI PUBLIC RAMON LLULL DE CAN FATJO","MINORACIÓ DE QUOTA","Educació","CONCESSIÓ VALIDADA O APROVADA","1690.00","1690.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G59956037","ASSOC DE PARES D'ALUMNES DEL CP TERESA ALTET","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","61.18","61.18","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G63505960","APA DEL COLEGIO PUBLICO MOSEN CINTO VERDAGUER","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","438.66","438.66","818460009","Ajuntament de Rubí"
"2012","2012/12/03","G59349910","AA VV CAN VALLHONRAT","SEGONA CONVOCATÒRIA SUBVENCIONS A ASSOCIACIONS DE VEÏNS PER A ACTIVITATS","Infrastructures","PAGADA","2200.00","950.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G58280009","ESCOLA DE SARDANES FLOR DE NEU","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","JUSTIFICADA","3000.00","1500.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","162.00","162.00","818460009","Ajuntament de Rubí"
"2012","2012/12/03","G61044673","ASOC DE VECINOS DE LA PLANA DEL CASTELL","SEGONA CONVOCATÒRIA SUBVENCIONS A ASSOCIACIONS DE VEÏNS PER A ACTIVITATS","Infrastructures","PAGADA","1160.00","920.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G59437806","APA DEL CP PAU CASALS DE RUBI","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","283.95","283.95","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G64370851","ASSOCIACIO ESPORTIVA ESCOLAR IES L'ESTATUT DE RUBI","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","194.06","194.06","818460009","Ajuntament de Rubí"
"2012","2012/07/09","Q5855638B","ESCOLA TORRE DE LA LLEBRE","AJUTS A LES ESCOLES I IES PÚBLICS PER A LA REALITZACIÓ D'ACTIVITATS O PROJECTES PEDAGÒGICS","Educació","CONCESSIÓ VALIDADA O APROVADA","690.00","639.00","818460009","Ajuntament de Rubí"
"2012","2012/07/10","G08509499","CASINO ESPANYOL DE RUBI","Conveni Casino Espanyol 2012","Cultura","PAGADA PARCIALMENTE","41280.00","41280.00","818460009","Ajuntament de Rubí"
"2012","2012/06/26","G59466011","CF JUVENTUT 25 DE SETEMBRE","DINAMITZACIÓ DEL CAMP 25 DE SETEMBRE","Esports","JUSTIFICADA PARCIALMENTE","12000.00","12000.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","V58640731","CENTRE D'ESPLAI L'EIXAM","BONIFICACIONS PER GERMANS MATRICULATS, FAMILIES NOMBROSES I MONOPARENTALS","Educació","CONCESSIÓ VALIDADA O APROVADA","372.00","372.00","818460009","Ajuntament de Rubí"
"2012","2012/11/16","B64433782","FRUITADONA, SL","SUBVENCIÓ 2012 PER A LA MILLORA DEL COMERÇ","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","800.00","800.00","818460009","Ajuntament de Rubí"
"2012","2012/07/09","G60836871","GRUP CULTURAL I DE TEATRE CORIMBO","PROJECTES D'ACTIVITAT DE LES ENTITATS CULTURALS","Cultura","REINTEGRADA","628.00","450.00","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G59956037","ASSOC DE PARES D'ALUMNES DEL CP TERESA ALTET","BONIFICACIONS PER GERMANS MATRICULATS, FAMILIES NOMBROSES I MONOPARENTALS","Educació","CONCESSIÓ VALIDADA O APROVADA","156.00","156.00","818460009","Ajuntament de Rubí"
"2012","2012/07/19","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","ACTIVITATS ESPORTIVES PER A ASSOCIACIONS I/O CLUBS ESPORTIUS, TEMPORADA 2011-2012","Esports","JUSTIFICADA","500.00","400.00","818460009","Ajuntament de Rubí"
"2012","2012/05/29","G60871761","CLUB VOLEIBOL RUBI","DINAMITZACIÓ DEL VOLEIBOL A RUBÍ","Esports","JUSTIFICADA PARCIALMENTE","2700.00","2700.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G60871761","CLUB VOLEIBOL RUBI","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","144.00","144.00","818460009","Ajuntament de Rubí"
"2012","2012/11/23","G58203183","ESBART DANSAIRE DE RUBI","2a convocatòria subvencions entitats culturals","Cultura","JUSTIFICADA","2925.00","1143.85","818460009","Ajuntament de Rubí"
"2012","2012/07/19","G58525643","CLUB PETANCA SANTA ROSA","ACTIVITATS ESPORTIVES PER A ASSOCIACIONS I/O CLUBS ESPORTIUS, TEMPORADA 2011-2012","Esports","JUSTIFICADA","1000.00","750.00","818460009","Ajuntament de Rubí"
"2012","2012/11/16","B60105822","RACO DEL LLIBRE SL","SUBVENCIÓ 2012 PER A LA MILLORA DEL COMERÇ","Comerç i Indústria","CONCESSIÓ VALIDADA O APROVADA","600.00","600.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G64677206","ASSOC ESPORTIVA ESCOLAR IES J.V.FOIX DE RUBI","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","180.00","180.00","818460009","Ajuntament de Rubí"
"2012","2012/07/31","G58376740","APA COL.LEGI PUBLIC RAMON LLULL DE CAN FATJO","PREMIS PARTICIPACIÓ JOCS ESPORTIUS ESCOLARS DE RUBÍ 2011-2012","Esports","PAGADA","129.60","129.60","818460009","Ajuntament de Rubí"
"2012","2012/11/27","G58221086","ASSOC PARES ALUMNES TORRE LLEBRE","MINORACIÓ DE QUOTA","Educació","CONCESSIÓ VALIDADA O APROVADA","1950.00","1950.00","818460009","Ajuntament de Rubí"
