ANY,TRIMESTRE,"ANY_TRIMESTRE","DISTRICTE","SECCIO","DISTRICTE_SECCIO",CONSUM,"CODI_ENS","NOM_ENS"
"2019","1","2019-Q1","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut","331500.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 01","Secció 1","Districte 01 / Secció 1","14959.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 01","Secció 2","Districte 01 / Secció 2","19207.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 01","Secció 3","Districte 01 / Secció 3","40973.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 02","Secció 1","Districte 02 / Secció 1","20879.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 02","Secció 3","Districte 02 / Secció 3","19698.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 03","Secció 1","Districte 03 / Secció 1","10729.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 03","Secció 3","Districte 03 / Secció 3","19582.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 03","Secció 4","Districte 03 / Secció 4","15778.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 03","Secció 5","Districte 03 / Secció 5","18446.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 03","Secció 6","Districte 03 / Secció 6","18788.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 03","Secció 7","Districte 03 / Secció 7","18055.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 03","Secció 8","Districte 03 / Secció 8","10109.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 1","Districte 04 / Secció 1","17114.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 2","Districte 04 / Secció 2","16220.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 3","Districte 04 / Secció 3","15440.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 4","Districte 04 / Secció 4","22176.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 5","Districte 04 / Secció 5","17799.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 6","Districte 04 / Secció 6","15805.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 7","Districte 04 / Secció 7","15322.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 8","Districte 04 / Secció 8","9867.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 9","Districte 04 / Secció 9","18617.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 10","Districte 04 / Secció 10","25473.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 11","Districte 04 / Secció 11","23843.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 12","Districte 04 / Secció 12","15052.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 13","Districte 04 / Secció 13","19627.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 14","Districte 04 / Secció 14","16421.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 15","Districte 04 / Secció 15","14191.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 16","Districte 04 / Secció 16","17751.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 18","Districte 04 / Secció 18","12973.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 19","Districte 04 / Secció 19","12570.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 20","Districte 04 / Secció 20","12029.00","818460009","Ajuntament de Rubí"
"2019","1","2019-Q1","Districte 04","Secció 21","Districte 04 / Secció 21","40384.00","818460009","Ajuntament de Rubí"
