"REGISTRE","ESTAT","DATA_REGISTRE","DATA_BAIXA","TIPUS_IDENTIFICACIO","ESPECIE","SEXE","MIDA",DATA_NAIXEMENT,"RACA","PERILLOS","GOS_ASSITENCIA","CODI_ENS","NOM_ENS"
"R000659350","Vigent","2018-06-22",,"XIP","Gos","Femella","Mitjà","2013/06/08 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000376565","Vigent","2014-12-03",,"XIP","Gos","Femella","Gran","2013/08/15 00:00:00.000000000","terranova","No","No","818460009","Ajuntament de Rubí"
"R000376664","Vigent","2014-12-03",,"XIP","Gos","Mascle","Mitjà","2011/11/27 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000658966","Vigent","2018-06-21",,"XIP","Gos","Mascle","Gran","2013/05/15 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000658948","Vigent","2018-06-21",,"XIP","Gos","Femella","Mitjà","2017/12/24 00:00:00.000000000","terranova","No","No","818460009","Ajuntament de Rubí"
"R000658939","Vigent","2018-06-21",,"XIP","Gos","Femella","Mitjà","2017/02/02 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000658954","Vigent","2018-06-21",,"XIP","Gos","Femella","Petit","2010/08/15 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000657971","Vigent","2018-06-15",,"XIP","Gos","Femella","Petit","2013/03/05 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000657605","Vigent","2018-06-14",,"XIP","Gos","Mascle",,"2013/07/15 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000657590","Vigent","2018-06-14",,"XIP","Gos","Femella","Mitjà","2016/07/04 00:00:00.000000000",,"Si","No","818460009","Ajuntament de Rubí"
"R000657584","Vigent","2018-06-14",,"XIP","Gos","Mascle","Petit","2017/08/28 00:00:00.000000000","caniche","No","No","818460009","Ajuntament de Rubí"
"R000657380","Vigent","2018-06-13",,"XIP","Gos","Femella","Mitjà",,"terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000657366","Vigent","2018-06-13",,"XIP","Gos","Femella","Petit","2014/06/28 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000657187","Vigent","2018-06-12",,"XIP","Gos","Mascle","Mitjà","2018/02/17 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000657230","Vigent","2018-06-12",,"XIP","Gos","Femella",,"2013/07/27 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000657313","Vigent","2018-06-13",,"XIP","Gos","Mascle","Gran","2018/01/01 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000682516","Vigent","2018-10-16",,"XIP","Gos","Femella","Petit","2018/03/30 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000657224","Vigent","2018-06-12",,"XIP","Gos","Mascle",,"2014/04/10 00:00:00.000000000","llebrer espanyol/galgo","No","No","818460009","Ajuntament de Rubí"
"R000656613","Vigent","2018-06-08",,"XIP","Gos","Mascle","Mitjà","2017/11/04 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000656036","Vigent","2018-06-06",,"XIP","Gos","Mascle","Petit","2018/01/10 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000656028","Vigent","2018-06-06",,"XIP","Gos","Femella","Gran","2017/11/17 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000656020","Vigent","2018-06-06",,"XIP","Gos","Mascle","Petit","2018/03/10 00:00:00.000000000","shih-tzu","No","No","818460009","Ajuntament de Rubí"
"R000655331","Vigent","2018-06-04",,"XIP","Gos","Femella","Mitjà","2015/12/01 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000655344","Vigent","2018-06-04",,"XIP","Gos","Mascle","Gran","2014/11/15 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000655342","Vigent","2018-06-04",,"XIP","Gos","Mascle",,"2014/04/28 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000655256","Vigent","2018-06-01",,"XIP","Gos","Femella","Petit","2008/04/10 00:00:00.000000000","pinscher","No","No","818460009","Ajuntament de Rubí"
"R000654649","Vigent","2018-05-30",,"XIP","Gos","Mascle","Gran","2017/08/16 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000654662","Vigent","2018-05-30",,"XIP","Gos","Mascle","Gran","2018/02/14 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000654376","Vigent","2018-05-29",,"XIP","Gos","Mascle","Petit","2008/05/27 00:00:00.000000000","pinscher","No","No","818460009","Ajuntament de Rubí"
"R000654373","Vigent","2018-05-29",,"XIP","Gos","Femella","Petit","2012/01/16 00:00:00.000000000","pinscher","No","No","818460009","Ajuntament de Rubí"
"R000654031","Vigent","2018-05-28",,"XIP","Gos","Mascle","Gran","2017/03/16 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000654058","Vigent","2018-05-28",,"XIP","Gos","Femella","Mitjà","2015/02/05 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000654048","Vigent","2018-05-28",,"XIP","Gos","Mascle","Mitjà","2015/08/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000654055","Vigent","2018-05-28",,"XIP","Gos","Mascle","Mitjà","2015/08/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000654066","Vigent","2018-05-28",,"XIP","Gos","Femella","Mitjà","2013/05/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000654072","Vigent","2018-05-28",,"XIP","Gos","Mascle","Mitjà","2016/02/05 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000654080","Vigent","2018-05-28",,"XIP","Gos","Femella","Mitjà","2017/09/19 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000653827","Vigent","2018-05-25",,"XIP","Gos","Mascle",,"2018/02/03 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000653818","Vigent","2018-05-25",,"XIP","Gos","Mascle","Petit","2018/02/10 00:00:00.000000000","teckel de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000653811","Vigent","2018-05-25",,"XIP","Gos","Femella","Mitjà","2006/12/15 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000653430","Vigent","2018-05-24",,"XIP","Gos","Mascle",,"2017/11/02 00:00:00.000000000","yorkshire biewer","No","No","818460009","Ajuntament de Rubí"
"R000653387","Vigent","2018-05-24",,"XIP","Gos","Mascle",,"2011/12/07 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000653372","Vigent","2018-05-24",,"XIP","Gos","Mascle","Gran","2011/12/17 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000653412","Vigent","2018-05-24",,"XIP","Gat","Mascle",,"2018/02/22 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000652467","Vigent","2018-05-18",,"XIP","Gos","Mascle","Petit","2017/12/01 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000652920","Vigent","2018-05-22",,"XIP","Gos","Mascle","Gran","2018/02/27 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000671191","Vigent","2018-08-24",,"XIP","Gos","Femella","Mitjà","2017/12/21 00:00:00.000000000","bòxer","No","No","818460009","Ajuntament de Rubí"
"R000652114","Vigent","2018-05-17",,"XIP","Gat","Mascle","Mitjà","2017/07/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000653319","Vigent","2018-05-24",,"XIP","Gos","Mascle","Mitjà","2014/10/12 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000652935","Vigent","2018-05-22",,"XIP","Gos","Femella",,"2010/04/01 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000652940","Vigent","2018-05-22",,"XIP","Gos","Femella","Mitjà","2015/12/08 00:00:00.000000000","bòxer","No","No","818460009","Ajuntament de Rubí"
"R000652471","Vigent","2018-05-18",,"XIP","Gos","Femella",,"2012/08/06 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000652457","Vigent","2018-05-18",,"XIP","Gat","Femella","Petit","2017/10/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000653520","Vigent","2018-05-24",,"XIP","Gos","Mascle","Mitjà","2017/04/18 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000653533","Vigent","2018-05-24",,"XIP","Gos","Femella","Petit","2017/11/08 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000651905","Vigent","2018-05-16",,"XIP","Gos","Femella","Mitjà","2017/11/16 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000651929","Vigent","2018-05-16",,"XIP","Gos","Femella","Petit","2017/11/08 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000651597","Vigent","2018-05-15",,"XIP","Gos","Femella","Mitjà","2016/08/29 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000651619","Vigent","2018-05-15",,"XIP","Gat","Femella","Mitjà","2017/07/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000651104","Vigent","2018-05-14",,"XIP","Gos","Femella",,"2017/07/17 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000651083","Vigent","2018-05-14",,"XIP","Gos","Femella","Mitjà","2017/05/11 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000650598","Vigent","2018-05-10",,"XIP","Gos","Mascle","Gran","2018/02/23 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000650458","Vigent","2018-05-10",,"XIP","Gos","Mascle","Gran","2007/12/20 00:00:00.000000000","golden retriever","No","No","818460009","Ajuntament de Rubí"
"R000650442","Vigent","2018-05-10",,"XIP","Gos","Mascle",,"2007/10/12 00:00:00.000000000","gos d'atura","No","No","818460009","Ajuntament de Rubí"
"R000650180","Vigent","2018-05-09",,"XIP","Gos","Mascle","Mitjà","2009/11/22 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000650421","Vigent","2018-05-10",,"XIP","Gos","Mascle",,"2017/09/29 00:00:00.000000000","golden retriever","No","No","818460009","Ajuntament de Rubí"
"R000650419","Vigent","2018-05-10",,"XIP","Gos","Femella","Gran","2017/02/10 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000692462","Vigent","2018-12-04",,"XIP","Gos","Mascle","Mitjà","2017/03/24 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000649542","Vigent","2018-05-07",,"XIP","Gos","Mascle","Petit","2017/11/09 00:00:00.000000000","carlí (pug)","No","No","818460009","Ajuntament de Rubí"
"R000649495","Vigent","2018-05-07",,"XIP","Gos","Femella","Petit","2011/11/26 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000649546","Vigent","2018-05-07",,"XIP","Gat","Mascle",,"2017/12/28 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000649557","Vigent","2018-05-07",,"XIP","Gos","Femella","Gran","2018/01/12 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000649592","Vigent","2018-05-07",,"XIP","Gos","Mascle","Petit","2018/01/15 00:00:00.000000000","shih-tzu","No","No","818460009","Ajuntament de Rubí"
"R000649568","Vigent","2018-05-07",,"XIP","Gos","Femella",,"2016/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000649575","Vigent","2018-05-07",,"XIP","Gos","Femella",,"2016/01/01 00:00:00.000000000","teckel de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000648841","Vigent","2018-05-03",,"XIP","Gos","Mascle","Gran","2017/05/05 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000648824","Vigent","2018-05-03",,"XIP","Gos","Femella","Gran","2017/05/05 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000648845","Vigent","2018-05-03",,"XIP","Gos","Femella","Mitjà","2017/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000648836","Vigent","2018-05-03",,"XIP","Gos","Mascle","Petit","2014/02/12 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000648852","Vigent","2018-05-03",,"XIP","Gos","Femella","Mitjà","2017/07/11 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000648811","Vigent","2018-05-03",,"XIP","Gos","Mascle","Petit","2017/10/14 00:00:00.000000000","caniche","No","No","818460009","Ajuntament de Rubí"
"R000648770","Vigent","2018-05-03",,"XIP","Gos","Mascle","Petit","2007/11/30 00:00:00.000000000","carlí (pug)","No","No","818460009","Ajuntament de Rubí"
"R000648662","Vigent","2018-05-02",,"XIP","Gos","Femella","Gran","2016/09/24 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000648671","Vigent","2018-05-02",,"XIP","Gos","Mascle",,"2017/10/01 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000647526","Vigent","2018-04-26",,"XIP","Gos","Mascle","Gran","2008/08/05 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000647523","Vigent","2018-04-26",,"XIP","Gos","Mascle",,"2017/12/20 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000647521","Vigent","2018-04-26",,"XIP","Gos","Femella",,"2016/06/28 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000646563","Vigent","2018-04-23",,"XIP","Gos","Femella","Mitjà","2016/12/21 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000646558","Vigent","2018-04-23",,"XIP","Gos","Mascle","Mitjà","2014/03/04 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000646693","Vigent","2018-04-23",,"XIP","Gos","Femella","Petit","2011/01/01 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000646801","Vigent","2018-04-24",,"XIP","Gos","Femella","Mitjà","2009/07/02 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000645624","Vigent","2018-04-18",,"XIP","Gos","Mascle",,"2017/06/13 00:00:00.000000000","Shiba Inu","No","No","818460009","Ajuntament de Rubí"
"R000645616","Vigent","2018-04-18",,"XIP","Gos","Mascle","Gran","2014/11/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000645618","Vigent","2018-04-18",,"XIP","Gos","Mascle",,"2014/09/02 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000645612","Vigent","2018-04-18",,"XIP","Gos","Mascle",,"2008/09/08 00:00:00.000000000","Jack Russell terrier","No","No","818460009","Ajuntament de Rubí"
"R000645605","Vigent","2018-04-18",,"XIP","Gat","Mascle",,"2018/01/15 00:00:00.000000000","britànic de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000645306","Vigent","2018-04-17",,"XIP","Gat","Femella",,"2016/06/06 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000644580","Vigent","2018-04-16",,"XIP","Gos","Mascle","Mitjà","2017/02/16 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000644585","Vigent","2018-04-16",,"XIP","Gos","Mascle",,"2009/02/27 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000644767","Vigent","2018-04-16",,"XIP","Gos","Femella","Petit","2014/10/07 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000644761","Vigent","2018-04-16",,"XIP","Gat","Femella",,"2016/05/16 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000644181","Vigent","2018-04-13",,"XIP","Gos","Mascle","Mitjà","2017/05/10 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000644113","Vigent","2018-04-13",,"XIP","Gos","Mascle","Mitjà","2017/02/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000644109","Vigent","2018-04-13",,"XIP","Gos","Femella",,"2013/04/20 00:00:00.000000000","dòberman","Si","No","818460009","Ajuntament de Rubí"
"R000644111","Vigent","2018-04-13",,"XIP","Gos","Femella",,"2008/07/30 00:00:00.000000000","golden retriever","No","No","818460009","Ajuntament de Rubí"
"R000644195","Vigent","2018-04-13",,"XIP","Gos","Femella","Mitjà","2014/10/04 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000643403","Vigent","2018-04-11",,"XIP","Gos","Mascle","Mitjà","2017/10/14 00:00:00.000000000","gos d'atura","No","No","818460009","Ajuntament de Rubí"
"R000643400","Vigent","2018-04-11",,"XIP","Gos","Femella","Mitjà","2017/12/09 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000643075","Vigent","2018-04-10",,"XIP","Gos","Femella","Mitjà","2017/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000642856","Vigent","2018-04-09",,"XIP","Gos","Femella","Petit","2011/11/10 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000642848","Vigent","2018-04-09",,"XIP","Gos","Mascle","Petit","2016/04/03 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000642842","Vigent","2018-04-09",,"XIP","Gos","Femella","Mitjà","2016/04/04 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000642876","Vigent","2018-04-09",,"XIP","Gos","Mascle",,"2015/11/15 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000642892","Vigent","2018-04-09",,"XIP","Gos","Femella","Petit","2018/01/03 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000642896","Vigent","2018-04-09",,"XIP","Gos","Mascle",,"2010/03/26 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000642884","Vigent","2018-04-09",,"XIP","Gos","Femella","Gran","2012/01/12 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000642873","Vigent","2018-04-09",,"XIP","Gat","Mascle","Petit","2017/05/03 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000643140","Vigent","2018-04-10",,"XIP","Gos","Mascle",,"2017/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000642864","Vigent","2018-04-09",,"XIP","Gos","Femella","Mitjà","2016/10/16 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000642861","Vigent","2018-04-09",,"XIP","Gos","Mascle",,"2009/06/26 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000642868","Vigent","2018-04-09",,"XIP","Gos","Mascle","Gran","2013/02/07 00:00:00.000000000","bòxer","No","No","818460009","Ajuntament de Rubí"
"R000642962","Vigent","2018-04-09",,"XIP","Gos","Femella",,"2017/12/30 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000642966","Vigent","2018-04-09",,"XIP","Gos","Mascle","Gran","2012/10/18 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000642973","Vigent","2018-04-09",,"XIP","Gos","Mascle",,"2017/11/30 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000642953","Vigent","2018-04-09",,"XIP","Gos","Femella","Petit","2016/10/30 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000642930","Vigent","2018-04-09",,"XIP","Gos","Mascle",,"2013/08/02 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000642934","Vigent","2018-04-09",,"XIP","Gos","Femella",,"2018/01/19 00:00:00.000000000","mastí dels Pirineus","No","No","818460009","Ajuntament de Rubí"
"R000642925","Vigent","2018-04-09",,"XIP","Gos","Mascle",,"2017/10/03 00:00:00.000000000","caniche","No","No","818460009","Ajuntament de Rubí"
"R000642920","Vigent","2018-04-09",,"XIP","Gat","Femella",,"2015/03/26 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000642906","Vigent","2018-04-09",,"XIP","Gat","Mascle",,"2014/04/03 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000641281","Vigent","2018-03-29",,"XIP","Gat","Mascle",,"2017/07/07 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000641220","Vigent","2018-03-29",,"XIP","Gos","Femella",,"2013/09/07 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000641282","Vigent","2018-03-29",,"XIP","Gos","Femella","Petit","2017/09/17 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000641192","Vigent","2018-03-29",,"XIP","Gos","Femella",,"2017/08/07 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000641170","Vigent","2018-03-29",,"XIP","Gos","Femella","Mitjà","2016/03/01 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000641205","Vigent","2018-03-29",,"XIP","Gos","Femella",,"2016/03/31 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000641213","Vigent","2018-03-29",,"XIP","Gos","Femella",,"2018/08/14 00:00:00.000000000","pastor belga malinois","No","No","818460009","Ajuntament de Rubí"
"R000641164","Vigent","2018-03-29",,"XIP","Gos","Femella",,"2009/07/15 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000641225","Vigent","2018-03-29",,"XIP","Gos","Mascle","Mitjà","2009/10/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000640454","Vigent","2018-03-26",,"XIP","Gos","Mascle","Mitjà","2015/02/18 00:00:00.000000000","setter anglès","No","No","818460009","Ajuntament de Rubí"
"R000640449","Vigent","2018-03-26",,"XIP","Gat","Femella","Mitjà","2017/10/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000641230","Vigent","2018-03-29",,"XIP","Gos","Femella","Mitjà","2017/05/20 00:00:00.000000000","husky siberià","No","No","818460009","Ajuntament de Rubí"
"R000641162","Vigent","2018-03-29",,"XIP","Gos","Femella","Mitjà","2012/12/28 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000641165","Vigent","2018-03-29",,"XIP","Gos","Femella",,"2017/07/28 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000640198","Vigent","2018-03-26",,"XIP","Gos","Femella",,"2018/01/01 00:00:00.000000000","border collie","No","No","818460009","Ajuntament de Rubí"
"R000640447","Vigent","2018-03-26",,"XIP","Gat","Mascle","Petit","2017/10/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000641208","Vigent","2018-03-29",,"XIP","Gat","Femella",,"2017/04/22 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000641233","Vigent","2018-03-29",,"XIP","Gat","Femella",,"2017/04/22 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000640243","Vigent","2018-03-26",,"XIP","Gos","Mascle","Mitjà","2016/11/01 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000640238","Vigent","2018-03-26",,"XIP","Gos","Femella","Mitjà","2017/11/12 00:00:00.000000000","Shiba Inu","No","No","818460009","Ajuntament de Rubí"
"R000643579","Vigent","2018-04-11",,"XIP","Gos","Mascle","Petit","2017/09/28 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000643585","Vigent","2018-04-11",,"XIP","Gos","Femella","Mitjà","2017/08/04 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000644390","Vigent","2018-04-13",,"XIP","Gat","Mascle","Mitjà","2017/06/13 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000639410","Vigent","2018-03-22",,"XIP","Gos","Mascle","Gran","2016/08/21 00:00:00.000000000","brac de Weimar","No","No","818460009","Ajuntament de Rubí"
"R000639401","Vigent","2018-03-22",,"XIP","Gat","Mascle",,"2017/06/14 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000639406","Vigent","2018-03-22",,"XIP","Gos","Femella",,"2017/05/15 00:00:00.000000000","Jack Russell terrier","No","No","818460009","Ajuntament de Rubí"
"R000683122","Vigent","2018-10-18",,"XIP","Gos","Femella","Mitjà","2017/07/10 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000643553","Vigent","2018-04-11",,"XIP","Gat","Femella","Mitjà","2017/02/05 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000643593","Vigent","2018-04-11",,"XIP","Gos","Femella","Mitjà","2017/09/15 00:00:00.000000000","dàlmata","No","No","818460009","Ajuntament de Rubí"
"R000643517","Vigent","2018-04-11",,"XIP","Gos","Femella","Mitjà","2017/06/03 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000643568","Vigent","2018-04-11",,"XIP","Gat","Mascle","Petit","2017/09/14 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000643464","Vigent","2018-04-11",,"XIP","Gat","Femella","Petit","2017/10/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000644388","Vigent","2018-04-13",,"XIP","Gos","Mascle","Gran","2016/06/01 00:00:00.000000000","pòinter","No","No","818460009","Ajuntament de Rubí"
"R000643537","Vigent","2018-04-11",,"XIP","Gos","Mascle","Gran","2014/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000643566","Vigent","2018-04-11",,"XIP","Gos","Mascle","Petit","2017/10/10 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000644366","Vigent","2018-04-13",,"XIP","Gat","Femella","Mitjà","2017/08/18 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000643455","Vigent","2018-04-11",,"XIP","Gat","Mascle","Petit","2017/04/14 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000644349","Vigent","2018-04-13",,"XIP","conill","Mascle","Mitjà",,,"No","No","818460009","Ajuntament de Rubí"
"R000644376","Vigent","2018-04-13",,"XIP","Gos","Femella","Mitjà","2015/05/05 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000643445","Vigent","2018-04-11",,"XIP","Gos","Femella","Petit","2012/08/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
