"REGISTRE","ESTAT","DATA_REGISTRE","DATA_BAIXA","TIPUS_IDENTIFICACIO","ESPECIE","SEXE","MIDA",DATA_NAIXEMENT,"RACA","PERILLOS","GOS_ASSITENCIA","CODI_ENS","NOM_ENS"
"R000729489","Vigent","2019-05-10",,"XIP","Gat","Femella","Petit","2018/03/07 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000729334","Vigent","2019-05-10",,"XIP","Gos","Mascle","Petit","2014/08/25 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000729433","Vigent","2019-05-10",,"XIP","Gat","Mascle","Petit","2018/06/20 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000729070","Vigent","2019-05-09",,"XIP","Gos","Femella","Gran","2018/10/01 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000729051","Vigent","2019-05-09",,"XIP","Gos","Femella","Petit","2019/04/10 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000728582","Vigent","2019-05-08",,"XIP","Gos","Mascle","Gran","2015/01/12 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000728590","Vigent","2019-05-08",,"XIP","Gos","Femella","Gran","2018/05/01 00:00:00.000000000","dog alemany negre","No","No","818460009","Ajuntament de Rubí"
"R000728608","Vigent","2019-05-08",,"XIP","Gos","Femella",,"2018/07/07 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000728594","Vigent","2019-05-08",,"XIP","Gos","Femella","Mitjà","2018/11/13 00:00:00.000000000","shar pei","No","No","818460009","Ajuntament de Rubí"
"R000728355","Vigent","2019-05-07",,"XIP","Gos","Mascle",,"2014/03/06 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000728622","Vigent","2019-05-08",,"XIP","Gos","Mascle","Mitjà","2018/02/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000728626","Vigent","2019-05-08",,"XIP","Gos","Mascle","Mitjà","2018/11/30 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000727883","Vigent","2019-05-06",,"XIP","Gos","Mascle",,"2018/07/27 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000727864","Vigent","2019-05-06",,"XIP","Gos","Femella",,"2018/10/30 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000727870","Vigent","2019-05-06",,"XIP","Gos","Mascle",,"2018/08/04 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000727856","Vigent","2019-05-06",,"XIP","Gos","Mascle",,"2012/12/29 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000727850","Vigent","2019-05-06",,"XIP","Gos","Femella","Mitjà","2019/02/12 00:00:00.000000000","husky siberià","No","No","818460009","Ajuntament de Rubí"
"R000768806","Vigent","2019-11-14",,"XIP","Gos","Mascle","Mitjà",,"indefinit","No","No","818460009","Ajuntament de Rubí"
"R000768510","Vigent","2019-11-13",,"XIP","Gat","Mascle","Petit","2018/09/05 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000768822","Vigent","2019-11-14",,"XIP","Gos","Femella","Mitjà","2019/01/03 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000768509","Vigent","2019-11-13",,"XIP","Gos","Femella","Petit","2018/10/11 00:00:00.000000000","pinscher","No","No","818460009","Ajuntament de Rubí"
"R000768793","Vigent","2019-11-14",,"XIP","Gat","Mascle","Petit","2018/09/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000768797","Vigent","2019-11-14",,"XIP","Gat","Mascle","Petit","2018/09/18 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000768864","Vigent","2019-11-14",,"XIP","Gat","Mascle","Petit","2018/12/20 00:00:00.000000000","sphynx","No","No","818460009","Ajuntament de Rubí"
"R000727901","Vigent","2019-05-06",,"XIP","Gos","Mascle","Mitjà","2017/12/09 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000768815","Vigent","2019-11-14",,"XIP","Gat","Femella","Petit","2018/12/20 00:00:00.000000000","sphynx","No","No","818460009","Ajuntament de Rubí"
"R000768782","Vigent","2019-11-14",,"XIP","Gat","Femella","Petit",,"europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000768821","Vigent","2019-11-14",,"XIP","Gos","Mascle","Mitjà","2018/08/16 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000776983","Vigent","2019-12-20",,"XIP","Gat","Femella","Petit","2018/04/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000726873","Vigent","2019-04-30",,"XIP","Gat","Femella",,"2018/01/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000726783","Vigent","2019-04-29",,"XIP","Gos","Mascle","Mitjà","2019/01/29 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000726536","Vigent","2019-04-28",,"XIP","Gat","Femella",,"2018/06/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000726563","Vigent","2019-04-29",,"XIP","Gos","Mascle",,"2013/01/30 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000726558","Vigent","2019-04-29",,"XIP","Gos","Mascle","Petit","2012/10/01 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000726843","Vigent","2019-04-30",,"XIP","Gos","Mascle",,"2019/02/02 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000726823","Vigent","2019-04-30",,"XIP","Gos","Mascle",,"2017/11/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000726837","Vigent","2019-04-30",,"XIP","Gos","Femella",,"2019/02/02 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000726846","Vigent","2019-04-30",,"XIP","Gos","Mascle",,"2019/02/02 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000726566","Vigent","2019-04-29",,"XIP","Gat","Mascle",,"2015/05/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000725848","Vigent","2019-04-25",,"XIP","Gos","Mascle","Petit","2018/12/26 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000725849","Vigent","2019-04-25",,"XIP","Gos","Mascle","Petit","2010/03/10 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000725856","Vigent","2019-04-25",,"XIP","Gos","Mascle","Gran","2018/12/23 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000725604","Vigent","2019-04-24",,"XIP","Gos","Mascle",,"2018/12/27 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000725612","Vigent","2019-04-24",,"XIP","Gat","Mascle",,"2018/08/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000725461","Vigent","2019-04-23",,"XIP","Gos","Mascle",,"2015/09/19 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000725455","Vigent","2019-04-23",,"XIP","Gos","Mascle",,"2018/09/20 00:00:00.000000000","pomerània / spitz nan","No","No","818460009","Ajuntament de Rubí"
"R000725468","Vigent","2019-04-23",,"XIP","Gat","Mascle",,"2018/04/23 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000725448","Vigent","2019-04-23",,"XIP","Gos","Mascle","Petit","2016/09/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000725425","Vigent","2019-04-23",,"XIP","Gos","Mascle","Gran","2011/12/28 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000725437","Vigent","2019-04-23",,"XIP","Gos","Mascle","Mitjà","2018/10/08 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000725432","Vigent","2019-04-23",,"XIP","Gos","Femella",,"2018/12/24 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000724404","Vigent","2019-04-16",,"XIP","Gos","Mascle","Mitjà","2018/05/05 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000761291","Vigent","2019-10-10",,"XIP","Gat","Mascle","Mitjà","2018/06/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000723801","Vigent","2019-04-12",,"XIP","Gos","Mascle","Petit","2018/09/17 00:00:00.000000000","teckel de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000723809","Vigent","2019-04-12",,"XIP","Gos","Femella",,"2016/07/28 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000722888","Vigent","2019-04-10",,"XIP","Gos","Femella","Mitjà","2018/12/21 00:00:00.000000000","golden retriever","No","No","818460009","Ajuntament de Rubí"
"R000722896","Vigent","2019-04-10",,"XIP","Gos","Femella","Mitjà","2018/07/30 00:00:00.000000000","akita inu","Si","No","818460009","Ajuntament de Rubí"
"R000722761","Vigent","2019-04-09",,"XIP","Gos","Femella",,"2013/10/20 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000722766","Vigent","2019-04-09",,"XIP","Gos","Femella","Petit","2018/10/05 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000722496","Vigent","2019-04-08",,"XIP","Gat","Mascle","Mitjà","2019/01/26 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000722404","Vigent","2019-04-08",,"XIP","Gos","Femella","Gran","2013/09/01 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000721936","Vigent","2019-04-05",,"XIP","Gos","Mascle","Petit","2018/09/01 00:00:00.000000000","pomerània / spitz nan","No","No","818460009","Ajuntament de Rubí"
"R000721673","Vigent","2019-04-04",,"XIP","Gos","Mascle","Mitjà","2013/01/01 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000721669","Vigent","2019-04-04",,"XIP","Gos","Mascle","Gran","2015/08/02 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000721366","Vigent","2019-04-03",,"XIP","Gos","Mascle",,"2018/09/02 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000761398","Vigent","2019-10-10",,"XIP","Gos","Femella","Mitjà","2018/08/31 00:00:00.000000000","bulldog anglès","No","No","818460009","Ajuntament de Rubí"
"R000761394","Vigent","2019-10-10",,"XIP","Gos","Mascle","Mitjà","2018/08/31 00:00:00.000000000","bulldog anglès","No","No","818460009","Ajuntament de Rubí"
"R000721357","Vigent","2019-04-03",,"XIP","Gos","Femella","Petit","2018/02/13 00:00:00.000000000","schnauzer miniatura","No","No","818460009","Ajuntament de Rubí"
"R000721349","Vigent","2019-04-03",,"XIP","Gos","Mascle",,"2018/08/22 00:00:00.000000000","gos d'atura","No","No","818460009","Ajuntament de Rubí"
"R000721192","Vigent","2019-04-02",,"XIP","Gos","Femella",,"2017/11/15 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000721203","Vigent","2019-04-02",,"XIP","Gos","Femella","Petit","2018/10/08 00:00:00.000000000","teckel de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000721195","Vigent","2019-04-02",,"XIP","Gos","Mascle","Mitjà","2018/11/20 00:00:00.000000000","bulldog anglès","No","No","818460009","Ajuntament de Rubí"
"R000720201","Vigent","2019-03-29",,"XIP","Gos","Mascle","Petit","2018/01/03 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000719841","Vigent","2019-03-28",,"XIP","Gos","Femella","Gran","2017/07/10 00:00:00.000000000","dog de Bordeus","Si","No","818460009","Ajuntament de Rubí"
"R000725389","Vigent","2019-04-23",,"XIP","Gat","Mascle","Petit","2017/05/31 00:00:00.000000000","exòtic","No","No","818460009","Ajuntament de Rubí"
"R000725378","Vigent","2019-04-23",,"XIP","Gat","Femella","Petit","2017/07/12 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000725347","Vigent","2019-04-23",,"XIP","Gos","Mascle","Petit","2018/01/20 00:00:00.000000000","pinscher","No","No","818460009","Ajuntament de Rubí"
"R000725373","Vigent","2019-04-23",,"XIP","Gos","Mascle","Mitjà","2018/03/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000725358","Vigent","2019-04-23",,"XIP","Gos","Mascle","Mitjà","2018/12/16 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000725391","Vigent","2019-04-23",,"XIP","Gat","Femella","Petit",,"sphynx","No","No","818460009","Ajuntament de Rubí"
"R000725361","Vigent","2019-04-23",,"XIP","Gos","Femella","Petit","2018/11/03 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000725379","Vigent","2019-04-23",,"XIP","Gos","Mascle","Gran",,"indefinit","No","No","818460009","Ajuntament de Rubí"
"R000725404","Vigent","2019-04-23",,"XIP","Gos","Femella","Petit","2018/10/01 00:00:00.000000000","pinscher","No","No","818460009","Ajuntament de Rubí"
"R000725409","Vigent","2019-04-23",,"XIP","Gat","Femella","Petit","2018/05/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000725384","Vigent","2019-04-23",,"XIP","Gos","Femella","Gran","2018/09/09 00:00:00.000000000","dog de Bordeus","Si","No","818460009","Ajuntament de Rubí"
"R000719028","Vigent","2019-03-26",,"XIP","Gos","Mascle","Petit","2018/08/21 00:00:00.000000000","bichon maltès","No","No","818460009","Ajuntament de Rubí"
"R000719115","Vigent","2019-03-26",,"XIP","Gos","Mascle","Gran","2018/12/27 00:00:00.000000000","ridgeback rhodesià","No","No","818460009","Ajuntament de Rubí"
"R000720834","Vigent","2019-04-01",,"XIP","Gos","Mascle","Gran","2010/07/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000718731","Vigent","2019-03-25",,"XIP","Gos","Mascle","Mitjà","2017/10/03 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000720827","Vigent","2019-04-01",,"XIP","Gos","Femella","Gran","2015/07/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000718357","Vigent","2019-03-22",,"XIP","Gos","Mascle","Mitjà","2018/08/21 00:00:00.000000000","american bully","Si","No","818460009","Ajuntament de Rubí"
"R000718003","Vigent","2019-03-21",,"XIP","Gos","Femella",,"2012/06/12 00:00:00.000000000","llebrer espanyol/galgo","No","No","818460009","Ajuntament de Rubí"
"R000718004","Vigent","2019-03-21",,"XIP","Gos","Mascle","Gran","2018/12/07 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000717670","Vigent","2019-03-20",,"XIP","Gos","Femella","Gran","2017/02/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000717277","Vigent","2019-03-19",,"XIP","Gos","Mascle",,"2018/04/24 00:00:00.000000000","pit bull terrier","Si","No","818460009","Ajuntament de Rubí"
"R000717287","Vigent","2019-03-19",,"XIP","Gos","Mascle",,"2018/12/17 00:00:00.000000000","setter anglès","No","No","818460009","Ajuntament de Rubí"
"R000717282","Vigent","2019-03-19",,"XIP","Gos","Mascle","Petit","2011/08/26 00:00:00.000000000","terrier de yorkshire","No","No","818460009","Ajuntament de Rubí"
"R000725268","Vigent","2019-04-23",,"XIP","Gos","Mascle","Mitjà","2018/12/02 00:00:00.000000000","brac de Weimar","No","No","818460009","Ajuntament de Rubí"
"R000725422","Vigent","2019-04-23",,"XIP","Gat","Femella","Mitjà","2003/01/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000716141","Vigent","2019-03-14",,"XIP","Gos","Mascle","Mitjà","2018/05/02 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000715687","Vigent","2019-03-13",,"XIP","Gos","Femella","Petit","2009/01/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000715224","Vigent","2019-03-11",,"XIP","Gos","Mascle","Mitjà","2018/08/09 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000715383","Vigent","2019-03-12",,"XIP","Gos","Femella",,"2013/12/14 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000714737","Vigent","2019-03-08",,"XIP","Gos","Femella","Mitjà","2017/07/02 00:00:00.000000000","ratoner andalús/bodeguero anda","No","No","818460009","Ajuntament de Rubí"
"R000715299","Vigent","2019-03-12",,"XIP","Gos","Femella","Mitjà","2012/12/01 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000714745","Vigent","2019-03-08",,"XIP","Gos","Femella",,"2018/11/30 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000714294","Vigent","2019-03-07",,"XIP","Gos","Femella","Petit","2018/08/15 00:00:00.000000000","yorkshire biewer","No","No","818460009","Ajuntament de Rubí"
"R000725354","Vigent","2019-04-23",,"XIP","Gos","Mascle","Mitjà","2018/09/24 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000714287","Vigent","2019-03-07",,"XIP","Gos","Femella","Petit","2018/10/07 00:00:00.000000000","caniche","No","No","818460009","Ajuntament de Rubí"
"R000714009","Vigent","2019-03-06",,"XIP","Gos","Femella",,"2018/02/20 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000713524","Vigent","2019-03-05",,"XIP","Gos","Mascle","Mitjà","2011/02/25 00:00:00.000000000","golden retriever","No","No","818460009","Ajuntament de Rubí"
"R000713517","Vigent","2019-03-05",,"XIP","Gos","Femella","Gran","2018/10/13 00:00:00.000000000","brac alemany","No","No","818460009","Ajuntament de Rubí"
"R000715344","Vigent","2019-03-12",,"XIP","Gos","Femella","Mitjà","2017/10/18 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000713513","Vigent","2019-03-05",,"XIP","Gos","Femella","Mitjà","2017/02/14 00:00:00.000000000","Ca de bestiar mallorquí","No","No","818460009","Ajuntament de Rubí"
"R000713504","Vigent","2019-03-05",,"XIP","Gat","Mascle",,"2015/10/05 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000712585","Vigent","2019-03-01",,"XIP","Gos","Femella","Gran","2016/01/18 00:00:00.000000000","rottweiler","Si","No","818460009","Ajuntament de Rubí"
"R000712594","Vigent","2019-03-01",,"XIP","Gos","Femella","Petit","2019/02/28 00:00:00.000000000","Jack Russell terrier","No","No","818460009","Ajuntament de Rubí"
"R000711568","Vigent","2019-02-26",,"XIP","Gos","Femella",,"2015/04/20 00:00:00.000000000","llebrer espanyol/galgo","No","No","818460009","Ajuntament de Rubí"
"R000711575","Vigent","2019-02-26",,"XIP","Gat","Femella","Petit","2018/07/22 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000710701","Vigent","2019-02-22",,"XIP","Gat","Mascle","Mitjà","2018/04/23 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000710469","Vigent","2019-02-21",,"XIP","Gos","Mascle","Gran","2015/06/18 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000710331","Vigent","2019-02-20",,"XIP","Gos","Femella","Mitjà","2017/05/25 00:00:00.000000000","bull terrier","No","No","818460009","Ajuntament de Rubí"
"R000710210","Vigent","2019-02-20",,"XIP","Gat","Femella","Mitjà","2018/06/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000710333","Vigent","2019-02-20",,"XIP","Gos","Mascle","Gran","2015/03/10 00:00:00.000000000","pastor alemany","No","No","818460009","Ajuntament de Rubí"
"R000710460","Vigent","2019-02-21",,"XIP","Gos","Mascle","Petit","2007/09/22 00:00:00.000000000","carlí (pug)","No","No","818460009","Ajuntament de Rubí"
"R000710320","Vigent","2019-02-20",,"XIP","Gat","Mascle",,"2018/07/03 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000709876","Vigent","2019-02-19",,"XIP","Gos","Femella","Mitjà","2011/06/29 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000715372","Vigent","2019-03-12",,"XIP","Gos","Mascle","Gran","2017/05/08 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000709870","Vigent","2019-02-19",,"XIP","Gos","Femella","Mitjà","2015/09/25 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000709142","Vigent","2019-02-18",,"XIP","Gos","Mascle","Mitjà","2015/05/11 00:00:00.000000000","brac alemany","No","No","818460009","Ajuntament de Rubí"
"R000710950","Vigent","2019-02-22",,"XIP","Gat","Femella","Mitjà","2018/03/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000710941","Vigent","2019-02-22",,"XIP","Gat","Femella",,"2014/09/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000711247","Vigent","2019-02-25",,"XIP","Gat","Femella","Mitjà","2017/08/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000711219","Vigent","2019-02-25",,"XIP","Gat","Mascle","Petit","2017/09/18 00:00:00.000000000","maine coon","No","No","818460009","Ajuntament de Rubí"
"R000711256","Vigent","2019-02-25",,"XIP","Gos","Mascle","Petit","2016/02/22 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000710944","Vigent","2019-02-22",,"XIP","Gat","Femella","Petit","2018/03/09 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000710938","Vigent","2019-02-22",,"XIP","Gos","Mascle","Gran","2018/03/24 00:00:00.000000000","setter anglès","No","No","818460009","Ajuntament de Rubí"
"R000710341","Vigent","2019-02-20",,"XIP","Gos","Femella","Mitjà","2018/04/26 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000710335","Vigent","2019-02-20",,"XIP","Gos","Femella","Mitjà","2016/12/20 00:00:00.000000000","spaniel breto","No","No","818460009","Ajuntament de Rubí"
"R000711264","Vigent","2019-02-25",,"XIP","Gos","Mascle","Gran","2015/02/09 00:00:00.000000000","dòberman","Si","No","818460009","Ajuntament de Rubí"
"R000710925","Vigent","2019-02-22",,"XIP","Gos","Mascle",,"2017/08/18 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000711258","Vigent","2019-02-25",,"XIP","Gos","Femella","Mitjà","2017/10/02 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000708852","Vigent","2019-02-15",,"XIP","Gat","Femella","Mitjà","2018/03/27 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000711227","Vigent","2019-02-25",,"XIP","Gat","Mascle","Mitjà","2010/01/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000710964","Vigent","2019-02-22",,"XIP","Gos","Mascle","Petit","2018/03/18 00:00:00.000000000","gos d'aigua espanyol","No","No","818460009","Ajuntament de Rubí"
"R000710732","Vigent","2019-02-22",,"XIP","Gos","Femella","Mitjà","2017/07/26 00:00:00.000000000","brac francès tipus pirineus","No","No","818460009","Ajuntament de Rubí"
"R000709092","Vigent","2019-02-18",,"XIP","Gos","Mascle","Petit","2018/10/30 00:00:00.000000000","pinscher","No","No","818460009","Ajuntament de Rubí"
"R000710929","Vigent","2019-02-22",,"XIP","Gos","Femella","Mitjà","2016/05/01 00:00:00.000000000","podenc andalús","No","No","818460009","Ajuntament de Rubí"
"R000710948","Vigent","2019-02-22",,"XIP","Gos","Femella","Petit","2018/01/28 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000709172","Vigent","2019-02-18",,"XIP","Gos","Femella","Mitjà","2015/05/11 00:00:00.000000000","brac alemany","No","No","818460009","Ajuntament de Rubí"
"R000709165","Vigent","2019-02-18",,"XIP","Gos","Femella",,"2006/04/16 00:00:00.000000000","brac alemany","No","No","818460009","Ajuntament de Rubí"
"R000710946","Vigent","2019-02-22",,"XIP","Gat","Mascle","Petit","2018/03/09 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000708268","Vigent","2019-02-14",,"XIP","Gos","Femella",,"2017/12/11 00:00:00.000000000","chihuahua","No","No","818460009","Ajuntament de Rubí"
"R000708261","Vigent","2019-02-14",,"XIP","Gos","Femella",,"2018/02/01 00:00:00.000000000","bulldog francès","No","No","818460009","Ajuntament de Rubí"
"R000708251","Vigent","2019-02-14",,"XIP","Gos","Mascle","Mitjà","2013/03/23 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000707593","Vigent","2019-02-12",,"XIP","Gos","Femella",,"1966/10/21 00:00:00.000000000","Staffordshire Bull Terrier","Si","No","818460009","Ajuntament de Rubí"
"R000692923","Vigent","2018-12-05",,"XIP","Gos","Mascle",,"2018/07/05 00:00:00.000000000","terrier Staffordshire americà","Si","No","818460009","Ajuntament de Rubí"
"R000739408","Vigent","2019-06-27",,"XIP","Gat","Femella","Mitjà","2013/01/01 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000739397","Vigent","2019-06-27",,"XIP","Gos","Femella","Mitjà","2017/10/01 00:00:00.000000000",,"No","No","818460009","Ajuntament de Rubí"
"R000739406","Vigent","2019-06-27",,"XIP","Gos","Mascle","Gran","2017/11/06 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000739429","Vigent","2019-06-27",,"XIP","Gat","Femella","Mitjà","2011/07/07 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000705447","Vigent","2019-02-06",,"XIP","Gos","Mascle","Gran","2018/07/23 00:00:00.000000000","retriever del Labrador","No","No","818460009","Ajuntament de Rubí"
"R000705503","Vigent","2019-02-06",,"XIP","Gat","Femella","Petit","2018/08/20 00:00:00.000000000","siamès","No","No","818460009","Ajuntament de Rubí"
"R000705559","Vigent","2019-02-06",,"XIP","Gat","Mascle","Petit","2018/05/03 00:00:00.000000000","ragdoll","No","No","818460009","Ajuntament de Rubí"
"R000705996","Vigent","2019-02-07",,"XIP","Gos","Mascle","Gran","1998/08/31 00:00:00.000000000","indefinit","No","No","818460009","Ajuntament de Rubí"
"R000707895","Vigent","2019-02-13",,"XIP","Gat","Mascle","Petit","2016/09/15 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
"R000707915","Vigent","2019-02-13",,"XIP","Gos","Femella","Mitjà","2017/03/23 00:00:00.000000000","beagle","No","No","818460009","Ajuntament de Rubí"
"R000707622","Vigent","2019-02-12",,"XIP","Gat","Mascle",,"2018/04/07 00:00:00.000000000","europeu de pèl curt","No","No","818460009","Ajuntament de Rubí"
