ID_APLICACIO,"APLICACIO","DESC_APLICACIO",EXERCICI,"ORGANIC","ALIAS_PROGRAMA","ECONOMIC",ORG_COD_AREA_ORGANIC,"ORG_AREA_ORGANIC","ORG_COD_ORGANIC","ORG_ORGANIC","ECO_COD_CAPITOL","ECO_CAPITOL","ECO_COD_ARTICLE","ECO_ARTICLE","ECO_COD_CONCEPTE","ECO_CONCEPTE","ECO_COD_SUB_CONCEPTE","ECO_SUB_CONCEPTE",PREVISIONS_INICIALS,PREVISIONS_DEFINITIVES,MODIFICACIO_PREVISIONS,AUGMENT_PREVISIONS,DISMINUCIO_PREVISIONS,DRETS_RECONEGUTS_TOTALS,DRETS_RECONEGUTS_NETS,DRETS_ANULATS,RECAUDACIO_LIQUIDA,DEVOLUCIONS_INGRES,PERCENTATGE_EXECUCIO,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"4263704571","2018-15003-39610","APLICACIÓ PROJECTE 2007 2 INVER 9","2018","15003","111","39610","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","396","INGRESSOS PER ACTUACIONS D'URBANITZACIÓ.","39610","QUOTES D'URBANITZACIÓ.","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"3556908207","2018-1U005-45050","GENCAT - AODL Planificació estratègica econòmica","2018","1U005","111","45050","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U005","ÀREA DE DESENVOLUPAMENT LOCAL","4","TRANSFERÈNCIA CORRENTS.","45","DE COMUNITATS AUTÒNOMES.","450","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","45050","TRAN CTES EN CUMPL CONV LES SEVES AMB C.A EN MAT EM I DESARR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"338097410","2018-1U015-33906","Lloguer d'espais RUBI FORMA","2018","1U015","111","33906","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","339","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","33906","LLOGUER D'ESPAIS RUBI+D","200.00","200.00","0.00","0.00","0.00","17479.10","17479.10","0.00","17479.10","0.00","8739.5","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"413670449","2018-1U015-45050","GENCAT - Subvencions serveis a les Empreses","2018","1U015","111","45050","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","4","TRANSFERÈNCIA CORRENTS.","45","DE COMUNITATS AUTÒNOMES.","450","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","45050","TRAN CTES EN CUMPL CONV LES SEVES AMB C.A EN MAT EM I DESARR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"3297521620","2018-1U015-46133","DIBA - Polítiques de teixit productiu OSE","2018","1U015","111","46133","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","4","TRANSFERÈNCIA CORRENTS.","46","D'ENTITATS LOCALS.","461","DE DIPUTACIONS, CONSELLS O CABILDOS.","46133","DIBA - SUBVENCIONS","97450.60","97450.60","0.00","0.00","0.00","111306.75","93085.65","18221.10","93085.65","18221.10","95.5","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"709247305","2018-1U015-49700","FEDER Plataforma digital serv empresarials on line Net Rubí","2018","1U015","111","49700","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","4","TRANSFERÈNCIA CORRENTS.","49","DE L'EXTERIOR.","497","ALTRES TRANSFERÈNCIES DE LA UNIÓ EUROPEA.","49700","FEDER PLATAFORMA DIGITAL SERV EMPRESARIALS ON LINE NET RUBÍ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"1843805081","2018-1U015-79700","FEDER- Plataforma digital serveis Rubí Empresa","2018","1U015","111","79700","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","7","TRANSFERÈNCIES DE CAPITAL.","79","DE L'EXTERIOR.","797","ALTRES TRANSFERÈNCIES DE LA UNIÓ EUROPEA.","79700","ALTRES TRANSFERÈNCIES DE LA UNIÓ EUROPEA.","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"2187527647","2018-1U016-46132","DIBA - Ajuts Dinamització teixit comercial","2018","1U016","111","46132","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U016","COMERÇ","4","TRANSFERÈNCIA CORRENTS.","46","D'ENTITATS LOCALS.","461","DE DIPUTACIONS, CONSELLS O CABILDOS.","46132","DIBA-AJUTS IMPLANTAR MESURES DINAMITZACIÓ COMERCIAL (COMERÇ)","10500.00","11500.00","1000.00","1000.00","0.00","14500.00","14500.00","0.00","14500.00","0.00","126.1","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"2876896758","2018-1U053-32500","MERCAT.Expedició de documents","2018","1U053","111","32500","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U053","MERCAT","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","325","TAXA PER EXPEDICIÓ DE DOCUMENTS.","32500","EXPEDICIÓ DE DOCUMENTS","500.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"2769209483","2018-1U053-32904","MERCAT.Serveis de mercat","2018","1U053","111","32904","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U053","MERCAT","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","329","ALTRES TAXES PER LA REALIZAC DE ACTIVID DE COMPET LOCAL","32904","SERVEIS DE MERCAT","350000.00","350000.00","0.00","0.00","0.00","398613.72","398390.78","222.94","301041.37","0.00","113.8","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"2211854925","2018-1U053-33903","COMERÇ AMBULANT. Mercadal","2018","1U053","111","33903","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U053","MERCAT","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","339","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","33903","MERCADAL","80000.00","80000.00","0.00","0.00","0.00","64475.00","64475.00","0.00","55418.95","0.00","80.6","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"3206937092","2018-1U053-55000","MERCAT.Concessions administratives","2018","1U053","111","55000","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U053","MERCAT","5","INGRESSOS PATRIMONIALS.","55","PRODUCTES DE CONCESSIONS I APROFITAMENTS ESPECIALS.","550","DE CONCESSIONS ADMTIVAS AMB CONTRAPRESTACIÓ PERIÒDICA","55000","CONCESSIONS ADMINISTRATIVES","6000.00","6000.00","0.00","0.00","0.00","6918.86","6918.86","0.00","5854.42","0.00","115.3","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"692874374","2018-1U055-45080","GENCAT - Fons per al Foment del Turisme","2018","1U055","111","45080","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U055","IDENTITAT I PROJECCIÓ I RELACIONS INTERNACIONALS","4","TRANSFERÈNCIA CORRENTS.","45","DE COMUNITATS AUTÒNOMES.","450","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","45080","SUBV CORRENTS DE LA ADMÓN GENERAL DE LA C.A","4000.00","4000.00","0.00","0.00","0.00","12726.68","12726.68","0.00","12726.68","0.00","318.2","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"3665365084","2018-1U062-34209","Serveis educatius cursos formació professionalitzador","2018","1U062","111","34209","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U062","SERVEI D'OCUPACIÓ","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","34","PREUS PÚBLICS.","342","SERVEIS EDUCATIUS.","34209","SERVEIS EDUCATIUS CURSOS FORMACIÓ PROFESSIONALITZADOR","0.00","0.00","0.00","0.00","0.00","1166.40","1166.40","0.00","1166.40","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
"3869793299","2018-1U062-42090","Prog Operativo de empleo AP POEJ 2a convocatoria","2018","1U062","111","42090","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U062","SERVEI D'OCUPACIÓ","4","TRANSFERÈNCIA CORRENTS.","42","DE L'ADMINISTRACIÓ DE L'ESTAT.","420","DE L'ADMINISTRACIÓ GENERAL DE L'ESTAT.","42090","ALTRES TRANSFERÈNCIES CORRENTS DE L'ADMINISTRACIÓ DE L'ESTAT","0.00","260476.91","260476.91","260476.91","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/03 13:13:29.025","818460009","Ajuntament de Rubí"
