ANY,DATA_ALTA_EXPEDIENT,DATA_FINALITZACIO_EXPEDIENT,"CODI_FAMILIA","DESC_FAMILIA","CODI_DESC_FAMILIA","CODI_TRAMIT","DESC_TRAMIT","GRUP_ORGANITZATIU_ALTA","GRUP_ORGANITZATIU_RESPONSABLE","ESTAT_INTERN","TIPUS_SOLICITUD","CODI_ENS","NOM_ENS"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/05/21",,"CONT","Contractació","CONT - Contractació","LICI","LICI - Licitació i execució de contractes","SERVEI DE CONTRACTACIÓ I COMPRES","SERVEI DE CONTRACTACIÓ I COMPRES","Obert","CONT01 - Presentación de Licitación/Plica/Oferta","818460009","Ajuntament de Rubí"
"2024","2024/09/03",,"NR","No Reglamentats","NR - No Reglamentats","SGSJ","SGSJ-E Secretaria General - Serv. Jurídics - Procediment No Reglat","SERVEIS JURÍDICS","SERVEIS JURÍDICS","Obert","SGSJ - Sol·licitud Procediment No Reglat Secretaria General Serveis Jurídics","818460009","Ajuntament de Rubí"
"2024","2024/03/22",,"SERVEIS SOCIALS","Serveis Socials","SERVEIS SOCIALS - Serveis Socials","ERIA","ERIA - Exclusió risc infància i adolescència","SERVEIS SOCIALS","SERVEIS SOCIALS","Obert","R_ERIA - Exclusión de riesgo de infancia y adolescencia","818460009","Ajuntament de Rubí"
