"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2017","2017-01-04","2017","1","Dimecres","09:35:00","Xoc sense sortida de via","3","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"2/2017","2017-01-04","2017","1","Dimecres","20:00:00","Col·lisió frontal","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"4/2017","2017-01-05","2017","1","Dijous","14:10:00","Xoc sense sortida de via","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"3/2017","2017-01-05","2017","1","Dijous","17:30:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"3/2017","2017-01-05","2017","1","Dijous","17:30:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"5/2017","2017-01-06","2017","1","Divendres","17:20:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"6/2017","2017-01-07","2017","1","Dissabte","12:00:00","Altres (incendi, explosió, esllavissada, etc.)","1","25 de Setembre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"7/2017","2017-01-07","2017","1","Dissabte","22:50:00","Sortida de via amb caiguda, bolcada, xoc","1","Sant Muç","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"8/2017","2017-01-08","2017","1","Diumenge","03:30:00","Sortida de via amb caiguda, bolcada, xoc","1","Can Rosés","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"10/2017","2017-01-09","2017","1","Dilluns","14:00:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"9/2017","2017-01-09","2017","1","Dilluns","14:00:00","Envestida","3","El Mercat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"11/2017","2017-01-10","2017","1","Dimarts","12:55:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"12/2017","2017-01-10","2017","1","Dimarts","18:00:00","Encalç","3","El Mercat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"13/2017","2017-01-11","2017","1","Dimecres","22:00:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"16/2017","2017-01-13","2017","1","Divendres","16:00:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"14/2017","2017-01-13","2017","1","Divendres","22:25:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"15/2017","2017-01-14","2017","1","Dissabte","11:40:00","Col·lisió frontal","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"17/2017","2017-01-14","2017","1","Dissabte","15:45:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"18/2017","2017-01-16","2017","1","Dilluns","20:04:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"20/2017","2017-01-17","2017","1","Dimarts","06:15:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"21/2017","2017-01-18","2017","1","Dimecres","11:03:00","Altres (incendi, explosió, esllavissada, etc.)","1","Castellnou - Can Mir","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"22/2017","2017-01-18","2017","1","Dimecres","14:05:00","Envestida","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"25/2017","2017-01-19","2017","1","Dijous","09:20:00","Xoc sense sortida de via","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"23/2017","2017-01-19","2017","1","Dijous","10:54:00","Col·lisió frontal","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"24/2017","2017-01-19","2017","1","Dijous","12:00:00","Xoc sense sortida de via","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"26/2017","2017-01-19","2017","1","Dijous","15:00:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"27/2017","2017-01-21","2017","1","Dissabte","23:40:00","Encalç","2","Can Rosés","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"28/2017","2017-01-23","2017","1","Dilluns","22:15:00","Col·lisió frontal","2","Sant Jordi Parc","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"29/2017","2017-01-24","2017","1","Dimarts","08:15:00","Fregament negatiu (mateix sentit)","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"29/2017","2017-01-24","2017","1","Dimarts","08:15:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
