DATA_INICI_PREVISTA,DATA_INICI_REAL,"CODI","NOM",PRESSUPOST,CODI_ESTAT,"ESTAT",EE_SCP,EE_STF,es_mocion,es_plan,activo,"nombre_organico",id,"CODI_ENS","NOM_ENS"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U073 - SERVEI D'HABITATGE","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U098 - SERVEI DE SERVEIS URBANS","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U033 - SERVEIS SOCIALS","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U056 - UNITAT DE COMPRES","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U085 - UNITAT DE TRANSPARENCIA","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U009 - SERVEI DE COMUNICACIÓ","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U045 - SERVEI D'OBRA PÚBLICA","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U071 - ÀREA D'IGUALTAT I CIUTADANIA","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U095 - SERVEI DE MANTENIMENT URBÀ","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U021 - SERVEI DE CONTRACTACIÓ","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U053 - MERCAT MUNICIPAL","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U081 - UNITAT DE PROJECTES ESTRATÈGICS","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U005 - ÀREA D'INDÚSTRIA, COMERÇ I OCUPACIÓ","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U043 - SERVEI DE PLANEJAMENT URBÀ","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U066 - RÀDIO RUBÍ SERVEIS AUDIOVISUALS","1262","818460009","Ajuntament de Rubí"
"2019/10/07 00:00:00.000000000","2019/10/07 00:00:00.000000000","00.04.04.02","Supervisió dels projectes de les societats","0.0","0","Assolit","100.0","0.0","0","0","1","U092 - SERVEI DE JOVENTUT","1262","818460009","Ajuntament de Rubí"
