ID_APLICACIO,"APLICACIO","DESC_APLICACIO",EXERCICI,"ORGANIC","ALIAS_PROGRAMA","ECONOMIC",ORG_COD_AREA_ORGANIC,"ORG_AREA_ORGANIC","ORG_COD_ORGANIC","ORG_ORGANIC","ECO_COD_CAPITOL","ECO_CAPITOL","ECO_COD_ARTICLE","ECO_ARTICLE","ECO_COD_CONCEPTE","ECO_CONCEPTE","ECO_COD_SUB_CONCEPTE","ECO_SUB_CONCEPTE",PREVISIONS_INICIALS,PREVISIONS_DEFINITIVES,MODIFICACIO_PREVISIONS,AUGMENT_PREVISIONS,DISMINUCIO_PREVISIONS,DRETS_RECONEGUTS_TOTALS,DRETS_RECONEGUTS_NETS,DRETS_ANULATS,RECAUDACIO_LIQUIDA,DEVOLUCIONS_INGRES,PERCENTATGE_EXECUCIO,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"4084386202","2017-1U005-45050","GENCAT AODL Planificació estratègica, promoció econòmica","2017","1U005","111","45050","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U005","ÀREA DE DESENVOLUPAMENT LOCAL","4","TRANSFERÈNCIA CORRENTS.","45","DE COMUNITATS AUTÒNOMES.","450","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","45050","TRAN CTES EN CUMPL CONV LES SEVES AMB C.A EN MAT EM I DESARR","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"861282359","2017-1U015-33906","Lloguer d'espais RUBI+D","2017","1U015","111","33906","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","339","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","33906","LLOGUER D'ESPAIS RUBI+D","0.00","0.00","0.00","0.00","0.00","189.30","189.30","0.00","189.30","0.00","0","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"3292754010","2017-1U015-33914","Taxa Lloguer Masi de Can Serra","2017","1U015","111","33914","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","339","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","33914","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","0.00","0.00","0.00","0.00","0.00","355.00","355.00","0.00","355.00","0.00","0","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"1071171844","2017-1U015-45050","GENCAT - Subvencions serveis a les empreses","2017","1U015","111","45050","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","4","TRANSFERÈNCIA CORRENTS.","45","DE COMUNITATS AUTÒNOMES.","450","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","45050","TRAN CTES EN CUMPL CONV LES SEVES AMB C.A EN MAT EM I DESARR","0.00","27045.55","27045.55","27045.55","0.00","21636.44","21636.44","0.00","21636.44","0.00","80","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"3825007329","2017-1U015-46133","PROMOCIÓ ECONÒMICA.DIBA -Polítiques de teixit productiu OSE","2017","1U015","111","46133","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","4","TRANSFERÈNCIA CORRENTS.","46","D'ENTITATS LOCALS.","461","DE DIPUTACIONS, CONSELLS O CABILDOS.","46133","DIBA - SUBVENCIONS","121440.00","121440.00","0.00","0.00","0.00","131946.00","131946.00","0.00","131946.00","0.00","108.7","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"221680764","2017-1U015-49700","FEDER Plataforma digital serv empresarials on line Net Rubí","2017","1U015","111","49700","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","4","TRANSFERÈNCIA CORRENTS.","49","DE L'EXTERIOR.","497","ALTRES TRANSFERÈNCIES DE LA UNIÓ EUROPEA.","49700","FEDER PLATAFORMA DIGITAL SERV EMPRESARIALS ON LINE NET RUBÍ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"1251405484","2017-1U015-79700","FEDER - Plataforma digital serveis Rubí Empresa","2017","1U015","111","79700","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U015","OFICINA DE SERVEI A L'EMPRESA","7","TRANSFERÈNCIES DE CAPITAL.","79","DE L'EXTERIOR.","797","ALTRES TRANSFERÈNCIES DE LA UNIÓ EUROPEA.","79700","ALTRES TRANSFERÈNCIES DE LA UNIÓ EUROPEA.","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"2769539306","2017-1U016-46132","COMERÇ. DIBA-Ajuts Dinamització teixit comercial","2017","1U016","111","46132","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U016","COMERÇ","4","TRANSFERÈNCIA CORRENTS.","46","D'ENTITATS LOCALS.","461","DE DIPUTACIONS, CONSELLS O CABILDOS.","46132","DIBA-AJUTS IMPLANTAR MESURES DINAMITZACIÓ COMERCIAL (COMERÇ)","12900.00","12900.00","0.00","0.00","0.00","12500.00","12500.00","0.00","12500.00","0.00","96.9","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"2349408451","2017-1U053-32500","MERCAT.Expedició de documents","2017","1U053","111","32500","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U053","MERCAT","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","325","TAXA PER EXPEDICIÓ DE DOCUMENTS.","32500","EXPEDICIÓ DE DOCUMENTS","20000.00","20000.00","0.00","0.00","0.00","6.60","6.60","0.00","6.60","0.00","0","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"2189303230","2017-1U053-32904","MERCAT.Serveis de mercat","2017","1U053","111","32904","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U053","MERCAT","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","329","ALTRES TAXES PER LA REALIZAC DE ACTIVID DE COMPET LOCAL","32904","SERVEIS DE MERCAT","350000.00","350000.00","0.00","0.00","0.00","339062.34","336001.81","3060.53","297723.38","0.00","96","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
"2762403704","2017-1U053-33903","COMERÇ AMBULANT. Mercadal","2017","1U053","111","33903","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U053","MERCAT","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","339","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","33903","MERCADAL","91400.18","91400.18","0.00","0.00","0.00","71475.75","69506.25","1969.50","59297.52","594.50","76","2024/09/04 02:37:58.737","818460009","Ajuntament de Rubí"
