ANY_SUBVENCIO,DATA_SUBVENCIO,"CIF_BENEFICIARI","BENEFICIARI","CONVOCATORIA","CENTRE_GESTOR","SITUACIO",IMPORT_SOLICITAT,IMPORT_CONCEDIT,"CODI_ENS","NOM_ENS"
"2023","2023/11/16","G59734673","ASSOCIACIO DE MUSICS RUBI ROCK","Convocatòria 2023: Línia 3.2D Activitats de creació i difusió musical","Cultura","JUSTIFICADA","800.00","800.00","818460009","Ajuntament de Rubí"
"2023","2023/07/06","G60554425","CLUB ESPORTIU HORITZO 1994","ACTIVITATS ESPORTIVES ADAPTADES","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","5700.00","5700.00","818460009","Ajuntament de Rubí"
"2023","2023/05/31","Q5855633C","ESCOLA MOSSEN CINTO VERDAGUER","Escola Mossèn Cinto, ajut transport per activitats pedagògiques curs 2022-23","Educació","JUSTIFICADA","814.00","814.00","818460009","Ajuntament de Rubí"
"2023","2023/11/15","G58978651","GIMNAS ARTISTIC I ESPORTIU RUBI","Subvención 2023.GAER. Actividades gimnasia artística femenina, año 2023","Esports","JUSTIFICADA","2500.00","2500.00","818460009","Ajuntament de Rubí"
"2023","2023/04/12","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvención 2023. CE Rubí Futbol Sala. Gestión y dinamiz. pabellón y pista césped artificial Can Rosés, año 2023","Esports","JUSTIFICADA","66669.00","66669.00","818460009","Ajuntament de Rubí"
"2023","2023/11/01","R0800380H","CASA COLEGIO REGINA CARMELI RUBI","Subvención 2023. Colegio Regina Carmeli. Competiciones equpos femeninos, temp. 22-23","Esports","JUSTIFICADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G63930499","FUNDACIO PRIVADA AVAN","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","10000.00","10000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/01","V58070103","CENTRE EXCURSIONISTA DE RUBI","Convocatoria 2023. Línea 3.3B: Subvencions entitats REC programes esportius puntuals","Esports","JUSTIFICADA PARCIALMENTE","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/09","G62424767","SOCIETAT SANT ANTONI ABAD","Subvenció 2023 a Societat Sant Antoni Abat per la Festa d'Hivern Tres Tombs","Cultura","JUSTIFICADA","24935.97","24935.97","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G62654462","APLEC DE RUBI","Convocatòria 2023: Línia 3.2G Activitats de promoció i difusió de la cultura tradicional i popular catalana","Cultura","JUSTIFICADA","3775.00","2266.50","818460009","Ajuntament de Rubí"
"2023","2023/08/23","G60871761","CLUB VOLEIBOL RUBI","Subvención 2023. C Voleibol Rubí. Actividades equipos femeninos, temp 22-23","Esports","PAGADA","7500.00","7500.00","818460009","Ajuntament de Rubí"
"2023","2023/07/12","G61139432","CLUB PETANCA UNION LAS TORRES RUBI","Subvención 2023. CPetanca Unió Las Torres. Actividades equipos femeninos año 2023","Esports","JUSTIFICADA PARCIALMENTE","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2023","2023/06/13","S0800619I","INSTITUT ESCOLA TERESA ALTET","Escola Teresa Altet: Ajut transport per activitats  pedagògiques curs 2022-23","Educació","PAGADA","1484.00","1484.00","818460009","Ajuntament de Rubí"
"2023","2023/02/01","G62083357","NOVACT","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","8433.81","8433.81","818460009","Ajuntament de Rubí"
"2023","2023/04/12","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvención 2023. CE Rubí Futbol Sala. Actividades equipos masculinos, temp. 22-23","Esports","PAGADA","14000.00","14000.00","818460009","Ajuntament de Rubí"
"2023","2023/10/18","G66883083","ASSOCIACIO DE COMERCIANTS SERVEIS I RESTAURACIÓ DE RUBI","SUBVENCIÓ DIRECTE ASSOCIACIÓ DE COMERCIANTS, SERVEIS I RESTAURACIÓ PER AL PLA DE DINAMITZACIÓ COMERCIAL 2023","Comerç i Indústria","JUSTIFICADA","37500.00","37500.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","S5800028B","INSTITUT LA SERRETA","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","906.91","906.91","818460009","Ajuntament de Rubí"
"2023","2023/02/15","G59183806","UNIO ESPORTIVA DE RUBI","Subvención 2023. Unió Esportiva Rubí. Competiciones escolares y federadas equipos masculinos, temp. 22-23","Esports","PAGADA","40000.00","40000.00","818460009","Ajuntament de Rubí"
"2023","2023/11/15","G58978651","GIMNAS ARTISTIC I ESPORTIU RUBI","Subvención 2023. GAER. Actividades gimnasia artística masculina, año 2023","Esports","JUSTIFICADA","500.00","500.00","818460009","Ajuntament de Rubí"
"2023","2023/06/12","S0800121F","CEE CA'N ORIOL","CEE Ca n'Oriol: Ajut transport per activitats pedagògiques curs 2022-23","Educació","JUSTIFICADA","397.00","397.00","818460009","Ajuntament de Rubí"
"2023","2023/09/20","G60571668","UNIO ATLETICA RUBI","Subvención 2023. Unió Atlètica Rubí. Gestión instalación año 2023","Esports","JUSTIFICADA","78000.00","78000.00","818460009","Ajuntament de Rubí"
"2023","2023/12/13","G62083357","NOVACT","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","PAGADA","9690.30","9690.30","818460009","Ajuntament de Rubí"
"2023","2023/02/01","G64154479","ASSOCIACIO CREART","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","8774.57","8774.57","818460009","Ajuntament de Rubí"
"2023","2023/02/21","G58203183","ESBART DANSAIRE DE RUBI","CAMPANYA DE DANSA TRADICIONAL A LES ESCOLES DE RUBÍ CURS 2022-23","Educació","JUSTIFICADA","33544.00","33544.00","818460009","Ajuntament de Rubí"
"2023","2023/01/31","G60910528","ASSOCIACIO CATALANA D'ENGINYERIA SENSE FRONTERES","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","10393.18","10393.18","818460009","Ajuntament de Rubí"
"2023","2023/09/13","G59466011","CF JUVENTUT 25 DE SETEMBRE","Subvención 2023.CF Juventud 25 de setembre. Actividades de los equipos femeninos, temp 22-23","Esports","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/08/25","G63171698","ASSOC DE VEINS EL PORTAL DE CA N ORIOL","LINEA 3.2.3.B. Activitats de dinamització social, cultural i esportiva dels barris","Infraestructures i suport entitats","JUSTIFICADA","1104.16","1104.16","818460009","Ajuntament de Rubí"
"2023","2023/09/19","G59429290","ASSOCIACIO COMPARTIR","SUBVENCIÓ LÍNIA 1.1C. PROJECTES SOCIOEDUCATIUS ADREÇATS A LA INFÀNCIA I A L'ADOLESCÈNCIA.","Sanitat i serveis socials","JUSTIFICADA","1987.77","1987.77","818460009","Ajuntament de Rubí"
"2023","2023/10/05","Q2866001G","CRUZ ROJA ESPAÑOLA","SUBVENCIÓ LÍNIA 1.1E. PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","JUSTIFICADA","1500.00","1500.00","818460009","Ajuntament de Rubí"
"2023","2023/10/05","Q2866001G","CRUZ ROJA ESPAÑOLA","SUBVENCIÓ LÍNIA 1.1E. PROJECTES D'INCLUSIÓ SOCIAL DE PERSONES EN SITUACIÓ DE VULNERABILITAT O DIFICULTATS SOCIALS","Sanitat i serveis socials","JUSTIFICADA","1500.00","1500.00","818460009","Ajuntament de Rubí"
"2023","2023/09/28","G60845922","RUBI SOLIDARI","SUBVENCIONS LÍNIA 1.8A. ACTIVITATS DE SENSIBILITZACIÓ I EDUCACIÓ PER A LA CIUTADANIA GLOBAL","Polítiques de Ciutadania","REINTEGRADA","5610.00","5610.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G08992786","ASSOCIACIÓ DE PERSONES AMB DIVERSITAT INTELECTUAL DE RUBÍ","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","6036.38","6036.38","818460009","Ajuntament de Rubí"
"2023","2023/09/28","G65665226","GRUP EIRENE","SUBVENCIONS LÍNIA 1.8A. ACTIVITATS DE SENSIBILITZACIÓ I EDUCACIÓ PER A LA CIUTADANIA GLOBAL","Polítiques de Ciutadania","JUSTIFICADA PARCIALMENTE","3400.00","3400.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855553C","ESCOLA RAMON LLULL","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","690.24","690.24","818460009","Ajuntament de Rubí"
"2023","2023/09/20","G60571668","UNIO ATLETICA RUBI","Subvención 2023. Unió Atlètica Rubí. Actividades escolares y federadas masculinas, año 2023","Esports","JUSTIFICADA PARCIALMENTE","9000.00","9000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","S0800117D","ESCOLA CA N'ALZAMORA","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1380.46","1380.46","818460009","Ajuntament de Rubí"
"2023","2023/05/19","Q5855553C","ESCOLA RAMON LLULL","Escola Ramon Llull: ajut transport activitats pedagògiques curs 2022-23","Educació","JUSTIFICADA","1309.00","1309.00","818460009","Ajuntament de Rubí"
"2023","2023/09/19","G59429290","ASSOCIACIO COMPARTIR","SUBVENCIÓ LÍNIA 1.1C. PROJECTES SOCIOEDUCATIUS ADREÇATS A LA INFÀNCIA I A L'ADOLESCÈNCIA.","Sanitat i serveis socials","JUSTIFICADA","18600.92","18600.92","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G65858169","ASSOCIACIO L ESTEL - ASSOCIACIO PRO PERSONES EN RISC D EXCLUSIO SOCIAL","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","2331.47","2331.47","818460009","Ajuntament de Rubí"
"2023","2023/08/23","G60871761","CLUB VOLEIBOL RUBI","Subvención 2023.C Voleibol Rubí. Competiciones masculinas temp 22-23","Esports","JUSTIFICADA","1000.00","1000.00","818460009","Ajuntament de Rubí"
"2023","2023/03/15","G60944246","ASSOCIACIÓ PER LA PROMOCIÓ DE L'ESPECACLE INFANTIL I  JUVENIL LA XARXA","2023 La Xarxa. Espectacles infantils en el temps de lleure","Cultura","JUSTIFICADA","3841.46","3841.46","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G63436398","ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","3500.00","3500.00","818460009","Ajuntament de Rubí"
"2023","2023/02/15","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvención 2023. CE Rubí Futbol Sala. Final de la temporada 22-23 del programa de mantenimiento para adultos, Esport per a Tothom","Esports","JUSTIFICADA","32000.00","32000.00","818460009","Ajuntament de Rubí"
"2023","2023/07/14","G67018010","AULA D EXTENSIÓ UNIVERSITARIA DE RUBI PER A LA GENT GRAN","SUBVENCIÓ FINANÇAMENT XERRADES DIVULGATIVES I ACTIVITATS CULTURALS 2023","Polítiques de Ciutadania","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G64599509","CLUB ESCOLA DE FUTBOL CAN MIR","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","1070.00","1070.00","818460009","Ajuntament de Rubí"
"2023","2023/06/13","Q5855639J","ESCOLA JOAN MARAGALL","Escola Joan Maragall: Ajut transport per activitats pedagògiques curs 2022-23","Educació","JUSTIFICADA","4053.38","4053.38","818460009","Ajuntament de Rubí"
"2023","2023/01/31","Q2866001G","CRUZ ROJA ESPAÑOLA","SUBVENCIÓ COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT 2023","Polítiques de Ciutadania","JUSTIFICADA","8987.54","8987.54","818460009","Ajuntament de Rubí"
"2023","2023/07/11","G60313459","COLLA DE GEGANTERS DE RUBI","Subvenció 2023 - Colla de Geganters de Rubí per al Programa de sortides, trobades i difusió de la cultura gegantera i conservació patrimonial","Cultura","JUSTIFICADA","11890.24","11890.24","818460009","Ajuntament de Rubí"
"2023","2023/12/13","Q2866001G","CRUZ ROJA ESPAÑOLA","SUBVENCIÓ CONCURRÈNCIA PROJECTES DE COOPERACIÓ INTERNACIONAL AL DESENVOLUPAMENT","Polítiques de Ciutadania","PAGADA","9933.78","9933.78","818460009","Ajuntament de Rubí"
"2023","2023/07/24","G63487607","FUNDACIO PRIVADA LLIGA CATALANA D AJUDA ONCOLOGICA","LÍNEA 3.4A: ACTIVIDADES DE EDUCACIÓN PARA LA SALUD Y DE SOPORTE SOCIOSANITARIO A ENFERMOS Y FAMILIARES","Salut pública","JUSTIFICADA PARCIALMENTE","5000.00","4025.30","818460009","Ajuntament de Rubí"
"2023","2023/11/10","Q2866001G","CRUZ ROJA ESPAÑOLA","SUBVENCIÓ DIRECTA COBERTURA NECESSITATS BÀSIQUES","Sanitat i serveis socials","JUSTIFICADA PARCIALMENTE","150000.00","150000.00","818460009","Ajuntament de Rubí"
"2023","2023/07/24","G63930499","FUNDACIO PRIVADA AVAN","LÍNEA 3.4A: ACTIVIDADES DE EDUCACIÓN PARA LA SALUD Y DE SOPORTE SOCIOSANITARIO A ENFERMOS Y FAMILIARES","Salut pública","JUSTIFICADA PARCIALMENTE","10000.00","4016.89","818460009","Ajuntament de Rubí"
"2023","2023/10/20","Q0873004F","CAMARA OFICIAL DE COMERCIO E  INDUSTRIA TERRASSA","SUBVENCIÓ DIRECTE CAMBRA OFICIAL COMERÇ I INDUSTRIA DE TERRASSA PEL PROJECTE VALS CONSUM 2023","Comerç i Indústria","REINTEGRADA","100000.00","100000.00","818460009","Ajuntament de Rubí"
"2023","2023/03/01","G59527903","CD OLIMPIC CAN FATJO","Subvención 2023. CE Olimpic Can Fatjó. Actividades deportivas equipos femeninos, temp. 22-23","Esports","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/09/28","G60845922","RUBI SOLIDARI","SUBVENCIONS LÍNIA 1.8A. ACTIVITATS DE SENSIBILITZACIÓ I EDUCACIÓ PER A LA CIUTADANIA GLOBAL","Polítiques de Ciutadania","REINTEGRADA","2030.00","2030.00","818460009","Ajuntament de Rubí"
"2023","2023/07/06","R0801934A","CARITAS DIOCESANA DE TERRASSA","PROJECTES MENJADOR SOCIAL, REBOST, ACOLLIDA SOCIAL, AULA JOVE, CASALET.","Sanitat i serveis socials","JUSTIFICADA","63000.00","63000.00","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855634A","ESCOLA MONTESSORI","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1468.70","1468.70","818460009","Ajuntament de Rubí"
"2023","2023/09/13","G59466011","CF JUVENTUT 25 DE SETEMBRE","Subvención 2023. CF Juventud 25 de setembre. Actividades de los equipos masculinos, temp. 22-23","Esports","JUSTIFICADA","14000.00","14000.00","818460009","Ajuntament de Rubí"
"2023","2023/04/12","G60208972","CLUB ESPORTIU RUBI FUTBOL SALA","Subvención 2023. CE Rubí Futbol Sala. Actividades equipos femeninos, temp. 22-23","Esports","JUSTIFICADA","4000.00","4000.00","818460009","Ajuntament de Rubí"
"2023","2023/07/11","G59755363","ASSOCIACIO DE PESSEBRISTES DE RUBI","Subvenció 2023 - Associació Pessebristes de Rubí per l'Exposició de diorames de Nadal","Cultura","JUSTIFICADA","2515.24","2515.24","818460009","Ajuntament de Rubí"
"2023","2023/07/21","G56043565","REFUGIADOS BIENVENIDOS ESPAÑA","REFUGEES WELCOME RUBÍ. CULTURA DE BENVINGUDA 2023","Polítiques de Ciutadania","JUSTIFICADA","14350.00","14350.00","818460009","Ajuntament de Rubí"
"2023","2023/09/20","G61004412","HOQUEI CLUB RUBI CENT PATINS","Subvención 2023. HCR Cent Patins. Competiciones equipos masculinos, temp 22-23","Esports","JUSTIFICADA","12000.00","12000.00","818460009","Ajuntament de Rubí"
"2023","2023/08/25","G61044673","ASOC DE VECINOS DE LA PLANA DEL CASTELL","LINEA 3.2.3.B. Activitats de dinamització social, cultural i esportiva dels barris","Infraestructures i suport entitats","JUSTIFICADA","820.00","820.00","818460009","Ajuntament de Rubí"
"2023","2023/09/20","G61004412","HOQUEI CLUB RUBI CENT PATINS","Subvención 2023. HCR Cent Patins. Organización Escola Esportiva, temp. 22-23","Esports","JUSTIFICADA","1200.00","1200.00","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G58061011","IRMANDADE GALEGA DE RUBI","Convocatòria 2023: Línia 3.2C Activitats de promoció i difusió de la cultura popular i tradicional de la resta d'Espanya","Cultura","JUSTIFICADA","7000.00","4771.35","818460009","Ajuntament de Rubí"
"2023","2023/05/11","Q5855635H","ESCOLA PAU CASALS","2022-23 Ajuts als Centres educatius públics per a Activitats o Projectes Pedagògics","Educació","JUSTIFICADA","1813.82","1813.82","818460009","Ajuntament de Rubí"
"2023","2023/06/13","S0800276H","ESCOLA RIVO RUBEO","Escola Rivo Rubeo: Ajut transport per activitats pedagògiques curs 2022-23","Educació","JUSTIFICADA","2988.22","2988.22","818460009","Ajuntament de Rubí"
"2023","2023/05/11","G61323317","AMICS AUTOMOBILS ANTICS DE RUBI","2023 - Cotxes clàssics: Activitats de foment i conservació patrimonial dels cotxes clàssics","Cultura","JUSTIFICADA","2195.12","2195.12","818460009","Ajuntament de Rubí"
"2023","2023/11/16","G58202953","CASA DE ANDALUCIA EN RUBI","Convocatòria 2023: Línia 3.2C Activitats de promoció i difusió de la cultura popular i tradicional de la resta d'Espanya","Cultura","JUSTIFICADA","3000.00","2375.00","818460009","Ajuntament de Rubí"
"2023","2023/03/16","G61289658","ASSOCIACIO  SANT GALDERIC","2023. Fira de Sant Galderic i activitats relacionades","Cultura","JUSTIFICADA","2515.24","2515.24","818460009","Ajuntament de Rubí"
"2023","2023/09/25","G67008318","RUBITEA ASSOCIACIO DE FAMILIES DE PERSONES AMB AUTISME","SUBVENCIONS LÍNIA 1.1F. PROJECTES D'INCLUSIÓ SOCIO LABORAL DE PERSONES AMB DIVERSITAT FUNCIONAL","Sanitat i serveis socials","JUSTIFICADA","1790.00","1790.00","818460009","Ajuntament de Rubí"
