"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2009","2009-01-02","2009","1","Divendres","09:50:00","Atropellament","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"2/2009","2009-01-02","2009","1","Divendres","14:10:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"3/2009","2009-01-03","2009","1","Dissabte","03:55:00","Envestida","2","El Mercat","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"4/2009","2009-01-03","2009","1","Dissabte","09:00:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"5/2009","2009-01-03","2009","1","Dissabte","20:30:00","Altres (incendi, explosió, esllavissada, etc.)","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"17/2009","2009-01-06","2009","1","Dimarts","18:20:00","Xoc sense sortida de via","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"6/2009","2009-01-06","2009","1","Dimarts","18:20:00","Xoc sense sortida de via","0","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"14/2009","2009-01-07","2009","1","Dimecres","07:00:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"10/2009","2009-01-08","2009","1","Dijous","05:40:00","Sortida de via amb caiguda, bolcada, xoc","1","Sant Muç","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"7/2009","2009-01-08","2009","1","Dijous","06:30:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"12/2009","2009-01-09","2009","1","Divendres","09:00:00","Xoc sense sortida de via","1","Les Torres","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"8/2009","2009-01-09","2009","1","Divendres","16:55:00","Altres (incendi, explosió, esllavissada, etc.)","1","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"9/2009","2009-01-09","2009","1","Divendres","17:48:00","Col·lisió frontal","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"11/2009","2009-01-10","2009","1","Dissabte","16:20:00","Xoc sense sortida de via","2","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"13/2009","2009-01-11","2009","1","Diumenge","13:40:00","Col·lisió frontal","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"15/2009","2009-01-12","2009","1","Dilluns","05:45:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"16/2009","2009-01-12","2009","1","Dilluns","11:10:00","Col·lisió frontal","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"18/2009","2009-01-13","2009","1","Dimarts","15:20:00","Altres (incendi, explosió, esllavissada, etc.)","1","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"18/2009","2009-01-13","2009","1","Dimarts","15:20:00","Altres (incendi, explosió, esllavissada, etc.)","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"19/2009","2009-01-14","2009","1","Dimecres","09:50:00","Xoc sense sortida de via","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"21/2009","2009-01-14","2009","1","Dimecres","09:50:00","Fregament negatiu (mateix sentit)","3","Plana de Can Bertran","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"20/2009","2009-01-14","2009","1","Dimecres","15:46:00","Xoc sense sortida de via","1","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"22/2009","2009-01-14","2009","1","Dimecres","17:58:00","Fregament positiu (diferent sentit)","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"24/2009","2009-01-15","2009","1","Dijous","08:15:00","Sortida de via amb caiguda, bolcada, xoc","1","Sant Jordi Parc","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"23/2009","2009-01-15","2009","1","Dijous","17:20:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"25/2009","2009-01-15","2009","1","Dijous","19:45:00","Múltiple","3","El Mercat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"26/2009","2009-01-16","2009","1","Divendres","06:45:00","Fregament negatiu (mateix sentit)","2","Can Vallhonrat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"27/2009","2009-01-16","2009","1","Divendres","07:35:00","Col·lisió frontal","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"28/2009","2009-01-16","2009","1","Divendres","10:30:00","Fregament negatiu (mateix sentit)","2","Ca n'Alzamora","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"28/2009","2009-01-16","2009","1","Divendres","10:30:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"29/2009","2009-01-17","2009","1","Dissabte","15:50:00","Fregament negatiu (mateix sentit)","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"32/2009","2009-01-19","2009","1","Dilluns","10:00:00","Altres (incendi, explosió, esllavissada, etc.)","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"33/2009","2009-01-19","2009","1","Dilluns","17:15:00","Envestida","2","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"31/2009","2009-01-20","2009","1","Dimarts","08:45:00","Fregament negatiu (mateix sentit)","2","Can Serrafossà - La Perla","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"30/2009","2009-01-20","2009","1","Dimarts","10:00:00","Atropellament","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"34/2009","2009-01-22","2009","1","Dijous","22:56:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"37/2009","2009-01-24","2009","1","Dissabte","02:30:00","Encalç","2","Can Rosés","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"36/2009","2009-01-25","2009","1","Diumenge","11:20:00","Xoc sense sortida de via","1","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
