"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2010","2010-01-03","2010","1","Diumenge","20:30:00","Xoc sense sortida de via","1","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"2/2010","2010-01-04","2010","1","Dilluns","20:53:00","Sortida de via amb caiguda, bolcada, xoc","1","Sant Jordi Parc","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"3/2010","2010-01-05","2010","1","Dimarts","20:30:00","Encalç","3","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"4/2010","2010-01-06","2010","1","Dimecres","11:29:00","Sortida de via amb caiguda, bolcada, xoc","6","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"4/2010","2010-01-06","2010","1","Dimecres","11:29:00","Sortida de via amb caiguda, bolcada, xoc","6","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"8/2010","2010-01-07","2010","1","Dijous","19:00:00","Atropellament","3","Les Torres","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"5/2010","2010-01-07","2010","1","Dijous","22:30:00","Xoc sense sortida de via","1","Sant Muç","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"6/2010","2010-01-08","2010","1","Divendres","01:15:00","Sortida de via amb caiguda, bolcada, xoc","1","El Mercat","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"7/2010","2010-01-08","2010","1","Divendres","07:45:00","Col·lisió frontal","2","Can Solà","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"10/2010","2010-01-08","2010","1","Divendres","09:00:00","Fregament negatiu (mateix sentit)","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"10/2010","2010-01-08","2010","1","Divendres","09:00:00","Fregament negatiu (mateix sentit)","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"13/2010","2010-01-08","2010","1","Divendres","19:10:00","Altres (incendi, explosió, esllavissada, etc.)","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"11/2010","2010-01-09","2010","1","Dissabte","19:15:00","Xoc sense sortida de via","1","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"12/2010","2010-01-10","2010","1","Diumenge","11:15:00","Sortida de via amb caiguda, bolcada, xoc","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"9/2010","2010-01-10","2010","1","Diumenge","13:10:00","Encalç","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"17/2010","2010-01-11","2010","1","Dilluns","09:00:00","Xoc sense sortida de via","1","Ca n'Oriol","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"14/2010","2010-01-11","2010","1","Dilluns","09:30:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"15/2010","2010-01-11","2010","1","Dilluns","12:12:00","Envestida","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"18/2010","2010-01-12","2010","1","Dimarts","05:30:00","Fregament negatiu (mateix sentit)","4","Can Fatjó","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"16/2010","2010-01-12","2010","1","Dimarts","08:15:00","Fregament positiu (diferent sentit)","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"20/2010","2010-01-12","2010","1","Dimarts","16:35:00","Envestida","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"20/2010","2010-01-12","2010","1","Dimarts","16:35:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"19/2010","2010-01-12","2010","1","Dimarts","19:45:00","Xoc sense sortida de via","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"21/2010","2010-01-13","2010","1","Dimecres","14:00:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"22/2010","2010-01-13","2010","1","Dimecres","18:15:00","Encalç","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"22/2010","2010-01-13","2010","1","Dimecres","18:15:00","Encalç","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"23/2010","2010-01-13","2010","1","Dimecres","19:50:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"24/2010","2010-01-14","2010","1","Dijous","18:40:00","Fregament negatiu (mateix sentit)","2","Can Vallhonrat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"25/2010","2010-01-15","2010","1","Divendres","13:55:00","Xoc sense sortida de via","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"27/2010","2010-01-15","2010","1","Divendres","18:30:00","Envestida","2","El Mercat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"26/2010","2010-01-16","2010","1","Dissabte","22:30:00","Xoc sense sortida de via","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"28/2010","2010-01-19","2010","1","Dimarts","11:35:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"28/2010","2010-01-19","2010","1","Dimarts","11:35:00","Envestida","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"29/2010","2010-01-19","2010","1","Dimarts","13:40:00","Col·lisió frontal","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"29/2010","2010-01-19","2010","1","Dimarts","13:40:00","Col·lisió frontal","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"30/2010","2010-01-19","2010","1","Dimarts","15:05:00","Envestida","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"31/2010","2010-01-19","2010","1","Dimarts","21:05:00","Col·lisió frontal","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"32/2010","2010-01-20","2010","1","Dimecres","08:00:00","Fregament negatiu (mateix sentit)","3","Ca n'Oriol","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"33/2010","2010-01-20","2010","1","Dimecres","13:00:00","Col·lisió frontal","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"34/2010","2010-01-20","2010","1","Dimecres","18:15:00",,"2","Les Torres","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"35/2010","2010-01-21","2010","1","Dijous","09:40:00","Xoc sense sortida de via","1","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"35/2010","2010-01-21","2010","1","Dijous","09:40:00","Xoc sense sortida de via","1","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"36/2010","2010-01-21","2010","1","Dijous","21:40:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"36/2010","2010-01-21","2010","1","Dijous","21:40:00","Envestida","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"37/2010","2010-01-22","2010","1","Divendres","00:15:00","Sortida de via amb caiguda, bolcada, xoc","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"39/2010","2010-01-22","2010","1","Divendres","15:45:00","Xoc sense sortida de via","1","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"38/2010","2010-01-22","2010","1","Divendres","17:00:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"40/2010","2010-01-23","2010","1","Dissabte","01:15:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"41/2010","2010-01-25","2010","1","Dilluns","07:20:00","Encalç","3","25 de Setembre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"42/2010","2010-01-27","2010","1","Dimecres","05:05:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"44/2010","2010-01-27","2010","1","Dimecres","08:10:00","Xoc sense sortida de via","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"43/2010","2010-01-27","2010","1","Dimecres","09:30:00","Altres (incendi, explosió, esllavissada, etc.)","1","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"45/2010","2010-01-31","2010","1","Diumenge","04:45:00","Xoc sense sortida de via","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
