"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"2/2020","2020-01-01","2020","1","Dimecres","06:40:00","Sortida de via amb xoc o col·lisió","1","Castellnou - Can Mir","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.522474","2.005141","POINT (416994.537878 4597236.961735)"
"1/2020","2020-01-01","2020","1","Dimecres","09:16:00","Xoc sense sortida de via","7","Ca n'Oriol","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.494616","2.038939","POINT (419780.034273 4594112.223979)"
"3/2020","2020-01-02","2020","1","Dijous","16:20:00","Fregament negatiu (mateix sentit)","2","25 de Setembre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.48402","2.039343","POINT (419800.729445 4592935.482493)"
"4/2020","2020-01-04","2020","1","Dissabte","01:00:00","Sortida de via amb xoc o col·lisió","1","Plana del Castell","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.4945","2.0282","POINT (418883.493289 4594109.416185)"
"5/2020","2020-01-07","2020","1","Dimarts","08:30:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.492923","2.033581","POINT (419330.730655 4593929.343477)"
"9/2020","2020-01-09","2020","1","Dijous","16:35:00","Envestida","2","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.479205","2.036647","POINT (419569.694 4592403.47)"
"10/2020","2020-01-09","2020","1","Dijous","17:30:00","Fregament negatiu (mateix sentit)","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.485973","2.040374","POINT (419889.229774 4593151.33579)"
"11/2020","2020-01-10","2020","1","Divendres","05:30:00","Sortida de via amb xoc o col·lisió","2","Can Fatjó","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.473671","2.02444","POINT (418543.613 4591800.46)"
"12/2020","2020-01-10","2020","1","Divendres","13:30:00","Fregament negatiu (mateix sentit)","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.499985","2.031467","POINT (419163.067661 4594715.299252)"
"13/2020","2020-01-10","2020","1","Divendres","19:40:00","Encalç","2","Les Torres","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.484998","2.032501","POINT (419230.730463 4593050.429649)"
"14/2020","2020-01-15","2020","1","Dimecres","11:45:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.494077","2.030995","POINT (419116.285578 4594059.86032)"
"15/2020","2020-01-15","2020","1","Dimecres","14:21:00","Encalç","3","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.489672","2.028673","POINT (418916.97 4593572.93)"
"16/2020","2020-01-17","2020","1","Divendres","13:45:00","Encalç","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.507038","2.03657","POINT (419597.703 4595493.62)"
"17/2020","2020-01-18","2020","1","Dissabte","14:15:00","Caiguda en la via","1","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.476464","2.032322","POINT (419205.157567 4592103.185503)"
"18/2020","2020-01-19","2020","1","Diumenge","02:00:00","Fregament negatiu (mateix sentit)","4","Castellnou - Can Mir","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.535061","1.995502","POINT (416206.506 4598643.77)"
"19/2020","2020-01-19","2020","1","Diumenge","11:25:00","Sortida de via amb xoc o col·lisió","1","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.510538","2.012725","POINT (417612.12568 4595904.630573)"
"20/2020","2020-01-19","2020","1","Diumenge","15:48:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.492885","2.032675","POINT (419255.041906 4593925.873175)"
"21/2020","2020-01-20","2020","1","Dilluns","14:30:00","Xoc sense sortida de via","1","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.482341","2.032349","POINT (419214.711293 4592755.629136)"
"22/2020","2020-01-20","2020","1","Dilluns","22:00:00","Caiguda en la via","1","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.488389","2.032569","POINT (419240.631101 4593426.877273)"
"23/2020","2020-01-21","2020","1","Dimarts","18:36:00","Xoc sense sortida de via","1","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.476914","2.035107","POINT (419438.315 4592150.57)"
"24/2020","2020-01-22","2020","1","Dimecres","06:30:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.473657","2.025164","POINT (418604.064 4591798.21)"
"25/2020","2020-01-22","2020","1","Dimecres","13:50:00","Encalç","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.478848","2.023966","POINT (418510.511788 4592375.706181)"
"26/2020","2020-01-22","2020","1","Dimecres","17:30:00","Encalç","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.474221","2.029327","POINT (418952.352 4591857)"
"29/2020","2020-01-22","2020","1","Dimecres","18:15:00","Col·lisió frontal","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.487883","2.039942","POINT (419855.477766 4593363.88579)"
"27/2020","2020-01-23","2020","1","Dijous","04:00:00","Altres (incendi, explosió, esllavissada, etc.)","1","Can Fatjó","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.483043","2.028969","POINT (418933.442227 4592836.727876)"
"30/2020","2020-01-23","2020","1","Dijous","04:45:00","Fregament negatiu (mateix sentit)","2","Can Rosés","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.506926","2.035566","POINT (419513.771 4595482.1)"
"28/2020","2020-01-23","2020","1","Dijous","08:15:00","Encalç","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.492173","2.036647","POINT (419585.751016 4593843.197225)"
"31/2020","2020-01-23","2020","1","Dijous","10:10:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.493351","2.03148","POINT (419155.89156 4593978.726895)"
"35/2020","2020-01-23","2020","1","Dijous","11:30:00","Sortida de via amb xoc o col·lisió","1","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.506024","2.008677","POINT (417268.579 4595407.36)"
"32/2020","2020-01-23","2020","1","Dijous","17:06:00","Caiguda en la via","1","25 de Setembre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.483108","2.041145","POINT (419950.048751 4592832.591041)"
"33/2020","2020-01-23","2020","1","Dijous","18:00:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.474253","2.02933","POINT (418952.616 4591860.57)"
"34/2020","2020-01-23","2020","1","Dijous","18:40:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.493149","2.029075","POINT (418954.891 4593958.66)"
"39/2020","2020-01-24","2020","1","Divendres","21:45:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.489426","2.028728","POINT (418921.269803 4593545.595647)"
"37/2020","2020-01-25","2020","1","Dissabte","20:15:00","Envestida","3","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.487414","2.023068","POINT (418446.250977 4593327.495884)"
"38/2020","2020-01-26","2020","1","Diumenge","08:20:00","Col·lisió frontal","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.486814","2.023999","POINT (418523.237734 4593260.087965)"
"42/2020","2020-01-26","2020","1","Diumenge","12:34:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.49476","2.031018","POINT (419119.09479 4594135.668555)"
"36/2020","2020-01-26","2020","1","Diumenge","12:45:00","Envestida","2","Sant Jordi Parc","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.490935","2.021806","POINT (418345.363 4593719.69)"
"40/2020","2020-01-27","2020","1","Dilluns","12:50:00","Col·lisió frontal","2","Sant Jordi Parc","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.492454","2.025341","POINT (418642.363 4593884.99)"
"43/2020","2020-01-27","2020","1","Dilluns","14:40:00","Xoc sense sortida de via","3","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.497216","2.03481","POINT (419438.612 4594404.74)"
"41/2020","2020-01-28","2020","1","Dimarts","13:05:00","Xoc sense sortida de via","1","Sector Z","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.487883","2.039942","POINT (419855.477766 4593363.88579)"
