ANY,"DISTRICTE","SECCIO","DISTRICTE_SECCIO",CONSUM_M3,CONSUM_KWH,"CODI_ENS","NOM_ENS"
"2021","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut",,"785378.00","818460009","Ajuntament de Rubí"
"2021","Districte 01","Secció 1","Districte 01 / Secció 1",,"237353.00","818460009","Ajuntament de Rubí"
"2021","Districte 01","Secció 2","Districte 01 / Secció 2",,"198751.00","818460009","Ajuntament de Rubí"
"2021","Districte 01","Secció 3","Districte 01 / Secció 3",,"405152.00","818460009","Ajuntament de Rubí"
"2021","Districte 02","Secció 1","Districte 02 / Secció 1",,"185049.00","818460009","Ajuntament de Rubí"
"2021","Districte 02","Secció 3","Districte 02 / Secció 3",,"205035.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 1","Districte 03 / Secció 1",,"241407.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 3","Districte 03 / Secció 3",,"192699.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 4","Districte 03 / Secció 4",,"215829.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 5","Districte 03 / Secció 5",,"265394.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 6","Districte 03 / Secció 6",,"178228.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 7","Districte 03 / Secció 7",,"254404.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 8","Districte 03 / Secció 8",,"96453.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 1","Districte 04 / Secció 1",,"255347.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 2","Districte 04 / Secció 2",,"275191.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 3","Districte 04 / Secció 3",,"246756.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 4","Districte 04 / Secció 4",,"307768.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 5","Districte 04 / Secció 5",,"309486.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 6","Districte 04 / Secció 6",,"231480.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 7","Districte 04 / Secció 7",,"263935.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 8","Districte 04 / Secció 8",,"114294.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 9","Districte 04 / Secció 9",,"316336.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 10","Districte 04 / Secció 10",,"262524.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 11","Districte 04 / Secció 11",,"296566.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 12","Districte 04 / Secció 12",,"200008.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 13","Districte 04 / Secció 13",,"170668.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 14","Districte 04 / Secció 14",,"283961.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 15","Districte 04 / Secció 15",,"153957.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 16","Districte 04 / Secció 16",,"336855.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 18","Districte 04 / Secció 18",,"176218.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 19","Districte 04 / Secció 19",,"140256.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 20","Districte 04 / Secció 20",,"106007.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 21","Districte 04 / Secció 21",,"382384.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 22","Districte 04 / Secció 22",,"379441.00","818460009","Ajuntament de Rubí"
"2021","Districte 01","Secció 4","Districte 01 / Secció 4",,"200012.00","818460009","Ajuntament de Rubí"
"2021","Districte 02","Secció 4","Districte 02 / Secció 4",,"394634.00","818460009","Ajuntament de Rubí"
"2021","Districte 02","Secció 5","Districte 02 / Secció 5",,"120191.00","818460009","Ajuntament de Rubí"
"2021","Districte 02","Secció 6","Districte 02 / Secció 6",,"199052.00","818460009","Ajuntament de Rubí"
"2021","Districte 03","Secció 9","Districte 03 / Secció 9",,"404351.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 23","Districte 04 / Secció 23",,"142490.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 24","Districte 04 / Secció 24",,"191069.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 25","Districte 04 / Secció 25",,"93793.00","818460009","Ajuntament de Rubí"
"2021","Districte 04","Secció 26","Districte 04 / Secció 26",,"258997.00","818460009","Ajuntament de Rubí"
