"NOM_CONVOCATORIA","ANY_CONVOCATORIA","DATA_CONVOCATORIA","DISTRICTE","SECCIO","MESA","COL_LEGI","EDAT_CENS_INE","CODI_INTERVAL_EDAD_INE","INTERVAL_EDAD_INE","CONTINENT_NAIXEMENT","CODI_SEXE","SEXE",CODI_ESTUDIS,"ESTUDIS_DESC",DADES,"CODI_ENS","NOM_ENS"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","B","ESCOLA TERESA ALTET","44","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","9","A","ESCOLA CA N'ALZAMORA","44","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","3","B","ESCOLA MARIA MONTESSORI","44","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","B","EDIFICI RESSÒ","45","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","A","ESCOLA TERESA ALTET","47","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","9","B","INSTITUT LA SERRETA","44","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","A","EDIFICI RESSÒ","46","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","B","INSTITUT DUC DE MONTBLANC","47","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","5","A","ESCOLA JOAN MARAGALL","47","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","5","A","ESCOLA JOAN MARAGALL","43","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","B","INSTITUT DUC DE MONTBLANC","43","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","B","INSTITUT DUC DE MONTBLANC","47","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","1","A","ESCOLA RAMON LLULL","46","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","9","B","INSTITUT LA SERRETA","46","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","14","B","INSTITUT LA SERRETA","46","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","9","B","INSTITUT LA SERRETA","44","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","A","EDIFICI RESSÒ","45","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","12","A","BIBLIOTECA MESTRE MARTI TAULER","46","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","A","INSTITUT DUC DE MONTBLANC","44","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","A","EDIFICI RESSÒ","46","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","C","ESCOLA MOSSEN CINTO VERDAGUER","45","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","6","B","ATENEU","79","7","76-85 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","3","A","ESCOLA RAMON LLULL","44","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","6","A","ESCOLA JOAN MARAGALL","43","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","B","ESCOLA PAU CASALS","49","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","A","ESCOLA VINT-I-CINC DE SETEMBRE","39","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","3","B","ESCOLA MARIA MONTESSORI","41","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","12","B","BIBLIOTECA MESTRE MARTI TAULER","46","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","C","ESCOLA JOAN MARAGALL","43","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","B","BIBLIOTECA MESTRE MARTI TAULER","37","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","B","ESCOLA VINT-I-CINC DE SETEMBRE","43","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","24","U","BIBLIOTECA MESTRE MARTI TAULER","46","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","3","A","ESCOLA RAMON LLULL","35","2","26-35 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","18","B","ESCOLA SCHOLA","42","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","1","A","RUBÍ FORMA","48","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","6","B","ESCOLA JOAN MARAGALL","47","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","A","ESCOLA VINT-I-CINC DE SETEMBRE","47","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","B","ESCOLA JOAN MARAGALL","40","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","37","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","B","ESCOLA VINT-I-CINC DE SETEMBRE","45","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","6","B","ESCOLA VINT-I-CINC DE SETEMBRE","43","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","6","B","ATENEU","47","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","21","A","ESCOLA BRESSOL-LLUNA","48","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","3","B","EQUIPAMENT ESCOLAR-ZONA ESCARDIVOL","47","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","6","A","ATENEU","42","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","3","B","EQUIPAMENT ESCOLAR-ZONA ESCARDIVOL","44","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","25","U","INSTITUT LA SERRETA","46","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","B","ESCOLA RIVO RUBEO","39","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","B","ESCOLA PAU CASALS","43","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","C","ESCOLA JOAN MARAGALL","44","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","5","A","ESCOLA JOAN MARAGALL","47","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","B","ESCOLA PAU CASALS","47","4","46-55 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","24","U","BIBLIOTECA MESTRE MARTI TAULER","50","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","A","ESCOLA MOSSEN CINTO VERDAGUER","48","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","A","ESCOLA PAU CASALS","46","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","C","CENTRE CIVIC EL PINAR - LA CRUÏLLA","50","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","25","U","INSTITUT LA SERRETA","46","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","5","A","ESCOLA JOAN MARAGALL","48","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","6","A","ATENEU","38","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","25","U","INSTITUT LA SERRETA","49","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","A","ESCOLA TERESA ALTET","49","4","46-55 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","3","A","EQUIPAMENT ESCOLAR-ZONA ESCARDIVOL","43","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","A","ESCOLA MOSSEN CINTO VERDAGUER","40","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","5","B","ESCOLA JOAN MARAGALL","44","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","B","BIBLIOTECA MESTRE MARTI TAULER","42","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","A","ESCOLA PAU CASALS","47","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","A","ESCOLA TERESA ALTET","43","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","B","ESCOLA RIVO RUBEO","46","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","C","ESCOLA BRESSOL SOL SOLET-ZONA ESCARDIVOL","43","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","A","EDIFICI RESSÒ","46","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","C","ESCOLA BRESSOL SOL SOLET-ZONA ESCARDIVOL","40","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","4","A","ESCOLA RIVO RUBEO","48","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","B","ESCOLA PAU CASALS","45","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","B","ESCOLA PAU CASALS","43","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","C","INSTITUT DUC DE MONTBLANC","48","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","3","B","ESCOLA RAMON LLULL","47","4","46-55 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","3","B","ESCOLA RAMON LLULL","42","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","B","INSTITUT L'ESTATUT","41","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","B","EDIFICI RESSÒ","46","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","B","EDIFICI RESSÒ","46","4","46-55 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","B","INSTITUT L'ESTATUT","40","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","B","ESCOLA PAU CASALS","47","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","C","ESCOLA BRESSOL SOL SOLET-ZONA ESCARDIVOL","46","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","9","B","ESCOLA CA N'ALZAMORA","36","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","3","C","ESCOLA JOAN MARAGALL","38","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","3","B","ESCOLA MARIA MONTESSORI","46","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","1","B","ESCOLA RAMON LLULL","46","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","4","A","ESCOLA MARIA MONTESSORI","42","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","6","A","ATENEU","46","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","44","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","39","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","C","INSTITUT DUC DE MONTBLANC","48","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","C","INSTITUT DUC DE MONTBLANC","47","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","A","INSTITUT DUC DE MONTBLANC","46","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","A","INSTITUT DUC DE MONTBLANC","49","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","A","ESCOLA PAU CASALS","44","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","21","A","ESCOLA BRESSOL-LLUNA","46","4","46-55 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","5","A","ESCOLA SCHOLA","43","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","2","A","ESCOLA PAU CASALS","43","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","B","ESCOLA TERESA ALTET","37","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","1","B","RUBÍ FORMA","43","3","36-45 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","B","INSTITUT L'ESTATUT","40","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","7","B","ESCOLA PAU CASALS","42","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","5","B","ESCOLA VINT-I-CINC DE SETEMBRE","42","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","8","A","ESCOLA VINT-I-CINC DE SETEMBRE","45","3","36-45 Anys","Unió Europea","V","Home","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","16","B","ESCOLA TERESA ALTET","45","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","13","B","BIBLIOTECA MESTRE MARTI TAULER","47","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","A","INSTITUT L'ESTATUT","46","4","46-55 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","10","B","ESCOLA MOSSEN CINTO VERDAGUER","47","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","18","A","ESCOLA SCHOLA","45","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","26","B","ESCOLA TERESA ALTET","40","3","36-45 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","6","A","ATENEU","45","3","36-45 Anys","Unió Europea","M","Dona","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","26","A","ESCOLA TERESA ALTET","46","4","46-55 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","B","INSTITUT L'ESTATUT","42","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","1","2","B","CENTRE CIVIC CAN FATJO","49","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","1","B","EDIFICI RESSÒ","40","3","36-45 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","2","4","B","INSTITUT DUC DE MONTBLANC","47","4","46-55 Anys","Unió Europea","V","Home","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","26","B","ESCOLA TERESA ALTET","45","3","36-45 Anys","Unió Europea","M","Dona","4","Superior a primària","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","4","22","B","INSTITUT L'ESTATUT","47","4","46-55 Anys","Unió Europea","M","Dona","3","Primària completa","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
"Eleccions Municipals 2023","2023","2023/05/28","3","6","A","ESCOLA VINT-I-CINC DE SETEMBRE","46","4","46-55 Anys","Unió Europea","V","Home","2","Primària incompleta","2026/08/17 02:44:10.000000000","818460009","Ajuntament de Rubí"
