ANY,"DISTRICTE","SECCIO","DISTRICTE_SECCIO",CONSUM_M3,CONSUM_KWH,"CODI_ENS","NOM_ENS"
"2022","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut",,"753991.00","818460009","Ajuntament de Rubí"
"2022","Districte 01","Secció 1","Districte 01 / Secció 1",,"224159.00","818460009","Ajuntament de Rubí"
"2022","Districte 01","Secció 2","Districte 01 / Secció 2",,"184403.00","818460009","Ajuntament de Rubí"
"2022","Districte 01","Secció 3","Districte 01 / Secció 3",,"426713.00","818460009","Ajuntament de Rubí"
"2022","Districte 02","Secció 1","Districte 02 / Secció 1",,"173137.00","818460009","Ajuntament de Rubí"
"2022","Districte 02","Secció 3","Districte 02 / Secció 3",,"185851.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 1","Districte 03 / Secció 1",,"223073.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 3","Districte 03 / Secció 3",,"177122.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 4","Districte 03 / Secció 4",,"206023.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 5","Districte 03 / Secció 5",,"252918.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 6","Districte 03 / Secció 6",,"190530.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 7","Districte 03 / Secció 7",,"226244.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 8","Districte 03 / Secció 8",,"88888.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 1","Districte 04 / Secció 1",,"235654.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 2","Districte 04 / Secció 2",,"258203.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 3","Districte 04 / Secció 3",,"221248.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 4","Districte 04 / Secció 4",,"284714.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 5","Districte 04 / Secció 5",,"286476.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 6","Districte 04 / Secció 6",,"214623.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 7","Districte 04 / Secció 7",,"238671.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 8","Districte 04 / Secció 8",,"104163.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 9","Districte 04 / Secció 9",,"311424.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 10","Districte 04 / Secció 10",,"245035.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 11","Districte 04 / Secció 11",,"286053.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 12","Districte 04 / Secció 12",,"182691.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 13","Districte 04 / Secció 13",,"155970.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 14","Districte 04 / Secció 14",,"261128.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 15","Districte 04 / Secció 15",,"133823.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 16","Districte 04 / Secció 16",,"289684.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 18","Districte 04 / Secció 18",,"158014.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 19","Districte 04 / Secció 19",,"130326.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 20","Districte 04 / Secció 20",,"93569.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 21","Districte 04 / Secció 21",,"332711.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 22","Districte 04 / Secció 22",,"350443.00","818460009","Ajuntament de Rubí"
"2022","Districte 01","Secció 4","Districte 01 / Secció 4",,"179230.00","818460009","Ajuntament de Rubí"
"2022","Districte 02","Secció 4","Districte 02 / Secció 4",,"372101.00","818460009","Ajuntament de Rubí"
"2022","Districte 02","Secció 5","Districte 02 / Secció 5",,"109009.00","818460009","Ajuntament de Rubí"
"2022","Districte 02","Secció 6","Districte 02 / Secció 6",,"173494.00","818460009","Ajuntament de Rubí"
"2022","Districte 03","Secció 9","Districte 03 / Secció 9",,"371237.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 23","Districte 04 / Secció 23",,"128644.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 24","Districte 04 / Secció 24",,"169236.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 25","Districte 04 / Secció 25",,"89160.00","818460009","Ajuntament de Rubí"
"2022","Districte 04","Secció 26","Districte 04 / Secció 26",,"232523.00","818460009","Ajuntament de Rubí"
