"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"6/2007","2007-01-03","2007","1","Dimecres","16:30:00","Sortida de via amb caiguda, bolcada, xoc","2","Can Vallhonrat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"1/2007","2007-01-04","2007","1","Dijous","11:40:00","Encalç","2","Sector Z","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"2/2007","2007-01-04","2007","1","Dijous","13:30:00","Encalç","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"16/2007","2007-01-05","2007","1","Divendres","00:05:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"8/2007","2007-01-05","2007","1","Divendres","13:55:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"3/2007","2007-01-05","2007","1","Divendres","23:15:00","Xoc sense sortida de via","1","Les Torres","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"4/2007","2007-01-06","2007","1","Dissabte","12:15:00","Encalç","2","25 de Setembre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"11/2007","2007-01-06","2007","1","Dissabte","18:30:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"5/2007","2007-01-07","2007","1","Diumenge","01:05:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"13/2007","2007-01-07","2007","1","Diumenge","10:35:00","Xoc sense sortida de via","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"7/2007","2007-01-08","2007","1","Dilluns","11:00:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
