"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"2/2021","2021-01-02","2021","1","Dissabte","16:05:00","Fregament negatiu (mateix sentit)","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.498577","2.038192","POINT (419722.589771 4594552.690105)"
"3/2021","2021-01-02","2021","1","Dissabte","21:00:00","Xoc sense sortida de via","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.490242","2.025362","POINT (418641.347704 4593639.299161)"
"4/2021","2021-01-03","2021","1","Diumenge","20:10:00","Sortida de via amb xoc o col·lisió","1","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.464661","2.01188","POINT (417483.452989 4590812.096305)"
"5/2021","2021-01-03","2021","1","Diumenge","20:15:00","Envestida","2","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.501708","2.041086","POINT (419968.017 4594897.6)"
"6/2021","2021-01-05","2021","1","Dimarts","13:40:00","Resta sortides de via","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.507003","2.036473","POINT (419589.525 4595489.73)"
"7/2021","2021-01-05","2021","1","Dimarts","14:30:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.487279","2.032347","POINT (419220.746 4593303.82)"
"8/2021","2021-01-06","2021","1","Dimecres","13:40:00","Col·lisió frontal","2","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.506328","2.014285","POINT (417737.029 4595435.68)"
"9/2021","2021-01-07","2021","1","Dijous","11:00:00","Sortida de via amb xoc o col·lisió","1","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.515994","2.015994","POINT (417891.836961 4596507.240875)"
"10/2021","2021-01-08","2021","1","Divendres","17:42:00","Envestida","3",,"818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.535088","2.002845","POINT (416819.104194 4598639.675389)"
"11/2021","2021-01-09","2021","1","Dissabte","21:10:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.487391","2.031749","POINT (419170.954 4593316.87)"
"24/2021","2021-01-10","2021","1","Diumenge","22:48:00","Sortida de via amb xoc o col·lisió","1","Sant Muç","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.504249","2.014208","POINT (417727.928254 4595205.0263)"
"12/2021","2021-01-11","2021","1","Dilluns","16:00:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.492804","2.029842","POINT (419018.494 4593919.58)"
"13/2021","2021-01-13","2021","1","Dimecres","09:40:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.493288","2.035432","POINT (419485.687 4593968.11)"
"14/2021","2021-01-14","2021","1","Dijous","07:02:00","Caiguda en la via","1","Sant Jordi Parc","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.492314","2.025336","POINT (418641.74 4593869.38)"
"15/2021","2021-01-14","2021","1","Dijous","12:15:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.469519","2.010423","POINT (417367.928 4591352.78)"
"16/2021","2021-01-16","2021","1","Dissabte","11:42:00","Col·lisió frontal","2","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.509474","2.005059","POINT (416971.056146 4595793.859824)"
"17/2021","2021-01-16","2021","1","Dissabte","18:15:00","Envestida","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.484663","2.043221","POINT (420125.274 4593003.28)"
