"EXPEDIENT_SESSIO","DATA_SESSIO","HORA_INICI_SESSIO","HORA_FI_SESSIO","EXPEDIENT_PROPOSTA","PROCEDIMENT","DESCRIPCIO","DATA_SIGNATURA","RESULTAT_VOTACIO","PARTIT_POLITIC","ASSISTENT_CARREG","ASSISTENT","VOT","PRESENTA_AUP_AMUNT","PRESENTA_CS","PRESENTA_ECP_RUBI_ECG","PRESENTA_ERC_CM","PRESENTA_PSC_CP","PRESENTA_VR","PRESENTA_PP","PRESENTA_VOX","CODI_ENS","NOM_ENS","DATA_HORA_DADES",ID
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","8/2025/MOC","MOC - Mocions al Ple","Moció de la Junta de Portaveus de l’Ajuntament de Rubí a favor de la conservació del patrimoni del Museu de Rubí i la creació d’una Taula de Patrimoni","27/01/2025","INFORMADA","ECPR-E","Regidor","ARNAIZ MORENO,JORGE","SI","1","0","1","1","1","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1906"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","8/2025/MOC","MOC - Mocions al Ple","Moció de la Junta de Portaveus de l’Ajuntament de Rubí a favor de la conservació del patrimoni del Museu de Rubí i la creació d’una Taula de Patrimoni","27/01/2025","INFORMADA",,"Regidora","GARCIA FRANCES,SONIA","SI","1","0","1","1","1","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1907"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","8/2025/MOC","MOC - Mocions al Ple","Moció de la Junta de Portaveus de l’Ajuntament de Rubí a favor de la conservació del patrimoni del Museu de Rubí i la creació d’una Taula de Patrimoni","27/01/2025","INFORMADA",,,"CASAS NAVARRO,SANDRA","SI","1","0","1","1","1","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1908"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","VR","Regidor","GARCIA BEREA,ANTONIO","ABSTENCIO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1909"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","VR","Regidor","RUIZ VILLALBA,CRISTIAN","ABSTENCIO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1910"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","ERC","Regidor","CORBERA GAJU,XAVIER","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1911"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","ERC","Regidora","SOLER PONS,MONTSERRAT","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1912"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","ERC","Regidora","ESPARZA GONZALEZ,MARTA","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1913"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","ERC","Regidor","PUNTI RECASENS,JOAN","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1914"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","AUP-AMUNT","Regidora","DOLSET MANCHO,MARINA","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1915"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","AUP-AMUNT","Regidora","GOMEZ ALONSO,ESTHER","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1916"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","Alcaldessa","MARTINEZ MARTINEZ,ANA MARIA","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1917"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","2on Tinent d'Alcaldia","GUETO ORTIZ,RAFAEL","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1918"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","4a Tinent d'Alcaldia","ALARCON CUENCA,M CARMEN","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1919"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","5e Tinent d'Alcaldia","LOPEZ NUÑEZ,JUAN","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1920"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","7a Tinent d'Alcaldia","OLIVA MARTIN,MARTA","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1921"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","8e Tinent d'Alcaldia","BRUSTENGA MAJO,JUAN ANTONIO","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1922"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","6a Tinent d'Alcaldia","CUESTA FABRE,ANNABEL","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1923"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PSC-CP","1er Tinent d'Alcaldia","GARCIA CORREAS,VICTOR","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1924"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","VOX","Regidora","ANDRES ANTON,NEREA","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1925"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","VOX","Regidor","CEBRIAN MORENO,FRANCISCO JAVIER","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1926"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","VOX","Regidor","VELARDE AVILA,CARLOS","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1927"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PP","Regidor","GINER ESPINOSA,JUAN JOSE","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1928"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","PP","Regidor","BORONAT GOMEZ,JOAN CARLES","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1929"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","ECPR-E","3r Tinent d'Alcaldia","MEDRANO MUÑOZ,ANDRES","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1930"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA","ECPR-E","Regidor","ARNAIZ MORENO,JORGE","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1931"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA",,"Regidora","GARCIA FRANCES,SONIA","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1932"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","7/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA - ACORD MUNICIPAL (ERC-AM) I ALTERNATIVA D’UNITAT POPULAR RUBÍ – ALTERNATIVA MUNICIPALISTA (AUP-AMUNT), PER A L’ADHESIÓ A L’ASSOCIACIÓ D’AMICS DE LA BRESSOLA","27/01/2025","REBUTJADA ABSOLUTA",,,"CASAS NAVARRO,SANDRA","NO","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1933"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","VOX","Regidor","CEBRIAN MORENO,FRANCISCO JAVIER","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1934"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","VOX","Regidor","VELARDE AVILA,CARLOS","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1935"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","PP","Regidor","GINER ESPINOSA,JUAN JOSE","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1936"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","PP","Regidor","BORONAT GOMEZ,JOAN CARLES","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1937"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","VR","Regidor","GARCIA BEREA,ANTONIO","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1938"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","VR","Regidor","RUIZ VILLALBA,CRISTIAN","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1939"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","AUP-AMUNT","Regidora","DOLSET MANCHO,MARINA","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1940"
"2/2025/PLE","30/01/2025","17:00 h","19:13 h","2/2025/MOC","MOC - Mocions al Ple","MOCIÓ PRESENTADA PEL GRUP MUNICIPAL ESQUERRA REPUBLICANA DE CATALUNYA – ACORD MUNICIPAL (ERC-AM), PER A L’AMPLIACIÓ DE L’HORARI D’OBERTURA DE LA BIBLIOTECA MESTRE MARTÍ TAULER DURANT ELS MESOS D’ESTIU I LA CREACIÓ DE SALES D’ESTUDI DESCENTRALITZADES.","23/01/2025","APROVADA ABSOLUTA","AUP-AMUNT","Regidora","GOMEZ ALONSO,ESTHER","SI","0","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1941"
"15/2024/PLE","19/12/2024","16:00 h","18:20 h","32/2024/MOC","MOC - Mocions al Ple","Moció presentada pel grup municipal d’Alternativa d’Unitat Popular (AUP-AMUNT) i Esquerra Republicana de Catalunya - Acord Municipal ( ERC-AM) , per demanar un Tercer Bus de la Línia 3 en direcció Estació - Rubí+D a les 14:30h","12/12/2024","APROVADA ABSOLUTA","PP","Regidor","GINER ESPINOSA,JUAN JOSE","SI","1","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1942"
"15/2024/PLE","19/12/2024","16:00 h","18:20 h","32/2024/MOC","MOC - Mocions al Ple","Moció presentada pel grup municipal d’Alternativa d’Unitat Popular (AUP-AMUNT) i Esquerra Republicana de Catalunya - Acord Municipal ( ERC-AM) , per demanar un Tercer Bus de la Línia 3 en direcció Estació - Rubí+D a les 14:30h","12/12/2024","APROVADA ABSOLUTA","VOX","Regidor","VELARDE AVILA,CARLOS","SI","1","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1943"
"15/2024/PLE","19/12/2024","16:00 h","18:20 h","32/2024/MOC","MOC - Mocions al Ple","Moció presentada pel grup municipal d’Alternativa d’Unitat Popular (AUP-AMUNT) i Esquerra Republicana de Catalunya - Acord Municipal ( ERC-AM) , per demanar un Tercer Bus de la Línia 3 en direcció Estació - Rubí+D a les 14:30h","12/12/2024","APROVADA ABSOLUTA","VR","Regidor","GARCIA BEREA,ANTONIO","SI","1","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1944"
"15/2024/PLE","19/12/2024","16:00 h","18:20 h","32/2024/MOC","MOC - Mocions al Ple","Moció presentada pel grup municipal d’Alternativa d’Unitat Popular (AUP-AMUNT) i Esquerra Republicana de Catalunya - Acord Municipal ( ERC-AM) , per demanar un Tercer Bus de la Línia 3 en direcció Estació - Rubí+D a les 14:30h","12/12/2024","APROVADA ABSOLUTA","VR","Regidor","RUIZ VILLALBA,CRISTIAN","SI","1","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1945"
"15/2024/PLE","19/12/2024","16:00 h","18:20 h","32/2024/MOC","MOC - Mocions al Ple","Moció presentada pel grup municipal d’Alternativa d’Unitat Popular (AUP-AMUNT) i Esquerra Republicana de Catalunya - Acord Municipal ( ERC-AM) , per demanar un Tercer Bus de la Línia 3 en direcció Estació - Rubí+D a les 14:30h","12/12/2024","APROVADA ABSOLUTA","AUP-AMUNT","Regidora","DOLSET MANCHO,MARINA","SI","1","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1946"
"15/2024/PLE","19/12/2024","16:00 h","18:20 h","32/2024/MOC","MOC - Mocions al Ple","Moció presentada pel grup municipal d’Alternativa d’Unitat Popular (AUP-AMUNT) i Esquerra Republicana de Catalunya - Acord Municipal ( ERC-AM) , per demanar un Tercer Bus de la Línia 3 en direcció Estació - Rubí+D a les 14:30h","12/12/2024","APROVADA ABSOLUTA","AUP-AMUNT","Regidora","GOMEZ ALONSO,ESTHER","SI","1","0","0","1","0","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1947"
"15/2024/PLE","19/12/2024","16:00 h","18:20 h","34/2024/MOC","MOC - Mocions al Ple","Moció presentada pel grup municipal  Esquerra Republicana de Catalunya - Acord Municipal ( ERC-AM ) , per revitalitzar el comerç local.","12/12/2024","APROVADA ABSOLUTA","PP","Regidor","GINER ESPINOSA,JUAN JOSE","ABSTENCIO","0","0","0","1","1","0","0","0","818460009","Ajuntament de Rubí","19/08/2026 02:47:01","1948"
