"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2023","2023-01-01","2023","1","Diumenge","05:39:00","Xoc sense sortida de via","2","Can Rosés","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.503387","2.034509","POINT (419421.188 4595090.15)"
"2/2023","2023-01-01","2023","1","Diumenge","06:30:00","Sortida de via amb xoc o col·lisió","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.487277","2.032371","POINT (419222.759 4593303.58)"
"3/2023","2023-01-02","2023","1","Dilluns","11:45:00","Xoc sense sortida de via","3","Sector Z","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.487315","2.040072","POINT (419865.658 4593300.65)"
"5/2023","2023-01-02","2023","1","Dilluns","19:50:00","Xoc sense sortida de via","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.499289","2.038039","POINT (419710.722 4594631.9)"
"6/2023","2023-01-03","2023","1","Dimarts","10:00:00","Sortida de via amb xoc o col·lisió","1","Plana del Castell","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.493873","2.026988","POINT (418781.607 4594040.92)"
"9/2023","2023-01-03","2023","1","Dimarts","12:29:00","Sortida de via amb xoc o col·lisió","1","Els Avets","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.485963","2.020154","POINT (418201.185 4593169.17)"
"7/2023","2023-01-03","2023","1","Dimarts","15:20:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.492057","2.033715","POINT (419340.869 4593832.98)"
"8/2023","2023-01-05","2023","1","Dijous","12:20:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.490566","2.030156","POINT (419041.903 4593670.8)"
"10/2023","2023-01-05","2023","1","Dijous","20:10:00","Fregament negatiu (mateix sentit)","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.486728","2.034027","POINT (419360.283949 4593241.111048)"
"11/2023","2023-01-05","2023","1","Dijous","20:30:00","Xoc sense sortida de via","3","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.498501","2.032393","POINT (419238.495 4594549.73)"
"12/2023","2023-01-09","2023","1","Dilluns","10:50:00","Encalç","3","Sector Z","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.490538","2.048221","POINT (420549.841 4593650.92)"
"13/2023","2023-01-10","2023","1","Dimarts","04:40:00","Col·lisió frontal","2","Can Rosés","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.499301","2.038372","POINT (419738.497 4594632.93)"
"15/2023","2023-01-11","2023","1","Dimecres","12:30:00","Envestida","3","Plana del Castell","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.494546","2.027558","POINT (418830.023 4594115.1)"
"14/2023","2023-01-11","2023","1","Dimecres","13:40:00","Xoc sense sortida de via","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.475813","2.019414","POINT (418126.609 4592043.04)"
"16/2023","2023-01-12","2023","1","Dijous","05:54:00","Caiguda en la via","1","Sant Muç","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.507509","2.032932","POINT (419294.679 4595549.23)"
"17/2023","2023-01-12","2023","1","Dijous","19:25:00","Fregament negatiu (mateix sentit)","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.498134","2.035231","POINT (419474.898 4594506.27)"
"18/2023","2023-01-15","2023","1","Diumenge","01:15:00","Sortida de via amb xoc o col·lisió","1","Can Vallhonrat","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.474173","2.03055","POINT (419054.417 4591850.5)"
"20/2023","2023-01-16","2023","1","Dilluns","02:47:00","Xoc sense sortida de via","2","Les Torres","818460009","Ajuntament de Rubí","Nit (22 a 06)","41.484985","2.032704","POINT (419247.708689 4593048.887968)"
"21/2023","2023-01-16","2023","1","Dilluns","08:15:00","Xoc sense sortida de via","2","Les Torres","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.484534","2.033758","POINT (419335.139261 4592997.759599)"
"22/2023","2023-01-17","2023","1","Dimarts","09:45:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.492868","2.032807","POINT (419266.088 4593923.94)"
"23/2023","2023-01-18","2023","1","Dimecres","07:30:00","Fregament negatiu (mateix sentit)","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.483031","2.027761","POINT (418832.555 4592836.53)"
"24/2023","2023-01-19","2023","1","Dijous","09:15:00","Encalç","2","Can Vallhonrat","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.474712","2.035357","POINT (419456.415 4591905.81)"
"25/2023","2023-01-19","2023","1","Dijous","14:15:00","Fregament negatiu (mateix sentit)","2","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.505781","2.039176","POINT (419813.653 4595351.64)"
"26/2023","2023-01-20","2023","1","Divendres","14:45:00","Fregament negatiu (mateix sentit)","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)","41.491992","2.028981","POINT (418945.612 4593830.27)"
"27/2023","2023-01-22","2023","1","Diumenge","10:25:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.492878","2.031615","POINT (419166.58 4593926.17)"
"29/2023","2023-01-22","2023","1","Diumenge","13:50:00","Fregament negatiu (mateix sentit)","2","Can Serrafossà - La Perla","818460009","Ajuntament de Rubí","Matí (06 a 14)","41.486278","2.014242","POINT (417708.071 4593209.8)"
