"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2012","2012-01-04","2012","1","Dimecres","11:00:00","Fregament negatiu (mateix sentit)","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"1/2012","2012-01-04","2012","1","Dimecres","11:00:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"2/2012","2012-01-05","2012","1","Dijous","10:26:00","Encalç","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"3/2012","2012-01-05","2012","1","Dijous","19:50:00","Col·lisió frontal","2","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"4/2012","2012-01-06","2012","1","Divendres","18:30:00","Fregament negatiu (mateix sentit)","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"5/2012","2012-01-07","2012","1","Dissabte","20:40:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"6/2012","2012-01-09","2012","1","Dilluns","12:05:00","Xoc sense sortida de via","1","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"7/2012","2012-01-10","2012","1","Dimarts","11:20:00","Col·lisió frontal","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"7/2012","2012-01-10","2012","1","Dimarts","11:20:00","Col·lisió frontal","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"8/2012","2012-01-10","2012","1","Dimarts","15:00:00","Encalç","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"10/2012","2012-01-11","2012","1","Dimecres","11:40:00","Atropellament","2","Les Torres","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"9/2012","2012-01-11","2012","1","Dimecres","13:30:00","Fregament positiu (diferent sentit)","2","Can Solà","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"11/2012","2012-01-12","2012","1","Dijous","08:00:00","Atropellament","2","Castellnou - Can Mir","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"12/2012","2012-01-13","2012","1","Divendres","11:40:00","Fregament negatiu (mateix sentit)","3","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"15/2012","2012-01-14","2012","1","Dissabte","13:25:00","Atropellament","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"17/2012","2012-01-14","2012","1","Dissabte","22:30:00","Fregament negatiu (mateix sentit)","3","Ca n'Oriol","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"14/2012","2012-01-15","2012","1","Diumenge","15:36:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"16/2012","2012-01-16","2012","1","Dilluns","12:15:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"13/2012","2012-01-16","2012","1","Dilluns","19:25:00","Envestida","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"18/2012","2012-01-18","2012","1","Dimecres","13:45:00","Envestida","2","Els Avets","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"19/2012","2012-01-18","2012","1","Dimecres","14:25:00","Envestida","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"20/2012","2012-01-19","2012","1","Dijous","08:55:00","Altres (incendi, explosió, esllavissada, etc.)","1","Les Torres","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"21/2012","2012-01-19","2012","1","Dijous","14:50:00","Fregament positiu (diferent sentit)","2","El Mercat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"22/2012","2012-01-19","2012","1","Dijous","17:00:00","Fregament positiu (diferent sentit)","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"24/2012","2012-01-20","2012","1","Divendres","08:20:00","Fregament negatiu (mateix sentit)","2","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"23/2012","2012-01-20","2012","1","Divendres","15:15:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"27/2012","2012-01-21","2012","1","Dissabte","11:15:00","Encalç","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"27/2012","2012-01-21","2012","1","Dissabte","11:15:00","Encalç","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"25/2012","2012-01-21","2012","1","Dissabte","11:45:00","Envestida","2","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"30/2012","2012-01-22","2012","1","Diumenge","09:48:00","Altres (incendi, explosió, esllavissada, etc.)","2","Sector Z","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"26/2012","2012-01-22","2012","1","Diumenge","13:30:00","Fregament negatiu (mateix sentit)","2","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"28/2012","2012-01-22","2012","1","Diumenge","19:32:00","Envestida","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"29/2012","2012-01-23","2012","1","Dilluns","08:25:00","Atropellament","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"39/2012","2012-01-23","2012","1","Dilluns","11:25:00","Atropellament","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"31/2012","2012-01-24","2012","1","Dimarts","13:58:00","Envestida","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"32/2012","2012-01-24","2012","1","Dimarts","18:30:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"33/2012","2012-01-25","2012","1","Dimecres","10:20:00","Fregament negatiu (mateix sentit)","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"34/2012","2012-01-25","2012","1","Dimecres","20:00:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"35/2012","2012-01-26","2012","1","Dijous","16:15:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"36/2012","2012-01-27","2012","1","Divendres","13:00:00","Fregament negatiu (mateix sentit)","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"37/2012","2012-01-28","2012","1","Dissabte","10:15:00","Col·lisió frontal","2","Can Vallhonrat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"48/2012","2012-01-29","2012","1","Diumenge","11:45:00","Altres (incendi, explosió, esllavissada, etc.)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"41/2012","2012-01-29","2012","1","Diumenge","16:30:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"40/2012","2012-01-29","2012","1","Diumenge","19:40:00","Envestida","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"38/2012","2012-01-30","2012","1","Dilluns","06:30:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"42/2012","2012-01-31","2012","1","Dimarts","14:00:00","Xoc sense sortida de via","2","Can Barceló - Vallespark","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"43/2012","2012-01-31","2012","1","Dimarts","16:55:00","Xoc sense sortida de via","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"43/2012","2012-01-31","2012","1","Dimarts","16:55:00","Xoc sense sortida de via","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"44/2012","2012-02-01","2012","2","Dimecres","09:11:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"45/2012","2012-02-01","2012","2","Dimecres","14:45:00","Xoc sense sortida de via","5","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"45/2012","2012-02-01","2012","2","Dimecres","14:45:00","Xoc sense sortida de via","5","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"46/2012","2012-02-01","2012","2","Dimecres","18:50:00","Sortida de via amb caiguda, bolcada, xoc","1","Castellnou - Can Mir","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"46/2012","2012-02-01","2012","2","Dimecres","18:50:00","Sortida de via amb caiguda, bolcada, xoc","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"47/2012","2012-02-01","2012","2","Dimecres","19:45:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"49/2012","2012-02-03","2012","2","Divendres","07:00:00","Fregament positiu (diferent sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"50/2012","2012-02-03","2012","2","Divendres","13:30:00","Envestida","2","Sector Z","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"53/2012","2012-02-03","2012","2","Divendres","16:10:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"54/2012","2012-02-03","2012","2","Divendres","18:30:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"55/2012","2012-02-04","2012","2","Dissabte","10:40:00","Envestida","2","25 de Setembre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"58/2012","2012-02-05","2012","2","Diumenge","07:15:00","Xoc sense sortida de via","1","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"57/2012","2012-02-06","2012","2","Dilluns","06:50:00","Xoc sense sortida de via","1","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"57/2012","2012-02-06","2012","2","Dilluns","06:50:00","Xoc sense sortida de via","1","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"59/2012","2012-02-06","2012","2","Dilluns","12:45:00","Xoc sense sortida de via","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"56/2012","2012-02-06","2012","2","Dilluns","20:35:00","Xoc sense sortida de via","1","El Mercat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"63/2012","2012-02-07","2012","2","Dimarts","12:10:00","Envestida","2","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"60/2012","2012-02-07","2012","2","Dimarts","13:30:00","Altres (incendi, explosió, esllavissada, etc.)","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"61/2012","2012-02-07","2012","2","Dimarts","18:00:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"62/2012","2012-02-08","2012","2","Dimecres","17:45:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"64/2012","2012-02-09","2012","2","Dijous","11:35:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"64/2012","2012-02-09","2012","2","Dijous","11:35:00","Envestida","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"65/2012","2012-02-09","2012","2","Dijous","13:30:00","Encalç","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"66/2012","2012-02-09","2012","2","Dijous","16:15:00","Fregament negatiu (mateix sentit)","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"66/2012","2012-02-09","2012","2","Dijous","16:15:00","Fregament negatiu (mateix sentit)","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"67/2012","2012-02-10","2012","2","Divendres","13:00:00","Encalç","2","Les Torres","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"69/2012","2012-02-11","2012","2","Dissabte","01:15:00","Sortida de via amb caiguda, bolcada, xoc","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"70/2012","2012-02-11","2012","2","Dissabte","12:40:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"68/2012","2012-02-12","2012","2","Diumenge","01:15:00","Xoc sense sortida de via","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"71/2012","2012-02-13","2012","2","Dilluns","12:00:00","Encalç","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"74/2012","2012-02-14","2012","2","Dimarts","11:50:00","Encalç","2","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"72/2012","2012-02-15","2012","2","Dimecres","08:05:00","Encalç","2","Castellnou - Can Mir","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"73/2012","2012-02-15","2012","2","Dimecres","16:00:00","Xoc sense sortida de via","1","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"73/2012","2012-02-15","2012","2","Dimecres","16:00:00","Xoc sense sortida de via","1","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"77/2012","2012-02-18","2012","2","Dissabte","09:08:00","Fregament negatiu (mateix sentit)","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"76/2012","2012-02-18","2012","2","Dissabte","11:15:00","Sortida de via amb caiguda, bolcada, xoc","1","Can Vallhonrat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"75/2012","2012-02-18","2012","2","Dissabte","17:45:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"78/2012","2012-02-19","2012","2","Diumenge","00:10:00","Envestida","3","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"79/2012","2012-02-23","2012","2","Dijous","05:15:00","Xoc sense sortida de via","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"80/2012","2012-02-25","2012","2","Dissabte","06:25:00","Envestida","0","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"80/2012","2012-02-25","2012","2","Dissabte","06:25:00","Envestida","0","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"81/2012","2012-02-25","2012","2","Dissabte","06:25:00","Envestida","0","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"81/2012","2012-02-25","2012","2","Dissabte","06:25:00","Envestida","0","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"82/2012","2012-02-25","2012","2","Dissabte","06:25:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"82/2012","2012-02-25","2012","2","Dissabte","06:25:00","Envestida","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"84/2012","2012-02-25","2012","2","Dissabte","09:00:00","Xoc sense sortida de via","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"83/2012","2012-02-25","2012","2","Dissabte","14:30:00","Xoc sense sortida de via","1","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"85/2012","2012-02-27","2012","2","Dilluns","07:30:00","Xoc sense sortida de via","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
