ID,"DATA_SOL_LICITUD",ANY_SOL_LICITUD,MES_SOL_LICITUD,CODI_TIPUS_SOL_LICITUD,"TIPUS_SOL_LICITUD","CODI_ENS","NOM_ENS"
"1","11/01/2023","2023.0","1.0","39031","Formulari de petició de dades estadístiques","818460009","Ajuntament de Rubí"
"2","10/01/2023","2023.0","1.0","38295","Formulari de consulta sobre temes de consum","818460009","Ajuntament de Rubí"
"3","07/01/2023","2023.0","1.0","38295","Formulari de consulta sobre temes de consum","818460009","Ajuntament de Rubí"
"4","12/12/2022","2022.0","12.0","38295","Formulari de consulta sobre temes de consum","818460009","Ajuntament de Rubí"
"5","02/12/2022","2022.0","12.0","39289","Sol·licitud d'anàlisis aigua aixeta","818460009","Ajuntament de Rubí"
"6","28/11/2022","2022.0","11.0","39289","Sol·licitud d'anàlisis aigua aixeta","818460009","Ajuntament de Rubí"
"7","23/11/2022","2022.0","11.0","39031","Formulari de petició de dades estadístiques","818460009","Ajuntament de Rubí"
"8","19/11/2022","2022.0","11.0","39289","Sol·licitud d'anàlisis aigua aixeta","818460009","Ajuntament de Rubí"
"9","10/11/2022","2022.0","11.0","39289","Sol·licitud d'anàlisis aigua aixeta","818460009","Ajuntament de Rubí"
"10","05/11/2022","2022.0","11.0","39289","Sol·licitud d'anàlisis aigua aixeta","818460009","Ajuntament de Rubí"
"11","28/10/2022","2022.0","10.0","39289","Sol·licitud d'anàlisis aigua aixeta","818460009","Ajuntament de Rubí"
"12","05/10/2022","2022.0","10.0","39031","Formulari de petició de dades estadístiques","818460009","Ajuntament de Rubí"
"13","30/09/2022","2022.0","9.0","38085","Formulari Sindicatura de Greuges","818460009","Ajuntament de Rubí"
"14","28/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"15","28/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"16","27/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"17","27/09/2022","2022.0","9.0","39289","Sol·licitud d'anàlisis aigua aixeta","818460009","Ajuntament de Rubí"
"18","27/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"19","27/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"20","27/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"21","27/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"22","27/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"23","26/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"24","26/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"25","26/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"26","26/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"27","26/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"28","25/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"29","25/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"30","25/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"31","25/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"32","24/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"33","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"34","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"35","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"36","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"37","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"38","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"39","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"40","23/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"41","22/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"42","22/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"43","22/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"44","22/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"45","22/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"46","22/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"47","21/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"48","21/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"49","21/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"50","21/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"51","21/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"52","20/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"53","20/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"54","20/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"55","20/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"56","19/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"57","19/09/2022","2022.0","9.0","39031","Formulari de petició de dades estadístiques","818460009","Ajuntament de Rubí"
"58","19/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"59","19/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"60","19/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"61","19/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"62","19/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"63","18/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"64","18/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"65","17/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"66","17/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"67","17/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"68","16/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"69","16/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"70","16/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"71","15/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"72","15/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"73","15/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"74","14/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"75","14/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"76","14/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"77","14/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"78","14/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"79","14/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"80","14/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"81","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"82","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"83","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"84","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"85","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"86","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"87","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"88","13/09/2022","2022.0","9.0","39031","Formulari de petició de dades estadístiques","818460009","Ajuntament de Rubí"
"89","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"90","13/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"91","13/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"92","12/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"93","12/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"94","12/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"95","12/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"96","12/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"97","12/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"98","12/09/2022","2022.0","9.0","39031","Formulari de petició de dades estadístiques","818460009","Ajuntament de Rubí"
"99","11/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"100","11/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"101","11/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"102","11/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"103","11/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"104","11/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"105","10/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"106","10/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"107","10/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"108","10/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"109","10/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"110","10/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"111","09/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"112","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"113","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"114","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"115","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"116","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"117","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"118","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"119","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"120","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"121","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"122","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"123","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"124","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"125","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"126","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"127","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"128","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"129","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"130","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"131","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"132","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"133","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"134","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"135","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"136","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"137","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"138","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"139","09/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"140","09/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"141","09/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"142","09/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"143","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"144","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"145","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"146","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"147","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"148","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"149","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"150","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"151","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"152","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"153","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"154","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"155","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"156","09/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"157","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"158","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"159","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"160","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"161","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"162","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"163","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"164","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"165","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"166","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"167","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"168","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"169","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"170","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"171","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"172","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"173","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"174","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"175","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"176","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"177","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"178","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"179","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"180","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"181","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"182","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"183","08/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"184","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"185","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"186","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"187","08/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"188","08/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"189","08/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"190","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"191","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"192","07/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"193","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"194","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"195","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"196","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"197","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"198","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"199","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"200","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"201","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"202","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"203","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"204","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"205","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"206","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"207","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"208","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"209","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"210","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"211","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"212","07/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"213","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"214","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"215","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"216","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"217","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"218","07/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"219","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"220","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"221","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"222","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"223","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"224","07/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"225","07/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"226","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"227","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"228","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"229","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"230","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"231","07/09/2022","2022.0","9.0","38083","Avisos, queixes i suggeriments","818460009","Ajuntament de Rubí"
"232","07/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"233","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"234","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"235","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"236","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"237","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"238","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"239","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"240","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"241","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
"242","06/09/2022","2022.0","9.0","38317","Inscripció en el Registre de Participació Ciutadana","818460009","Ajuntament de Rubí"
