"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2018","2018-01-01","2018","1","Dilluns","09:30:00","Xoc sense sortida de via","2","Ca n'Alzamora","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"2/2018","2018-01-02","2018","1","Dimarts","12:00:00","Col·lisió frontal","1","Les Torres","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"3/2018","2018-01-03","2018","1","Dimecres","02:40:00","Sortida de via amb caiguda, bolcada, xoc","1","Sector Z","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"4/2018","2018-01-03","2018","1","Dimecres","02:40:00","Xoc sense sortida de via","1","Sector Z","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"5/2018","2018-01-03","2018","1","Dimecres","14:30:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"6/2018","2018-01-05","2018","1","Divendres","11:00:00","Encalç","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"7/2018","2018-01-05","2018","1","Divendres","13:32:00","Xoc sense sortida de via","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"8/2018","2018-01-07","2018","1","Diumenge","10:49:00","Xoc sense sortida de via","1","Plana del Castell","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"9/2018","2018-01-07","2018","1","Diumenge","15:30:00","Encalç","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"10/2018","2018-01-07","2018","1","Diumenge","18:20:00","Fregament negatiu (mateix sentit)","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"10/2018","2018-01-07","2018","1","Diumenge","18:20:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"11/2018","2018-01-08","2018","1","Dilluns","20:00:00","Xoc sense sortida de via","1","Plana de Can Bertran","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"12/2018","2018-01-10","2018","1","Dimecres","12:15:00","Atropellament","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"14/2018","2018-01-11","2018","1","Dijous","12:35:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"13/2018","2018-01-11","2018","1","Dijous","14:30:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"15/2018","2018-01-12","2018","1","Divendres","14:00:00","Fregament negatiu (mateix sentit)","2","Plana del Castell","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"16/2018","2018-01-12","2018","1","Divendres","18:30:00","Fregament negatiu (mateix sentit)","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"17/2018","2018-01-12","2018","1","Divendres","21:30:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"18/2018","2018-01-13","2018","1","Dissabte","09:00:00","Col·lisió frontal","2","Can Solà","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"19/2018","2018-01-13","2018","1","Dissabte","15:10:00","Xoc sense sortida de via","2","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"20/2018","2018-01-15","2018","1","Dilluns","06:45:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"21/2018","2018-01-15","2018","1","Dilluns","12:35:00","Xoc sense sortida de via","2","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"22/2018","2018-01-16","2018","1","Dimarts","07:30:00","Xoc sense sortida de via","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"24/2018","2018-01-17","2018","1","Dimecres","05:00:00","Atropellament","2","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"25/2018","2018-01-17","2018","1","Dimecres","14:05:00","Xoc sense sortida de via","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"23/2018","2018-01-17","2018","1","Dimecres","18:30:00","Encalç","3","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"26/2018","2018-01-18","2018","1","Dijous","08:10:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"27/2018","2018-01-18","2018","1","Dijous","17:35:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"28/2018","2018-01-19","2018","1","Divendres","07:50:00","Sortida de via amb caiguda, bolcada, xoc","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"29/2018","2018-01-19","2018","1","Divendres","14:10:00","Sortida de via amb caiguda, bolcada, xoc","1","Can Vallhonrat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"30/2018","2018-01-19","2018","1","Divendres","14:10:00","Sortida de via amb caiguda, bolcada, xoc","1","Can Vallhonrat","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"32/2018","2018-01-20","2018","1","Dissabte","17:40:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"31/2018","2018-01-20","2018","1","Dissabte","18:10:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"33/2018","2018-01-22","2018","1","Dilluns","16:45:00","Encalç","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"34/2018","2018-01-24","2018","1","Dimecres","11:22:00","Envestida","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"35/2018","2018-01-24","2018","1","Dimecres","19:10:00","Envestida","2","Sant Jordi Parc","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"36/2018","2018-01-25","2018","1","Dijous","22:20:00","Envestida","2","Sant Muç","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"38/2018","2018-01-26","2018","1","Divendres","14:30:00","Atropellament","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"39/2018","2018-01-26","2018","1","Divendres","15:50:00","Xoc sense sortida de via","0","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"37/2018","2018-01-26","2018","1","Divendres","16:00:00","Xoc sense sortida de via","2","Les Torres","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"40/2018","2018-01-27","2018","1","Dissabte","08:10:00","Fregament negatiu (mateix sentit)","2","Can Ximelis - D4","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"41/2018","2018-01-28","2018","1","Diumenge","01:30:00","Sortida de via amb caiguda, bolcada, xoc","1","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"54/2018","2018-01-28","2018","1","Diumenge","11:10:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"42/2018","2018-01-30","2018","1","Dimarts","08:20:00","Sortida de via amb caiguda, bolcada, xoc","1","Plana del Castell","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"45/2018","2018-01-30","2018","1","Dimarts","13:45:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"43/2018","2018-01-30","2018","1","Dimarts","15:15:00","Fregament positiu (diferent sentit)","2","25 de Setembre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"44/2018","2018-01-30","2018","1","Dimarts","15:15:00","Encalç","2","Plana del Castell","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
