"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2013","2013-01-01","2013","1","Dimarts","00:52:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"2/2013","2013-01-02","2013","1","Dimecres","06:50:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"9/2013","2013-01-02","2013","1","Dimecres","12:50:00","Fregament negatiu (mateix sentit)","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"3/2013","2013-01-02","2013","1","Dimecres","19:25:00","Xoc sense sortida de via","1","Ca n'Alzamora","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"4/2013","2013-01-03","2013","1","Dijous","07:00:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"6/2013","2013-01-03","2013","1","Dijous","10:00:00","Altres (incendi, explosió, esllavissada, etc.)","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"5/2013","2013-01-03","2013","1","Dijous","13:40:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"7/2013","2013-01-04","2013","1","Divendres","11:35:00","Altres (incendi, explosió, esllavissada, etc.)","1","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"8/2013","2013-01-06","2013","1","Diumenge","05:55:00","Encalç","3","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"10/2013","2013-01-08","2013","1","Dimarts","10:25:00","Xoc sense sortida de via","1","Sant Muç","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"11/2013","2013-01-09","2013","1","Dimecres","08:34:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"12/2013","2013-01-09","2013","1","Dimecres","13:00:00","Envestida","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"13/2013","2013-01-10","2013","1","Dijous","08:15:00","Encalç","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"13/2013","2013-01-10","2013","1","Dijous","08:15:00","Encalç","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"14/2013","2013-01-10","2013","1","Dijous","17:00:00","Col·lisió frontal","1","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"15/2013","2013-01-10","2013","1","Dijous","18:20:00","Fregament negatiu (mateix sentit)","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"16/2013","2013-01-12","2013","1","Dissabte","06:15:00","Xoc sense sortida de via","1","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"17/2013","2013-01-12","2013","1","Dissabte","08:15:00","Encalç","3","25 de Setembre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"18/2013","2013-01-12","2013","1","Dissabte","16:50:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"19/2013","2013-01-13","2013","1","Diumenge","13:40:00","Encalç","2","Sector Z","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"20/2013","2013-01-14","2013","1","Dilluns","10:15:00","Xoc sense sortida de via","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"21/2013","2013-01-15","2013","1","Dimarts","10:00:00","Sortida de via amb caiguda, bolcada, xoc","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"22/2013","2013-01-15","2013","1","Dimarts","18:10:00","Atropellament","2","Plana de Can Bertran","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"23/2013","2013-01-16","2013","1","Dimecres","11:25:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"25/2013","2013-01-16","2013","1","Dimecres","19:00:00","Sortida de via amb caiguda, bolcada, xoc","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"24/2013","2013-01-17","2013","1","Dijous","13:00:00","Encalç","2","Ca n'Alzamora","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"24/2013","2013-01-17","2013","1","Dijous","13:00:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"26/2013","2013-01-18","2013","1","Divendres","21:00:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"27/2013","2013-01-21","2013","1","Dilluns","11:43:00","Sortida de via amb caiguda, bolcada, xoc","1","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"29/2013","2013-01-21","2013","1","Dilluns","15:45:00","Altres (incendi, explosió, esllavissada, etc.)","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"28/2013","2013-01-22","2013","1","Dimarts","06:55:00","Sortida de via amb caiguda, bolcada, xoc","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"30/2013","2013-01-22","2013","1","Dimarts","19:35:00","Atropellament","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"31/2013","2013-01-23","2013","1","Dimecres","04:50:00","Envestida","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"31/2013","2013-01-23","2013","1","Dimecres","04:50:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"32/2013","2013-01-24","2013","1","Dijous","14:20:00","Col·lisió frontal","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"33/2013","2013-01-29","2013","1","Dimarts","12:00:00","Xoc sense sortida de via","2","Les Torres","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"34/2013","2013-01-29","2013","1","Dimarts","16:56:00","Xoc sense sortida de via","1","Can Barceló - Vallespark","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"35/2013","2013-01-30","2013","1","Dimecres","17:20:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"37/2013","2013-01-31","2013","1","Dijous","18:09:00","Col·lisió frontal","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"36/2013","2013-02-01","2013","2","Divendres","00:30:00","Fregament negatiu (mateix sentit)","3","Ca n'Alzamora","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"38/2013","2013-02-01","2013","2","Divendres","22:15:00","Xoc sense sortida de via","4","Sector Z","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"39/2013","2013-02-04","2013","2","Dilluns","13:00:00","Xoc sense sortida de via","1","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"39/2013","2013-02-04","2013","2","Dilluns","13:00:00","Xoc sense sortida de via","1","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"41/2013","2013-02-04","2013","2","Dilluns","13:00:00","Xoc sense sortida de via","1","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"41/2013","2013-02-04","2013","2","Dilluns","13:00:00","Xoc sense sortida de via","1","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"40/2013","2013-02-04","2013","2","Dilluns","14:45:00","Xoc sense sortida de via","1","Can Rosés","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"42/2013","2013-02-07","2013","2","Dijous","12:25:00","Fregament negatiu (mateix sentit)","3","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"47/2013","2013-02-08","2013","2","Divendres","12:25:00","Encalç","2","Can Ximelis - D4","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"43/2013","2013-02-08","2013","2","Divendres","14:35:00","Envestida","2","Sant Muç","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"46/2013","2013-02-09","2013","2","Dissabte","04:20:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"45/2013","2013-02-09","2013","2","Dissabte","15:55:00","Simple","2","Can Fatjó","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"44/2013","2013-02-10","2013","2","Diumenge","11:00:00","Fregament negatiu (mateix sentit)","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"48/2013","2013-02-11","2013","2","Dilluns","17:28:00","Xoc sense sortida de via","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"49/2013","2013-02-11","2013","2","Dilluns","19:19:00","Encalç","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"50/2013","2013-02-11","2013","2","Dilluns","19:30:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"51/2013","2013-02-12","2013","2","Dimarts","07:10:00","Xoc sense sortida de via","2","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"51/2013","2013-02-12","2013","2","Dimarts","07:10:00","Xoc sense sortida de via","2","Zona Nord - La Serreta","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"52/2013","2013-02-12","2013","2","Dimarts","14:08:00","Xoc sense sortida de via","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"53/2013","2013-02-14","2013","2","Dijous","08:30:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"59/2013","2013-02-14","2013","2","Dijous","12:00:00","Envestida","2","Can Rosés","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
