ANY,DATA_ALTA_EXPEDIENT,DATA_FINALITZACIO_EXPEDIENT,"CODI_FAMILIA","DESC_FAMILIA","CODI_DESC_FAMILIA","CODI_TRAMIT","DESC_TRAMIT","GRUP_ORGANITZATIU_ALTA","GRUP_ORGANITZATIU_RESPONSABLE","ESTAT_INTERN","TIPUS_SOLICITUD","CODI_ENS","NOM_ENS"
"2021","2021/07/09","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMES","CMES - Contracte menor de serveis (v. 2)","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CME - Contrato Menor","818460009","Ajuntament de Rubí"
"2021","2021/07/09","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMEOB","CMEOB - Contracte menor d'obres (v. 2)","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CME - Contrato Menor","818460009","Ajuntament de Rubí"
"2021","2021/01/26","2026/06/17","OBRES","Llicències d'Obres","OBRES - Llicències d'Obres","DV","DV - Devolució avals i fiances per obres","SERVEI D'ATENCIÓ A LA CIUTADANIA","ACTUALMENT U044 SERVEI DE LLICÈNCIES I DISCIPLINA","Finalitzat","DV-A - Devolució d'avals i fiances per d'obres MAJORS, MENORS i CPO amb tècnic","818460009","Ajuntament de Rubí"
"2021","2021/06/18",,"OBRES","Llicències d'Obres","OBRES - Llicències d'Obres","DV","DV - Devolució avals i fiances per obres","SERVEI D'ATENCIÓ A LA CIUTADANIA","ACTUALMENT U044 SERVEI DE LLICÈNCIES I DISCIPLINA","Obert","DV-A - Devolució d'avals i fiances per d'obres MAJORS, MENORS i CPO amb tècnic","818460009","Ajuntament de Rubí"
"2021","2021/02/10","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMESIM","CMESIM - Contracte menor simplificat (v. 2)","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CMESIMP - Contrato Menor Simplificado","818460009","Ajuntament de Rubí"
"2021","2021/02/10","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMESIM","CMESIM - Contracte menor simplificat (v. 2)","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CMESIMP - Contrato Menor Simplificado","818460009","Ajuntament de Rubí"
"2021","2021/02/10","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMES","CMES - Contracte menor de serveis (v. 2)","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CME - Contrato Menor","818460009","Ajuntament de Rubí"
"2021","2021/02/11","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMES","CMES - Contracte menor de serveis (v. 2)","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CME - Contrato Menor","818460009","Ajuntament de Rubí"
"2021","2021/02/15","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMESR","CMESR - Resolució de contractes menors simplificats","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CMESR - Resolución contrato menor","818460009","Ajuntament de Rubí"
"2021","2021/03/10","2026/01/27","CMES","Contractació Menor","CMES - Contractació Menor","CMES","CMES - Contracte menor de serveis (v. 2)","UNITAT DE PARCS I JARDINS","UNITAT DE PARCS I JARDINS","Finalitzat","CME - Contrato Menor","818460009","Ajuntament de Rubí"
