ANY,TRIMESTRE,"ANY_TRIMESTRE","DISTRICTE","SECCIO","DISTRICTE_SECCIO",CONSUM,"CODI_ENS","NOM_ENS"
"2021","1","2021-Q1","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut","272019.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 01","Secció 1","Districte 01 / Secció 1","16336.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 01","Secció 2","Districte 01 / Secció 2","19162.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 01","Secció 3","Districte 01 / Secció 3","39992.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 02","Secció 1","Districte 02 / Secció 1","25263.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 02","Secció 3","Districte 02 / Secció 3","21966.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 1","Districte 03 / Secció 1","10582.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 3","Districte 03 / Secció 3","19804.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 4","Districte 03 / Secció 4","16893.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 5","Districte 03 / Secció 5","19626.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 6","Districte 03 / Secció 6","19367.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 7","Districte 03 / Secció 7","18863.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 8","Districte 03 / Secció 8","10455.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 1","Districte 04 / Secció 1","17492.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 2","Districte 04 / Secció 2","15360.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 3","Districte 04 / Secció 3","16448.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 4","Districte 04 / Secció 4","23579.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 5","Districte 04 / Secció 5","18274.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 6","Districte 04 / Secció 6","16766.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 7","Districte 04 / Secció 7","15739.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 8","Districte 04 / Secció 8","10212.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 9","Districte 04 / Secció 9","18592.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 10","Districte 04 / Secció 10","26823.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 11","Districte 04 / Secció 11","24516.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 12","Districte 04 / Secció 12","15450.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 13","Districte 04 / Secció 13","20255.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 14","Districte 04 / Secció 14","17619.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 15","Districte 04 / Secció 15","14869.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 16","Districte 04 / Secció 16","18764.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 18","Districte 04 / Secció 18","13400.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 19","Districte 04 / Secció 19","13063.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 20","Districte 04 / Secció 20","12089.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 21","Districte 04 / Secció 21","40748.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 22","Districte 04 / Secció 22","18728.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 01","Secció 4","Districte 01 / Secció 4","30413.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 02","Secció 4","Districte 02 / Secció 4","12746.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 02","Secció 5","Districte 02 / Secció 5","9177.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 02","Secció 6","Districte 02 / Secció 6","16122.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 03","Secció 9","Districte 03 / Secció 9","27585.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 23","Districte 04 / Secció 23","12742.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 24","Districte 04 / Secció 24","12369.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 25","Districte 04 / Secció 25","10715.00","818460009","Ajuntament de Rubí"
"2021","1","2021-Q1","Districte 04","Secció 26","Districte 04 / Secció 26","22637.00","818460009","Ajuntament de Rubí"
"2021","2","2021-Q2","Districte Desconegut","Secció Desconeguda","Districte/Secció Desconegut","338922.00","818460009","Ajuntament de Rubí"
