"ID","DATA_ACCIDENT",ANY_ACCIDENT,MES_ACCIDENT,"DIA_SETMANA_ACCIDENT","HORA_ACCIDENT","TIPUS_ACCIDENT",N_IMPLICATS,"ZONA","CODI_ENS","NOM_ENS","TRAM_HORARI",LATITUD,LONGITUD,"PUNT_ACCIDENT"
"1/2008","2008-01-01","2008","1","Dimarts","08:25:00","Sortida de via amb caiguda, bolcada, xoc","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"3/2008","2008-01-01","2008","1","Dimarts","19:00:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"5/2008","2008-01-02","2008","1","Dimecres","15:00:00","Xoc sense sortida de via","2","Sector Z","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"4/2008","2008-01-02","2008","1","Dimecres","15:25:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"6/2008","2008-01-02","2008","1","Dimecres","16:00:00","Fregament negatiu (mateix sentit)","1","Plana del Castell","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"7/2008","2008-01-03","2008","1","Dijous","07:50:00","Xoc sense sortida de via","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"8/2008","2008-01-04","2008","1","Divendres","06:35:00","Atropellament","2","El Progrés - Rubí 2000","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"11/2008","2008-01-05","2008","1","Dissabte","19:05:00","Encalç","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"10/2008","2008-01-07","2008","1","Dilluns","08:35:00","Envestida","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"9/2008","2008-01-07","2008","1","Dilluns","14:00:00","Envestida","2","Zona Nord","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"13/2008","2008-01-08","2008","1","Dimarts","07:00:00","Envestida","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"12/2008","2008-01-08","2008","1","Dimarts","11:30:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"15/2008","2008-01-09","2008","1","Dimecres","07:00:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"16/2008","2008-01-09","2008","1","Dimecres","07:00:00","Encalç","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"14/2008","2008-01-09","2008","1","Dimecres","13:45:00","Fregament negatiu (mateix sentit)","2","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"14/2008","2008-01-09","2008","1","Dimecres","13:45:00","Fregament negatiu (mateix sentit)","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"17/2008","2008-01-09","2008","1","Dimecres","18:15:00","Atropellament","2","Zona Desconeguda","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"18/2008","2008-01-09","2008","1","Dimecres","18:20:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"19/2008","2008-01-12","2008","1","Dissabte","22:50:00","Fregament positiu (diferent sentit)","2","El Mercat","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"20/2008","2008-01-13","2008","1","Diumenge","05:30:00","Sortida de via amb caiguda, bolcada, xoc","1","Sector Z","818460009","Ajuntament de Rubí","Nit (22 a 06)",,,
"21/2008","2008-01-13","2008","1","Diumenge","09:45:00","Sortida de via amb caiguda, bolcada, xoc","1","Can Fatjó","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"21/2008","2008-01-13","2008","1","Diumenge","09:45:00","Sortida de via amb caiguda, bolcada, xoc","1","Zona Desconeguda","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"23/2008","2008-01-14","2008","1","Dilluns","08:55:00","Xoc sense sortida de via","1","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"22/2008","2008-01-14","2008","1","Dilluns","10:30:00","Xoc sense sortida de via","2","El Mercat","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"25/2008","2008-01-15","2008","1","Dimarts","09:10:00","Envestida","2","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"28/2008","2008-01-15","2008","1","Dimarts","10:08:00","Xoc sense sortida de via","1","Zona Nord","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
"26/2008","2008-01-15","2008","1","Dimarts","14:50:00","Xoc sense sortida de via","1","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"27/2008","2008-01-15","2008","1","Dimarts","15:50:00","Col·lisió frontal","2","Centre","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"24/2008","2008-01-15","2008","1","Dimarts","18:30:00","Fregament positiu (diferent sentit)","2","Ca n'Oriol","818460009","Ajuntament de Rubí","Tarda (14 a 22)",,,
"30/2008","2008-01-16","2008","1","Dimecres","07:40:00","Xoc sense sortida de via","1","Centre","818460009","Ajuntament de Rubí","Matí (06 a 14)",,,
