ID_APLICACIO,"APLICACIO",EXERCICI,"ORGANIC","PROGRAMA","ECONOMIC",ORG_COD_AREA_ORGANIC,"ORG_AREA_ORGANIC","ORG_COD_ORGANIC","ORG_ORGANIC","FUN_COD_AREA_DESPESA","FUN_AREA_DESPESA","FUN_COD_POLITICA_DESPESA","FUN_POLITICA_DESPESA","FUN_COD_GRUP_PROGRAMA","FUN_GRUP_PROGRAMA","FUN_COD_PROGRAMA","FUN_PROGRAMA","FUN_COD_SUB_PROGRAMA","FUN_SUB_PROGRAMA","ECO_COD_CAPITOL","ECO_CAPITOL","ECO_COD_ARTICLE","ECO_ARTICLE","ECO_COD_CONCEPTE","ECO_CONCEPTE","ECO_COD_SUB_CONCEPTE","ECO_SUB_CONCEPTE","ECO_COD_SUB_CONCEPTE_DETALL","ECO_SUB_CONCEPTE_DETALL",CREDIT_INICIAL,CREDIT_TOTAL,MODIFICACIO_CREDIT,OBLIGACIONS_RECONEGUDES,"CODI_ENS","NOM_ENS"
"615122082","2020 5U071 3200 1530002","2020","5U071","3200A","1530002","5","ÀREA D'IGUALTAT I CIUTADANIA","5U071","IGUALTAT I CIUTADANIA","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","32","EDUCACIÓ.","320","ADMINISTRACIÓ GENERAL D'EDUCACIÓ.","3200","ADMINISTRACIÓ GENERAL EDUCACIÓ","3200A","ADMINISTRACIÓ GENERAL DE L'EDUCACIÓ.ADMINISTRACIÓ GENERAL","1","DESPESES DE PERSONAL.","15","INCENTIUS AL RENDIMENT.","153","COMPLEMENT DE DEDICACIÓ ESPECIAL.","15300","COMPLEMENT DEDICACIÓ ESPECIAL","1530002","COMPLEMENT DEDICACIÓ ESPECIAL LABORAL FIX","4468.66","4468.66","0.00","4557.98","818460009","Ajuntament de Rubí"
"1365404591","2020 3U032 9206 15005","2020","3U032","9206A","15005","3","ÀREA DRETS SOCIALS","3U032","ÀMBIT DE POLÍTIQUES SOCIALS","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL.","9206","SERVEIS GENERALS ÀREA DE SERVEIS A LES PERSONES","9206A","SERVEIS GENERALS DE L'ÀREA DE SERVEIS A LES PERSONES.ADMINIS","1","DESPESES DE PERSONAL.","15","INCENTIUS AL RENDIMENT.","150","PRODUCTIVITAT.","15005","PRODUCTIVITAT 25% FUNCIONARIS CARRERA","1500500","No té Sub-Concepte Detallat","289.62","289.62","0.00","0.00","818460009","Ajuntament de Rubí"
"3030637623","2020 4U070 1511 1200401","2020","4U070","1511A","1200401","4","ÀREA DE PLANIFICACIÓ URBANA","4U070","OBRES","1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","151","URBANISME.","1511","LLICÈNCIES","1511A","No té Sub-Programa","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12004","SOUS DEL GRUP C2.","1200401","SOUS DEL GRUP C2 INTERINS","8914.36","8914.36","0.00","9089.16","818460009","Ajuntament de Rubí"
"3472177132","2020 3U011 2312A 2269923","2020","3U011","2312A","2269923","3","ÀREA DRETS SOCIALS","3U011","SERVEI D'IGUALTAT","2","ACTUACIONS DE PROTECCIÓ I PROMOCIÓ SOCIAL.","23","SERVEIS SOCIALS I PROMOCIÓ SOCIAL.","231","ASSISTÈNCIA SOCIAL PRIMÀRIA","2312","DONA","2312A","DONA.PARTICIPACIÓ EN ESPAIS SUPRAMUNIC. D'ANÀLISI SIT. DONES","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22699","ALTRES DESPESES DIVERSES","2269923","ALTRES DESPESES DIVERSES. QUOTES","0.00","1452.00","1452.00","0.00","818460009","Ajuntament de Rubí"
"3231018134","2020 2U018 9205A 22203","2020","2U018","9205A","22203","2","ÀREA DE SERVEIS CENTRALS","2U018","INFORMÀTICA","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL.","9205","INFORMÀTICA","9205A","INFORMATICA.SEGURETAT","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","222","COMUNICACIONS.","22203","INFORMÀTIQUES.","2220300","No té Sub-Concepte Detallat","16611.50","23249.15","6637.65","51499.66","818460009","Ajuntament de Rubí"
"373607812","2020 4U045 3230A 62200","2020","4U045","3230A","62200","4","ÀREA DE PLANIFICACIÓ URBANA","4U045","PROJECTES I OBRES","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","32","EDUCACIÓ.","323","FUNCIONAMENT DE CENTRES D'ENSENYAMENT PREESCOLAR I PRIMÀRIA","3230","FUNCIONAMENT DE CENTRES D'ENSENYAMENT PRESC.PRIM.I ESPECIAL","3230A","CENTRES EDUCACIÓ ESPECIAL","6","INVERSIONS REALS.","62","INVERSIÓ NOVA ASSOCIADA AL FUNCIONAM OPERAT DELS SERV.","622","EDIFICIS I ALTRES CONSTRUCCIONS.","62200","EDIFICIS I ALTRES CONSTRUCCIONS","6220000","No té Sub-Concepte Detallat","0.00","412076.34","412076.34","0.00","818460009","Ajuntament de Rubí"
"350987673","2020 7U079 4250D 22706","2020","7U079","4250D","22706","7","ÀREA DE SOSTENIBILITAT I SERVEIS MUNICIPALS","7U079","RUBÍ BRILLA","4","ACTUACIONS DE CARÀCTER ECONÒMIC.","42","INDÚSTRIA I ENERGIA.","425","ENERGIA.","4250","RUBÍ BRILLA","4250D","RUBI BRILLA.LÍNIA 3.SECTOR COMERCIAL","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","227","TREBALLS REALITZATS PER ALTRES EMPRESES I PROFESSIONALS.","22706","ESTUDIS I TREBALLS TÈCNICS.","2270600","No té Sub-Concepte Detallat","50.00","50.00","0.00","544.50","818460009","Ajuntament de Rubí"
"2629730501","2020 2U018 9205 15006","2020","2U018","9205A","15006","2","ÀREA DE SERVEIS CENTRALS","2U018","INFORMÀTICA","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL.","9205","INFORMÀTICA","9205A","INFORMATICA.SEGURETAT","1","DESPESES DE PERSONAL.","15","INCENTIUS AL RENDIMENT.","150","PRODUCTIVITAT.","15006","PRODUCTIVITAT 25% LABORALS","1500600","No té Sub-Concepte Detallat","6318.78","6318.78","0.00","6323.58","818460009","Ajuntament de Rubí"
"627090577","2020 5U036 3260D 48015","2020","5U036","3260D","48015","5","ÀREA D'IGUALTAT I CIUTADANIA","5U036","SERVEI D'EDUCACIÓ","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","32","EDUCACIÓ.","326","SERVEIS COMPLEMENTARIS D'EDUCACIÓ","3260","PROMOCIÓ EDUCATIVA","3260D","PROMOCIÓ EDUCATIVA.COHESIÓ SOCIAL:AJUTS I BEQUES","4","TRANSFERÈNCIES CORRENTS.","48","A FAMÍLIES I INSTITUCIONS SENSE FINS DE LUCRE.","480","A FAMÍLIES I INSTITUCIONS SENSE FINS DE LUCRE.","48015","DESCRIPCIÓN ECONÓMICA","4801500","No té Sub-Concepte Detallat","4999.17","4999.17","0.00","1650.00","818460009","Ajuntament de Rubí"
"2448970040","2020 6U082 3321 1200301","2020","6U082","3321A","1200301","6","ÀREA DE PROJECCIÓ A LA CIUTAT, CULTURA I ESPORTS","6U082","BIBLIOTECA","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","33","CULTURA.","332","BIBLIOTEQUES I ARXIUS.","3321","BIBLIOTEQUES PÚBLIQUES","3321A","BIBLIOTEQUES.FUNCIONAMENT I GESTIÓ DE L'EQUIPAMENT","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12003","SOUS DEL GRUP C1.","1200301","SOUS DEL GRUP C1 INTERINS","42067.68","42067.68","0.00","42901.98","818460009","Ajuntament de Rubí"
"2452991340","2020 6U041 3330A 22609","2020","6U041","3330A","22609","6","ÀREA DE PROJECCIÓ A LA CIUTAT, CULTURA I ESPORTS","6U041","SERVEI DE CULTURA","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","33","CULTURA.","333","EQUIPAMENTS CULTURALS I MUSEUS","3330","MUSEUS","3330A","MUSEUS.ORGANITZACIÓ I GESTIÓ DELS ESPAIS EXPOSITIUS","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22609","ACTIVITATS CULTURALS I ESPORTIVES","2260900","No té Sub-Concepte Detallat","187993.85","187993.85","0.00","7685.14","818460009","Ajuntament de Rubí"
"2368781905","2020 3U035 3110 13000","2020","3U035","3110A","13000","3","ÀREA DRETS SOCIALS","3U035","SERVEI SALUT PÚBLICA","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","31","SANITAT.","311","PROTECCIÓ DE LA SALUBRITAT PÚBLICA","3110","SALUT PÚBLICA","3110A","SALUT PÚBLICA.PROMOCIÓ DE LA SALUT","1","DESPESES DE PERSONAL.","13","PERSONAL LABORAL.","130","LABORAL FIX.","13000","RETRIBUCIONS BÀSIQUES.","1300000","No té Sub-Concepte Detallat","102727.90","102727.90","0.00","102862.89","818460009","Ajuntament de Rubí"
"3119795338","2020 5U059 9240B 22602","2020","5U059","9240B","22602","5","ÀREA D'IGUALTAT I CIUTADANIA","5U059","SERVEIS DE CIUTADANIA I DRETS CIVILS","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","924","PARTICIPACIÓ CIUTADANA","9240","PARTICIPACIÓ CIUTADANA","9240B","PARTICIPACIÓ CIUTADANA.DINAMITZACIÓ AL BARRI DE LES TORRES","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22602","PUBLICITAT I PROPAGANDA.","2260200","No té Sub-Concepte Detallat","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"434474336","2020 5U036 3260 15006","2020","5U036","3260A","15006","5","ÀREA D'IGUALTAT I CIUTADANIA","5U036","SERVEI D'EDUCACIÓ","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","32","EDUCACIÓ.","326","SERVEIS COMPLEMENTARIS D'EDUCACIÓ","3260","PROMOCIÓ EDUCATIVA","3260A","PROMOCIÓ EDUCATIVA.ÈXIT ESCOLAR:ACOMPANYAMENT  ESCOLARITAT","1","DESPESES DE PERSONAL.","15","INCENTIUS AL RENDIMENT.","150","PRODUCTIVITAT.","15006","PRODUCTIVITAT 25% LABORALS","1500600","No té Sub-Concepte Detallat","2888.71","2888.71","0.00","2946.45","818460009","Ajuntament de Rubí"
"1000805852","2020 9U051 1320 1240000","2020","9U051","1320A","1240000","9","ORGANS DE GOVERN","9U051","SEGURETAT CIUTADANA I PROTECCIÓ CIVIL","1","SERVEIS PÚBLICS BÀSICS.","13","SEGURETAT I MOBILITAT CIUTADANA.","132","SEGURETAT I ORDRE PÚBLIC.","1320","SEGURETAT I ORDRE PÚBLIC","1320A","SEGURETAT I ORDRE PÚBLIC.SEGURETAT PÚBLICA","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","124","RETRIB. DE FUNCIONARIS EN PRÀCTIQUES.","12400","RETRIB. BÀSIQUES DE FUNCIONARIS EN PRÀCTIQUES.","1240000","RETRIB. COMP. DESTI DE FUNCIONARIS EN PRÀCTIQUES.","0.00","0.00","0.00","18410.64","818460009","Ajuntament de Rubí"
"2988337636","2020 7U052 1720E 61900","2020","7U052","1720E","61900","7","ÀREA DE SOSTENIBILITAT I SERVEIS MUNICIPALS","7U052","MEDI AMBIENT","1","SERVEIS PÚBLICS BÀSICS.","17","MEDI AMBIENT.","172","PROTECCIÓ I MILLORA DEL MEDI AMBIENT.","1720","MEDI AMBIENT","1720E","MEDI AMBIENT.CONTROL MOSQUIT TIGRE","6","INVERSIONS REALS.","61","INVERS DE REPOSICIÓ DE INFRAES I BÉNS DEST A L'ÚS GRAL","619","ALTRES INVER DE REPOSIC EN INFRAEST I BÉNS DEST A L'ÚS GRAL","61900","ALTRES INVER DE REPOSIC EN INFRAEST I BÉNS DEST A L'ÚS GRAL","6190000","No té Sub-Concepte Detallat","2000.00","2000.00","0.00","0.00","818460009","Ajuntament de Rubí"
"3462662053","2020 6U041 3340B 22799","2020","6U041","3340B","22799","6","ÀREA DE PROJECCIÓ A LA CIUTAT, CULTURA I ESPORTS","6U041","SERVEI DE CULTURA","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","33","CULTURA.","334","PROMOCIÓ CULTURAL.","3340","PROMOCIÓ CULTURAL","3340B","PROMOCIÓ CULTURAL.CENTRE CULTURAL POLIVALENT L'ATENEU","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","227","TREBALLS REALITZATS PER ALTRES EMPRESES I PROFESSIONALS.","22799","ALTRES TREBALLS REALITZATS PER ALTRES EMPRESES I PROFES.","2279900","No té Sub-Concepte Detallat","2000.00","2000.00","0.00","12539.54","818460009","Ajuntament de Rubí"
"1461639221","2020 3U033 2310 1310001","2020","3U033","2310A","1310001","3","ÀREA DRETS SOCIALS","3U033","SERVEIS SOCIALS","2","ACTUACIONS DE PROTECCIÓ I PROMOCIÓ SOCIAL.","23","SERVEIS SOCIALS I PROMOCIÓ SOCIAL.","231","ASSISTÈNCIA SOCIAL PRIMÀRIA","2310","ACCIÓ SOCIAL","2310A","ACCIÓ SOCIAL.PERSONES AMB DISCAPACITAT","1","DESPESES DE PERSONAL.","13","PERSONAL LABORAL.","131","LABORAL TEMPORAL.","13100","LABORAL TEMPORAL.","1310001","LABORAL TEMPORAL PER SUBSTITUCIONS","31347.19","127051.46","95704.27","33812.77","818460009","Ajuntament de Rubí"
"3333626717","2020 8U017 9204 1200101","2020","8U017","9204A","1200101","8","ÀREA DE PERSONAL","8U017","AREA DE PERSONAL","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL.","9204","RECURSOS HUMANS I ORGANITZACIÓ","9204A","RECURSOS HUMANS.RECURSOS HUMANS","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12001","SOUS DEL GRUP A2.","1200101","SOUS GRUP A2 INTERINS","49080.81","49080.81","0.00","60162.50","818460009","Ajuntament de Rubí"
"3646483885","2020 7U079 4250B 62300","2020","7U079","4250B","62300","7","ÀREA DE SOSTENIBILITAT I SERVEIS MUNICIPALS","7U079","RUBÍ BRILLA","4","ACTUACIONS DE CARÀCTER ECONÒMIC.","42","INDÚSTRIA I ENERGIA.","425","ENERGIA.","4250","RUBÍ BRILLA","4250B","RUBI BRILLA.LÍNIA 1.ACCIONS DERIVADES DEL PAES","6","INVERSIONS REALS.","62","INVERSIÓ NOVA ASSOCIADA AL FUNCIONAM OPERAT DELS SERV.","623","MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE.","62300","MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE.","6230000","No té Sub-Concepte Detallat","0.00","2000.00","2000.00","0.00","818460009","Ajuntament de Rubí"
"3760172528","2020 5U092 3370 1200101","2020","5U092","3370A","1200101","5","ÀREA D'IGUALTAT I CIUTADANIA","5U092","SERVEI DE JOVENTUT","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","33","CULTURA.","337","INSTAL·LACIONS D'OCUPACIÓ DEL TEMPS LLIURE","3370","JOVENTUT","3370A","JOVENTUT.INFORMACIÓ, ASSESSORAMENT I DINAMITZACIÓ (PIDCES)","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12001","SOUS DEL GRUP A2.","1200101","SOUS GRUP A2 INTERINS","13731.58","13731.58","0.00","12198.14","818460009","Ajuntament de Rubí"
