ID_APLICACIO,"APLICACIO",EXERCICI,"ORGANIC","PROGRAMA","ECONOMIC",ORG_COD_AREA_ORGANIC,"ORG_AREA_ORGANIC","ORG_COD_ORGANIC","ORG_ORGANIC","FUN_COD_AREA_DESPESA","FUN_AREA_DESPESA","FUN_COD_POLITICA_DESPESA","FUN_POLITICA_DESPESA","FUN_COD_GRUP_PROGRAMA","FUN_GRUP_PROGRAMA","FUN_COD_PROGRAMA","FUN_PROGRAMA","FUN_COD_SUB_PROGRAMA","FUN_SUB_PROGRAMA","ECO_COD_CAPITOL","ECO_CAPITOL","ECO_COD_ARTICLE","ECO_ARTICLE","ECO_COD_CONCEPTE","ECO_CONCEPTE","ECO_COD_SUB_CONCEPTE","ECO_SUB_CONCEPTE","ECO_COD_SUB_CONCEPTE_DETALL","ECO_SUB_CONCEPTE_DETALL",CREDIT_INICIAL,CREDIT_TOTAL,MODIFICACIO_CREDIT,OBLIGACIONS_RECONEGUDES,"CODI_ENS","NOM_ENS"
"288228341","2014 1U063 2410 1300202","2014","1U063","2410A","1300202","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U063","OFICINA D'INFORMACIÓ I ORIENTACIÓ","2","ACTUACIONS DE PROTECCIÓ I PROMOCIÓ SOCIAL.","24","FOMENT DE L'OCUPACIÓ.","241","FOMENT DE L'OCUPACIÓ.","2410","PROMOCIÓ DE L'OCUPACIÓ","2410A","No té Sub-Programa","1","DESPESES DE PERSONAL.","13","PERSONAL LABORAL.","130","LABORAL FIX.","13002","ALTRES REMUNERACIONS.","1300202","ALTRES REMUNERACIONS.","0.00","0.00","0.00","7794.23","818460009","Ajuntament de Rubí"
"2372862192","2014 07 1650 75001","2014","07","1650A","75001","4","ÀREA DE SERVEIS TERRITORIALS","4U046","ÀMBIT D'ESPAI PÚBLIC","1","SERVEIS PÚBLICS BÀSICS.","16","BENESTAR COMUNITARI .","165","ENLLUMENAT PÚBLIC.","1650","ENLLUMENAT PÚBLIC","1650A","No té Sub-Programa","7","TRANSFERÈNCIES DE CAPITAL.","75","A COMUNITATS AUTÒNOMES.","750","A L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","75001","A L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","7500100","No té Sub-Concepte Detallat","0.00","280000.00","280000.00","0.00","818460009","Ajuntament de Rubí"
"116290662","2014 2U017 9204 12001","2014","2U017","9204A","12001","2","ÀREA DE SERVEIS CENTRALS","2U017","RECURSOS HUMANS","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL .","9204","RRHH","9204A","No té Sub-Programa","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12001","SOUS DEL GRUP A2.","1200100","No té Sub-Concepte Detallat","38719.56","38719.56","0.00","42472.49","818460009","Ajuntament de Rubí"
"2480206176","2014 4U045 9330 60914","2014","4U045","9330A","60914","4","ÀREA DE SERVEIS TERRITORIALS","4U045","OBRA PÚBLICA I PROJECTES URBANS","9","ACTUACIONS DE CARÀCTER GENERAL.","93","ADMINISTRACIÓ FINANCERA I TRIBUTÀRIA.","933","GESTIÓ DEL PATRIMONI.","9330","GESTIÓ DEL PATRIMONI.","9330A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60914","OBRAS DE INVERSIONES","6091400","No té Sub-Concepte Detallat","0.00","88000.00","88000.00","2843.50","818460009","Ajuntament de Rubí"
"2216271607","2014 1U014 4330 16209","2014","1U014","4330A","16209","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U014","PROMOCIÓ ECONÒMICA","4","ACTUACIONS DE CARÀCTER ECONÒMIC.","43","COMERÇ, TURISME I PETITES I MITJANES EMPRESES.","433","DESENVOLUPAMENT EMPRESARIAL.","4330","SERVEI A EMPRESES","4330A","No té Sub-Programa","1","DESPESES DE PERSONAL.","16","QUOTES, PRESTACIONS I DESPESES SOC. A CÀRREC DEL EMPLEADOR.","162","DESPESES SOCIALS DEL PERSONAL.","16209","ALTRES DESPESES SOCIALS: GARANTITZACIÓ SALARI","1620900","No té Sub-Concepte Detallat","0.00","0.00","0.00","637.87","818460009","Ajuntament de Rubí"
"35778436","2014 9U059 9240 1600002","2014","9U059","9240A","1600002","9","ORGANS DE GOVERN","9U059","GOVERNANÇA I CIUTADANIA","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","924","PARTICIPACIÓ CIUTADANA","9240","PARTICIPACIÓ CIUTADANA","9240A","No té Sub-Programa","1","DESPESES DE PERSONAL.","16","QUOTES, PRESTACIONS I DESPESES SOC. A CÀRREC DEL EMPLEADOR.","160","QUOTES SOCIALS.","16000","SEGURETAT SOCIAL.","1600002","SEGURETAT SOCIAL PERSONAL FUNCIONARI","0.00","2874.04","2874.04","2726.39","818460009","Ajuntament de Rubí"
"1586553529","2014 4U045 4540 61903","2014","4U045","4540A","61903","4","ÀREA DE SERVEIS TERRITORIALS","4U045","OBRA PÚBLICA I PROJECTES URBANS","4","ACTUACIONS DE CARÀCTER ECONÒMIC.","45","INFRAESTRUCTURES.","454","CAMINS VEÏNALS.","4540","CAMINS VEÏNALS.","4540A","No té Sub-Programa","6","INVERSIONS REALS.","61","INVERS DE REPOSICIÓ DE INFRAES I BÉNS DEST A L'ÚS GRAL","619","ALTRES INVER DE REPOSIC EN INFRAEST I BÉNS DEST A L'ÚS GRAL","61903","OTRAS INVERSIONES","6190300","No té Sub-Concepte Detallat","0.00","42618.63","42618.63","0.00","818460009","Ajuntament de Rubí"
"4242911795","2014 2U023 9203 12000","2014","2U023","9203A","12000","2","ÀREA DE SERVEIS CENTRALS","2U023","OFICINA DE SANCIONADORS","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL .","9203","SERVEIS JURÍDICS","9203A","No té Sub-Programa","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12000","SOUS DEL GRUP A1.","1200000","No té Sub-Concepte Detallat","14677.32","14677.32","0.00","14677.32","818460009","Ajuntament de Rubí"
"3237112429","2014 4U051 1320 16000","2014","4U051","1320A","16000","4","ÀREA DE SERVEIS TERRITORIALS","4U051","SEGURETAT CIUTADANA I PROTECCIÓ CIVIL","1","SERVEIS PÚBLICS BÀSICS.","13","SEGURETAT I MOBILITAT CIUTADANA.","132","SEGURETAT I ORDRE PÚBLIC.","1320","SEGURETAT I ORDRE PUBLIC","1320A","No té Sub-Programa","1","DESPESES DE PERSONAL.","16","QUOTES, PRESTACIONS I DESPESES SOC. A CÀRREC DEL EMPLEADOR.","160","QUOTES SOCIALS.","16000","SEGURETAT SOCIAL.","1600000","SEGURETAT SOCIAL","43841.88","43841.88","0.00","0.00","818460009","Ajuntament de Rubí"
"760438226","2014 9U059 9240 68900","2014","9U059","9240A","68900","9","ORGANS DE GOVERN","9U059","GOVERNANÇA I CIUTADANIA","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","924","PARTICIPACIÓ CIUTADANA","9240","PARTICIPACIÓ CIUTADANA","9240A","No té Sub-Programa","6","INVERSIONS REALS.","68","DESPESES EN INVERSIONS DE BÉNS PATRIMONIALS.","689","ALTRES DESPESES EN INVERSIONS DE BÉNS PATRIMONIALS.","68900","ALTRES DESPESES EN INVERSIONS DE BÉNS PATRIMONIALS.","6890000","No té Sub-Concepte Detallat","0.00","1113.20","1113.20","1113.20","818460009","Ajuntament de Rubí"
"925852454","2014 4U046 9208 21300","2014","4U046","9208A","21300","4","ÀREA DE SERVEIS TERRITORIALS","4U046","ÀMBIT D'ESPAI PÚBLIC","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL .","9208","MANTENIMENT DEPENDÈNCIES MUNICIPALS","9208A","No té Sub-Programa","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","21","REPARACIONS, MANTENIMENT I CONSERVACIÓ.","213","MAQUINÀRIA, INSTAL·LACIONS TÈCNIQUES I UTILLATGE.","21300","REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.","2130000","No té Sub-Concepte Detallat","574872.78","776388.66","201515.88","656843.24","818460009","Ajuntament de Rubí"
"1087429754","2014 1U066 9261 13000","2014","1U066","9261A","13000","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U066","RÀDIO RUBÍ SERVEIS AUDIOVISUALS","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","926","COMUNICACIONS INTERNES.","9261","COMUNICACIONS INTERNES.","9261A","No té Sub-Programa","1","DESPESES DE PERSONAL.","13","PERSONAL LABORAL.","130","LABORAL FIX.","13000","RETRIBUCIONS BÀSIQUES.","1300000","No té Sub-Concepte Detallat","166198.87","186198.87","20000.00","175378.69","818460009","Ajuntament de Rubí"
"229663939","2014 4U045 9330 60913","2014","4U045","9330A","60913","4","ÀREA DE SERVEIS TERRITORIALS","4U045","OBRA PÚBLICA I PROJECTES URBANS","9","ACTUACIONS DE CARÀCTER GENERAL.","93","ADMINISTRACIÓ FINANCERA I TRIBUTÀRIA.","933","GESTIÓ DEL PATRIMONI.","9330","GESTIÓ DEL PATRIMONI.","9330A","No té Sub-Programa","6","INVERSIONS REALS.","60","INVERS NOVA EN INFRAESTRUCTURES I BÉNS DEST A L'ÚS GRAL","609","ALTRES INVERS NOVES EN INFRAEST I BÉNS DEST A L'ÚS GRAL","60913","OBRAS DE INVERSIONES","6091300","No té Sub-Concepte Detallat","0.00","220000.00","220000.00","7483.85","818460009","Ajuntament de Rubí"
"2832474695","2014 2U017 9204 1600002","2014","2U017","9204A","1600002","2","ÀREA DE SERVEIS CENTRALS","2U017","RECURSOS HUMANS","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL .","9204","RRHH","9204A","No té Sub-Programa","1","DESPESES DE PERSONAL.","16","QUOTES, PRESTACIONS I DESPESES SOC. A CÀRREC DEL EMPLEADOR.","160","QUOTES SOCIALS.","16000","SEGURETAT SOCIAL.","1600002","SEGURETAT SOCIAL PERSONAL FUNCIONARI","80633.21","80633.21","0.00","77055.84","818460009","Ajuntament de Rubí"
"3865105003","2014 1U064 2410 2269915","2014","1U064","2410A","2269915","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U064","OFICINA DE FORMACIÓ","2","ACTUACIONS DE PROTECCIÓ I PROMOCIÓ SOCIAL.","24","FOMENT DE L'OCUPACIÓ.","241","FOMENT DE L'OCUPACIÓ.","2410","PROMOCIÓ DE L'OCUPACIÓ","2410A","No té Sub-Programa","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22699","ALTRES DESPESES DIVERSES","2269915","ALTRES DESPESES DIVERSES","0.00","10000.00","10000.00","0.00","818460009","Ajuntament de Rubí"
"2716519718","2014 06 1552 75001","2014","06","1552A","75001",,,,,"1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","155","VIES PÚBLIQUES.","1552","VIES PÚBLIQUES I MANTENIMENT URBÀ","1552A","No té Sub-Programa","7","TRANSFERÈNCIES DE CAPITAL.","75","A COMUNITATS AUTÒNOMES.","750","A L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","75001","A L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","7500100","No té Sub-Concepte Detallat","0.00","500000.00","500000.00","0.00","818460009","Ajuntament de Rubí"
"668178369","2014 08 3200 62201","2014","08","3200A","62201",,,,,"3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","32","EDUCACIÓ.","320","ADMINISTRACIÓ GENERAL D'EDUCACIÓ.","3200","ADMINISTRACIÓ I SERVEIS GENERALS","3200A","No té Sub-Programa","6","INVERSIONS REALS.","62","INVERSIÓ NOVA ASSOCIADA AL FUNCIONAM OPERAT DELS SERV.","622","EDIFICIS I ALTRES CONSTRUCCIONS.","62201","INDUSTRIALES","6220100","No té Sub-Concepte Detallat","0.00","0.00","0.00","0.00","818460009","Ajuntament de Rubí"
"1821898374","2014 3U031 9206 12103","2014","3U031","9206A","12103","3","ÀREA DE SERVEIS A LES PERSONES","3U031","ÀREA DE COHESIÓ SOCIAL I SERVEIS A LES PERSONES","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL .","9206","SERVEIS GENERALS ÀREA COHESIÓ SOCIAL I SERVEIS PERSONES","9206A","No té Sub-Programa","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","121","RETRIBUCIONS COMPLEMENTÀRIES.","12103","ALTRES COMPLEMENTS.","1210300","No té Sub-Concepte Detallat","3277.54","3277.54","0.00","3043.43","818460009","Ajuntament de Rubí"
"2980593871","2014 2U026 9320 12101","2014","2U026","9320A","12101","2","ÀREA DE SERVEIS CENTRALS","2U026","TRESORERIA","9","ACTUACIONS DE CARÀCTER GENERAL.","93","ADMINISTRACIÓ FINANCERA I TRIBUTÀRIA.","932","GESTIÓ DEL SISTEMA TRIBUTARI.","9320","HISENDA I SERVEIS ECONÒMIC","9320A","No té Sub-Programa","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","121","RETRIBUCIONS COMPLEMENTÀRIES.","12101","COMPLEMENT ESPECÍFIC.","1210100","No té Sub-Concepte Detallat","25664.24","25664.24","0.00","33769.54","818460009","Ajuntament de Rubí"
"2732419565","2014 2U018 9205 12006","2014","2U018","9205A","12006","2","ÀREA DE SERVEIS CENTRALS","2U018","INFORMÀTICA I NOVES TECNOLOGIES","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL .","9205","INFORMÀTICA","9205A","No té Sub-Programa","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12006","TRIENNIS.","1200600","No té Sub-Concepte Detallat","12280.10","12280.10","0.00","9115.01","818460009","Ajuntament de Rubí"
"1005354911","2014 1U006 4321 2269904","2014","1U006","4321A","2269904","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U006","PROMOCIÓ CIUTAT","4","ACTUACIONS DE CARÀCTER ECONÒMIC.","43","COMERÇ, TURISME I PETITES I MITJANES EMPRESES.","432","ORDENACIÓ I PROMOCIÓ TURÍSTICA.","4321","PROMOCIÓ DE LA CIUTAT","4321A","No té Sub-Programa","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22699","ALTRES DESPESES DIVERSES","2269904","ALTRES DESPESES DIVERSES","30000.00","30000.00","0.00","10890.00","818460009","Ajuntament de Rubí"
"1541332136","2014 1U055 3301 22699","2014","1U055","3301A","22699","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U055","IDENTITAT I PROJECCIÓ EXTERIOR","3","PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT.","33","CULTURA.","330","ADMINISTRACIÓ GENERAL DE CULTURA.","3301","POLITICA LINGÜÍSTICA","3301A","No té Sub-Programa","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22699","ALTRES DESPESES DIVERSES","2269900","ALTRES DESPESES DIVERSES","0.00","0.00","0.00","21.74","818460009","Ajuntament de Rubí"
"1089625675","2014 9U058 9125 15005","2014","9U058","9125A","15005","9","ORGANS DE GOVERN","9U058","DESCRIPCIÓN ORGÁNICA","9","ACTUACIONS DE CARÀCTER GENERAL.","91","ÒRGANS DE GOVERN.","912","ÒRGANS DE GOVERN.","9125","GERÈNCIA","9125A","No té Sub-Programa","1","DESPESES DE PERSONAL.","15","INCENTIUS AL RENDIMENT.","150","PRODUCTIVITAT.","15005","PRODUCTIVITAT 25% FUNCIONARIS","1500500","No té Sub-Concepte Detallat","856.03","856.03","0.00","856.03","818460009","Ajuntament de Rubí"
"602610071","2014 4U044 1511 12001","2014","4U044","1511A","12001","4","ÀREA DE SERVEIS TERRITORIALS","4U044","INTERVENCIÓ EN LES ACTIVITATS, L'EDIFICACIÓ I DISCIPLINA","1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","151","URBANISME.","1511","LLICÈNCIES D'OBRES I DISCIPLINA URBANÍSTICA","1511A","No té Sub-Programa","1","DESPESES DE PERSONAL.","12","PERSONAL FUNCIONARI.","120","RETRIBUCIONS BÀSIQUES.","12001","SOUS DEL GRUP A2.","1200100","No té Sub-Concepte Detallat","12906.52","12906.52","0.00","9977.77","818460009","Ajuntament de Rubí"
"2522866770","2014 4U043 1510 22699","2014","4U043","1510A","22699","4","ÀREA DE SERVEIS TERRITORIALS","4U043","PLANEJAMENT I GESTIÓ URBANÍSTICA","1","SERVEIS PÚBLICS BÀSICS.","15","HABITATGE I URBANISME.","151","URBANISME.","1510","URBANISME","1510A","No té Sub-Programa","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22699","ALTRES DESPESES DIVERSES","2269900","ALTRES DESPESES DIVERSES","0.00","0.00","0.00","189.07","818460009","Ajuntament de Rubí"
"1037206439","2014 1U006 4321 2260601","2014","1U006","4321A","2260601","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U006","PROMOCIÓ CIUTAT","4","ACTUACIONS DE CARÀCTER ECONÒMIC.","43","COMERÇ, TURISME I PETITES I MITJANES EMPRESES.","432","ORDENACIÓ I PROMOCIÓ TURÍSTICA.","4321","PROMOCIÓ DE LA CIUTAT","4321A","No té Sub-Programa","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","22","MATERIAL, SUBMINISTRAMENTS I ALTRES.","226","DESPESES DIVERSES.","22606","REUNIONS, CONFERÈNCIES I CURSOS.","2260601","REUNIONS, CONFERÈNCIES I CURSOS.","0.00","27050.00","27050.00","20255.45","818460009","Ajuntament de Rubí"
"201000727","2014 3U033 2330 21400","2014","3U033","2330A","21400","3","ÀREA DE SERVEIS A LES PERSONES","3U033","SERVEIS SOCIALS","2","ACTUACIONS DE PROTECCIÓ I PROMOCIÓ SOCIAL.","23","SERVEIS SOCIALS I PROMOCIÓ SOCIAL.","233","ASSISTÈNCIA A PERSONES DEPENENTS.","2330","GENT GRAN I AMB DEPENDÈNCIA","2330A","No té Sub-Programa","2","DESPESES CORRENTS EN BÉNS I SERVEIS.","21","REPARACIONS, MANTENIMENT I CONSERVACIÓ.","214","ELEMENTS DE TRANSPORT.","21400","MATERIAL DE TRANSPORT","2140000","No té Sub-Concepte Detallat","0.00","0.00","0.00","331.72","818460009","Ajuntament de Rubí"
"1780355143","2014 1U005 9202 15006","2014","1U005","9202A","15006","1","ÀREA DE DESENVOLUPAMENT LOCAL","1U005","ÀREA DE PLANIFICACIÓ ESTRATÈGICA I GOVERN","9","ACTUACIONS DE CARÀCTER GENERAL.","92","SERVEIS DE CARÀCTER GENERAL.","920","ADMINISTRACIÓ GENERAL .","9202","SERVEIS GENERALS ÀREA PLANIFICACIÓ ESTRATÈGICA I GOVERN","9202A","No té Sub-Programa","1","DESPESES DE PERSONAL.","15","INCENTIUS AL RENDIMENT.","150","PRODUCTIVITAT.","15006","PRODUCTIVITAT 25% LABORALS","1500600","No té Sub-Concepte Detallat","455.97","455.97","0.00","1295.41","818460009","Ajuntament de Rubí"
